Time_ms,Ax,Ay,Az,Gx,Gy,Gz
0,0.87,-0.13,9.85,-0.06,0.03,-0.01
63,0.92,-0.19,9.88,-0.05,0.03,-0.01
126,0.84,-0.22,9.76,-0.06,0.03,-0.01
190,0.82,-0.23,9.86,-0.06,0.03,-0.01
253,0.85,-0.11,9.86,-0.05,0.03,-0.01
316,0.84,-0.17,9.86,-0.05,0.03,-0.01
379,0.8,-0.15,9.87,-0.05,0.03,-0.01
443,0.89,-0.16,9.88,-0.05,0.03,-0.01
506,0.89,-0.17,9.9,-0.05,0.03,-0.01
569,0.85,-0.14,9.83,-0.05,0.03,-0.01
632,0.85,-0.19,9.85,-0.06,0.04,-0.01
696,0.89,-0.12,9.85,-0.06,0.03,-0.01
759,0.86,-0.22,9.83,-0.05,0.03,-0.01
822,0.85,-0.18,9.92,-0.05,0.03,-0.01
885,0.85,-0.14,9.86,-0.05,0.03,-0.01
949,0.88,-0.21,9.91,-0.05,0.03,-0.01
1012,0.89,-0.17,9.9,-0.05,0.03,-0.01
1075,0.9,-0.16,9.84,-0.05,0.03,-0.01
1138,0.91,-0.2,9.86,-0.05,0.03,-0.01
1202,0.86,-0.21,9.91,-0.06,0.03,-0.01
1265,0.86,-0.15,9.83,-0.05,0.03,-0.01
1328,0.83,-0.17,9.81,-0.06,0.03,-0.01
1391,0.84,-0.21,9.86,-0.05,0.04,-0.01
1455,0.89,-0.19,9.83,-0.06,0.03,-0.01
1518,0.88,-0.23,9.88,-0.05,0.03,-0.01
1581,0.92,-0.14,9.84,-0.05,0.03,-0.01
1644,0.89,-0.11,9.82,-0.05,0.03,-0.01
1708,0.87,-0.08,9.85,-0.05,0.03,-0.01
1771,0.85,-0.18,9.91,-0.05,0.03,-0.01
1834,0.88,-0.16,9.76,-0.05,0.03,-0.01
1897,0.91,-0.19,9.85,-0.05,0.03,-0.01
1961,0.85,-0.12,9.84,-0.06,0.03,-0.01
2024,0.89,-0.16,9.95,-0.05,0.03,-0.01
2087,0.9,-0.15,9.86,-0.05,0.03,-0.01
2150,0.87,-0.16,9.88,-0.06,0.03,-0.01
2214,0.84,-0.22,9.81,-0.06,0.03,-0.01
2277,0.85,-0.15,9.87,-0.06,0.03,-0.01
2340,0.88,-0.15,9.85,-0.06,0.03,-0.01
2403,0.88,-0.2,9.9,-0.06,0.03,-0.01
2467,0.88,-0.18,9.83,-0.05,0.03,-0.01
2530,0.87,-0.18,9.88,-0.06,0.03,-0.01
2593,0.88,-0.16,9.87,-0.06,0.03,-0.01
2656,0.91,-0.18,9.84,-0.05,0.04,-0.01
2720,0.89,-0.15,9.84,-0.05,0.03,-0.01
2783,0.86,-0.18,9.84,-0.05,0.03,-0.01
2846,0.92,-0.18,9.9,-0.05,0.03,-0.01
2909,0.88,-0.24,9.82,-0.05,0.03,-0.01
2973,0.91,-0.16,9.87,-0.06,0.03,-0.01
3036,0.9,-0.17,9.89,-0.06,0.03,-0.01
3099,0.83,-0.23,9.89,-0.05,0.04,-0.01
3162,0.85,-0.21,9.81,-0.05,0.03,-0.01
