Ax_Mean,Ax_Std,Ax_Variance,Ax_RMS,Ax_Maximum,Ax_Minimum,Ax_Peak_to_Peak,Ay_Mean,Ay_Std,Ay_Variance,Ay_RMS,Ay_Maximum,Ay_Minimum,Ay_Peak_to_Peak,Az_Mean,Az_Std,Az_Variance,Az_RMS,Az_Maximum,Az_Minimum,Az_Peak_to_Peak,Gx_Mean,Gx_Std,Gx_Variance,Gx_RMS,Gx_Maximum,Gx_Minimum,Gx_Peak_to_Peak,Gy_Mean,Gy_Std,Gy_Variance,Gy_RMS,Gy_Maximum,Gy_Minimum,Gy_Peak_to_Peak,Gz_Mean,Gz_Std,Gz_Variance,Gz_RMS,Gz_Maximum,Gz_Minimum,Gz_Peak_to_Peak,AccelMag_Mean,AccelMag_Std,AccelMag_Variance,AccelMag_RMS,AccelMag_Maximum,AccelMag_Minimum,AccelMag_Peak_to_Peak,GyroMag_Mean,GyroMag_Std,GyroMag_Variance,GyroMag_RMS,GyroMag_Maximum,GyroMag_Minimum,GyroMag_Peak_to_Peak,Label,File,Label_ID
0.2992999999999999,1.023082846107782,1.04669851,1.065963883065463,2.91,-2.63,5.54,-0.7071000000000001,1.2141015567076752,1.47404259,1.4050028469722045,2.9,-4.31,7.209999999999999,10.0276,1.1705803005347388,1.3702582399999996,10.095693141136966,13.58,5.65,7.93,-0.0498,0.1288097822372198,0.01659196,0.1381014120130565,0.46,-0.34,0.8,0.0303,0.0686943229095388,0.00471891,0.0750799573787838,0.17,-0.36,0.53,-0.0104,0.024694938752708,0.00060984,0.0267955220139485,0.09,-0.13,0.22,10.174902215193812,1.2266608786637048,1.504696911244012,10.248577071964672,13.98919940525547,5.67261844301201,8.31658096224346,0.1281051078591742,0.0949530480837205,0.0090160813403893,0.1594584585401476,0.4920365840057017,0.0244948974278317,0.46754168657787,Minor_Fault,Minor_fault_001_window_001.csv,1
0.2996999999999999,1.4220966598652849,2.02235891,1.453333753822569,2.91,-4.02,6.93,-0.8092000000000001,1.482801186943145,2.1986993599999995,1.6892317780577064,2.72,-4.79,7.51,10.0084,1.709224221686552,2.92144744,10.153300842583166,14.86,3.85,11.01,-0.0455999999999999,0.1604887535000505,0.0257566399999999,0.1668412419037931,0.46,-0.36,0.8200000000000001,0.0328,0.0845113010194494,0.00714216,0.090653185272223,0.23,-0.36,0.59,-0.0089,0.032799237796022,0.0010757899999999,0.0339852909359328,0.09,-0.13,0.22,10.255192285168366,1.6988914604009404,2.8862321942232403,10.394960365484806,15.11562436685961,4.294007452252499,10.82161691460711,0.1679893477209567,0.0948081170168857,0.0089885790522875,0.192896345221987,0.4920365840057017,0.01,0.4820365840057017,Minor_Fault,Minor_fault_001_window_002.csv,1
0.2190999999999999,1.303465454087679,1.6990221899999995,1.3217514895017142,2.63,-4.02,6.65,-0.4757999999999999,1.5093026071666342,2.27799436,1.5825233015662044,3.36,-4.79,8.15,9.8885,1.5844054878723437,2.51034075,10.014627951152256,14.86,3.85,11.01,-0.0441999999999999,0.1555003536973469,0.0241803599999999,0.1616601373251922,0.43,-0.36,0.79,0.0364,0.0754787387282008,0.00569704,0.0837973746605465,0.23,-0.15,0.38,-0.0039,0.029795805073869,0.00088779,0.0300499584026334,0.09,-0.12,0.21,10.106396257342718,1.5507851848560752,2.4049346895690915,10.22468483621867,15.11562436685961,4.294007452252499,10.82161691460711,0.1587034580809944,0.0941924221640681,0.008872212393134,0.18455080601287,0.4414748010928823,0.01,0.4314748010928823,Minor_Fault,Minor_fault_001_window_003.csv,1
0.2375999999999999,1.397492840768782,1.95298624,1.4175471773454316,6.34,-3.81,10.15,-0.7051000000000001,1.68362851900293,2.83460499,1.825313945599496,4.84,-5.81,10.65,10.172300000000002,3.0549339943769653,9.33262171,10.621125599483324,19.61,-0.88,20.49,-0.0825999999999999,0.168318864064608,0.0283312399999999,0.1874939999039969,0.43,-0.73,1.16,0.0427,0.0933151113164422,0.0087077099999999,0.1026206606877971,0.52,-0.25,0.77,-0.011,0.03609709129556,0.001303,0.0377359245282264,0.16,-0.12,0.28,10.47548474859882,2.9006446321246573,8.413739281873589,10.86966052827778,20.656904414747142,2.998699718211212,17.658204696535932,0.1666167835874818,0.1390965399532361,0.0193478474269622,0.217046078057172,0.8998333178983761,0.0141421356237309,0.8856911822746452,Minor_Fault,Minor_fault_002_window_001.csv,1
0.1932999999999999,1.6782896382925083,2.8166561099999994,1.689384799268657,6.34,-5.57,11.91,-0.8764,1.7933597073649223,3.21613904,1.9960500995716517,4.84,-6.0,10.84,9.655,3.1835597999723517,10.135052999999996,10.166320770072131,19.61,-3.57,23.18,-0.048,0.2026376075658218,0.041062,0.2082450479603296,0.74,-0.81,1.55,0.0243,0.1144225065273436,0.0130925099999999,0.1169743561640755,0.29,-0.6,0.8899999999999999,-0.0093,0.0582795847617328,0.00339651,0.059016946718718,0.18,-0.39,0.5700000000000001,10.111084901574038,2.821041848885183,7.958277113161533,10.49725273583522,20.656904414747142,2.7193565415369862,17.937547873210157,0.1865322953597538,0.1604297440870039,0.0257377027878215,0.2460325181759517,0.92097774131626,0.02,0.90097774131626,Minor_Fault,Minor_fault_002_window_002.csv,1
-0.1337999999999999,2.1633186450451536,4.67994756,2.167452421623137,6.28,-7.57,13.85,-0.8619,1.438491359028618,2.06925739,1.6769403686476154,3.25,-6.0,9.25,9.6964,3.4143223397916014,11.657597039999995,10.279969357930986,19.61,-3.57,23.18,-0.0011,0.1930279513438403,0.0372597899999999,0.1930310855794993,0.76,-0.81,1.57,0.0019999999999999,0.1351665639128257,0.0182699999999999,0.1351813596617521,0.29,-0.63,0.92,-0.0061999999999999,0.0711305841393138,0.0050595599999999,0.0714002801114953,0.28,-0.39,0.67,10.199147928644004,3.027396658787337,9.165130529636734,10.638973117740264,20.5943535950998,2.3135470602518557,18.28080653484794,0.1736677118381335,0.174563816024132,0.030472525864907,0.2462376900476448,1.0261091559868276,0.01,1.0161091559868276,Minor_Fault,Minor_fault_002_window_003.csv,1
0.1993999999999999,1.3321147247891223,1.77452964,1.3469558270411095,7.08,-2.38,9.46,-0.5903999999999998,1.945838595567474,3.78628784,2.033435516558123,5.29,-7.67,12.96,9.7485,2.938083856869984,8.63233675,10.181629977562531,19.61,-0.39,20.0,-0.0408,0.1542509643405836,0.02379336,0.1595556329309623,0.48,-0.48,0.96,0.0331,0.1084407211337143,0.0117593899999999,0.1133798923971971,0.46,-0.54,1.0,-0.0119,0.0295531724185407,0.00087339,0.0318590646441479,0.07,-0.1,0.17,10.106728608582664,2.732906114826622,7.46877583245674,10.469705774280383,20.959508582025485,2.6775735284021613,18.281935053623325,0.1522856657741208,0.1270317912954578,0.0161370759997327,0.1983128840998486,0.7258787777583803,0.0244948974278317,0.7013838803305485,Minor_Fault,Minor_fault_003_window_001.csv,1
0.2643,1.3657988541509325,1.86540651,1.3911365856737432,7.08,-2.54,9.62,-0.376,1.7402850341251574,3.0285920000000006,1.7804403949585057,5.29,-4.24,9.53,9.9636,2.601349080765594,6.767017040000001,10.297589135326772,19.61,2.63,16.98,-0.0266,0.1703538669945593,0.02902044,0.1724180964980184,0.6,-0.48,1.08,0.029,0.0932469838654312,0.008695,0.0976524449258696,0.46,-0.45,0.91,-0.0116,0.0299239034886827,0.00089544,0.0320936130717624,0.07,-0.11,0.18,10.224634939788244,2.5695157808547173,6.602411348061429,10.54255998322988,20.959508582025485,2.6775735284021613,18.281935053623325,0.146923288626121,0.1367755360409364,0.0187075472592855,0.2007336543781336,0.7580237463298891,0.01,0.7480237463298891,Minor_Fault,Minor_fault_003_window_002.csv,1
0.0550999999999999,1.1677212809570614,1.3635729900000002,1.1690205301875582,4.26,-4.05,8.309999999999999,-0.4492000000000001,1.7510714891174488,3.0662513599999994,1.8077698968618765,4.17,-8.29,12.46,9.8795,2.9973636332617373,8.984188750000001,10.324180790745578,19.61,-2.56,22.17,-0.0456999999999999,0.1672259250236039,0.0279645099999999,0.1733580110638098,0.6,-0.5,1.1,0.0298,0.0828007246345103,0.00685596,0.088,0.22,-0.45,0.67,-0.0056,0.0282602193905142,0.0007986399999999,0.0288097205817758,0.07,-0.11,0.18,10.249685002936175,2.483406398595539,6.167307340585263,10.54624814803824,20.24290739987712,4.191718024867607,16.051189375009514,0.1500110183354999,0.1269791100061199,0.0161236943779463,0.1965375282229834,0.7580237463298891,0.01,0.7480237463298891,Minor_Fault,Minor_fault_003_window_003.csv,1
0.0814999999999999,1.4386079208735087,2.0695927499999995,1.4409146400810842,3.05,-4.63,7.68,0.0071,1.9224600359955468,3.69585259,1.922473146756542,7.35,-9.58,16.93,9.3243,2.5715926018714548,6.613088509999999,9.67241743309293,19.18,-0.8,19.98,-0.0423,0.1624798756769588,0.02639971,0.1678958010195609,0.49,-0.61,1.1,0.0147,0.1256141313706383,0.0157789099999999,0.1264713406270369,0.35,-0.69,1.04,-0.0017,0.0401510896489746,0.00161211,0.0401870625948202,0.2,-0.11,0.31,9.72476616350284,2.1809906155667536,4.756720065190248,9.966333177252304,19.335131238240923,1.5314698821720265,17.803661356068897,0.1605513535728737,0.1415000454626007,0.020022262865918,0.2140070092310062,0.7387827826905551,0.0141421356237309,0.7246406470668242,Minor_Fault,Minor_fault_004_window_001.csv,1
