Mean,Std,Variance,RMS,Maximum,Minimum,Peak_to_Peak,Dominant_Frequency,Spectral_Energy,Label,File,Label_ID
110.84,163.20016666658157,26634.2944,197.28101784003448,758.0,0.0,758.0,6.0,133193522.0,Moderate_Fault,Moderate_Fault_001_window_004.csv,2
93.31,127.0358764286688,16138.113900000004,157.62255549254365,559.0,0.0,559.0,6.0,81197594.0,Moderate_Fault,Moderate_Fault_001_window_005.csv,2
71.44,110.13494631587196,12129.7064,131.27596885949842,410.0,0.0,410.0,5.5,60739270.000000015,Moderate_Fault,Moderate_Fault_001_window_006.csv,2
52.31,96.71708173843956,9354.1939,109.95694611983365,334.0,0.0,334.0,5.5,46901530.0,Moderate_Fault,Moderate_Fault_001_window_007.csv,2
52.33,103.14563054245195,10639.021100000002,115.66092685086004,378.0,0.0,378.0,6.0,53269217.99999999,Moderate_Fault,Moderate_Fault_001_window_008.csv,2
61.16,114.4765233574116,13104.874400000004,129.7899071576831,399.0,0.0,399.0,6.0,65526420.00000001,Moderate_Fault,Moderate_Fault_001_window_009.csv,2
67.45,114.72901768951044,13162.7475,133.08737731280152,399.0,0.0,399.0,6.0,65815722.00000001,Moderate_Fault,Moderate_Fault_001_window_010.csv,2
71.09,108.2632065846934,11720.9219,129.51721893246471,356.0,0.0,356.0,6.0,58604634.0,Moderate_Fault,Moderate_Fault_001_window_011.csv,2
69.22,102.87852837205634,10583.9916,123.9975806215589,320.0,0.0,320.0,5.5,52922269.99999998,Moderate_Fault,Moderate_Fault_001_window_012.csv,2
63.48,101.1607117412684,10233.4896,119.4286397812518,319.0,0.0,319.0,5.5,51188666.0,Moderate_Fault,Moderate_Fault_001_window_013.csv,2
35.41,68.64839328054227,4712.6019,77.2429284789229,364.0,0.0,364.0,6.5,23607710.000000004,Moderate_Fault,Moderate_Fault_002_window_001.csv,2
39.9,76.88556431476587,5911.39,86.6221680633774,364.0,0.0,364.0,6.0,29886622.0,Moderate_Fault,Moderate_Fault_002_window_002.csv,2
40.99,75.08295345815853,5637.449899999999,85.54314700781121,267.0,0.0,267.0,6.0,28221834.0,Moderate_Fault,Moderate_Fault_002_window_003.csv,2
39.82,71.5911139737328,5125.287600000001,81.9202050778683,247.0,0.0,247.0,6.0,25658190.0,Moderate_Fault,Moderate_Fault_002_window_004.csv,2
38.94,72.58730191982617,5268.916400000001,82.37256824938748,308.0,0.0,308.0,6.0,26347032.0,Moderate_Fault,Moderate_Fault_002_window_005.csv,2
31.5,66.89506708270797,4474.95,73.94051663330464,308.0,0.0,308.0,6.0,22375142.0,Moderate_Fault,Moderate_Fault_002_window_006.csv,2
27.34,57.03038137694679,3252.4644,63.24507885993977,262.0,0.0,262.0,6.0,16286521.999999996,Moderate_Fault,Moderate_Fault_002_window_007.csv,2
37.86,74.2724740398487,5516.4004,83.36534051990671,262.0,0.0,262.0,5.5,27651939.999999996,Moderate_Fault,Moderate_Fault_002_window_008.csv,2
44.83,86.93572970879119,7557.821099999998,97.81385382449666,337.0,0.0,337.0,6.0,37986926.00000001,Moderate_Fault,Moderate_Fault_002_window_009.csv,2
52.14,96.1148292408617,9238.060400000002,109.34642198078544,354.0,0.0,354.0,6.0,46417440.000000015,Moderate_Fault,Moderate_Fault_002_window_010.csv,2
66.44,113.20930350461484,12816.346399999997,131.26545623278045,428.0,0.0,428.0,6.0,64178532.00000001,Moderate_Fault,Moderate_Fault_002_window_011.csv,2
68.51,114.27488744251733,13058.7499,133.23802009936952,428.0,0.0,428.0,6.0,65296130.00000001,Moderate_Fault,Moderate_Fault_002_window_012.csv,2
49.49,94.7315676002461,8974.069899999997,106.87997941616568,354.0,0.0,354.0,5.5,44949950.00000001,Moderate_Fault,Moderate_Fault_002_window_013.csv,2
44.86,82.48430396142045,6803.660400000001,93.8939827678004,295.0,0.0,295.0,6.5,34024133.99999999,Moderate_Fault,Moderate_Fault_003_window_001.csv,2
52.43,91.51428904821368,8374.865099999999,105.4692846282746,316.0,0.0,316.0,6.5,42258889.99999999,Moderate_Fault,Moderate_Fault_003_window_002.csv,2
52.04,96.96802772048116,9402.7984,110.04980690578245,443.0,0.0,443.0,6.0,47394183.99999999,Moderate_Fault,Moderate_Fault_003_window_003.csv,2
61.04,112.25087260239894,12600.2584,127.7737844786637,443.0,0.0,443.0,6.0,63027284.00000001,Moderate_Fault,Moderate_Fault_003_window_004.csv,2
61.49,113.91185144663396,12975.909900000002,129.44856121255268,425.0,0.0,425.0,5.5,65136593.99999999,Moderate_Fault,Moderate_Fault_003_window_005.csv,2
67.61,124.77699267092471,15569.2979,141.91691231139438,432.0,0.0,432.0,5.5,78154602.0,Moderate_Fault,Moderate_Fault_003_window_006.csv,2
64.1,121.99979508179511,14883.95,137.8142227783475,432.0,0.0,432.0,5.5,74529262.00000001,Moderate_Fault,Moderate_Fault_003_window_007.csv,2
55.36,104.5060304480081,10921.510399999996,118.263434754788,403.0,0.0,403.0,5.5,54607601.99999999,Moderate_Fault,Moderate_Fault_003_window_008.csv,2
59.4,106.62926427580751,11369.8,122.05801899097004,403.0,0.0,403.0,5.5,56944922.00000001,Moderate_Fault,Moderate_Fault_003_window_009.csv,2
60.73,108.42157119319016,11755.237100000004,124.27135631351256,404.0,0.0,404.0,5.5,58784506.0,Moderate_Fault,Moderate_Fault_003_window_010.csv,2
51.23,97.98763748555224,9601.5771,110.57165097799708,404.0,0.0,404.0,5.5,48009398.0,Moderate_Fault,Moderate_Fault_003_window_011.csv,2
50.56,92.81102520713796,8613.8864,105.68916689992405,316.0,0.0,316.0,5.5,43075704.0,Moderate_Fault,Moderate_Fault_003_window_012.csv,2
53.01,94.0842702049604,8851.8499,107.9903236405929,318.0,0.0,318.0,5.5,44396013.99999999,Moderate_Fault,Moderate_Fault_003_window_013.csv,2
76.32,135.04672376625803,18237.617600000005,155.12046931336948,588.0,0.0,588.0,6.0,91385279.99999996,Moderate_Fault,Moderate_Fault_004_window_001.csv,2
100.95,159.78606791582305,25531.587500000005,189.00394175783745,588.0,0.0,588.0,5.5,127683250.00000004,Moderate_Fault,Moderate_Fault_004_window_002.csv,2
99.23,152.1300663905725,23143.557099999995,181.63190798975825,546.0,0.0,546.0,5.5,115719410.0,Moderate_Fault,Moderate_Fault_004_window_003.csv,2
93.82,144.16950995269423,20784.8476,172.00883698228995,556.0,0.0,556.0,6.0,103945869.99999996,Moderate_Fault,Moderate_Fault_004_window_004.csv,2
89.83,142.76960846062445,20383.1611,168.6789554153096,556.0,0.0,556.0,6.0,101943418.0,Moderate_Fault,Moderate_Fault_004_window_005.csv,2
82.33,138.4786665880344,19176.3411,161.1042209254618,460.0,0.0,460.0,5.5,95941910.0,Moderate_Fault,Moderate_Fault_004_window_006.csv,2
84.28,135.22071438947512,18284.641600000006,159.33536958252552,445.0,0.0,445.0,5.5,91468208.0,Moderate_Fault,Moderate_Fault_004_window_007.csv,2
78.04,122.89564028068692,15103.338400000002,145.5801497457672,408.0,0.0,408.0,5.5,75530140.0,Moderate_Fault,Moderate_Fault_004_window_008.csv,2
70.34,113.42012343495313,12864.1244,133.46100554094443,368.0,0.0,368.0,5.5,64324671.99999999,Moderate_Fault,Moderate_Fault_004_window_009.csv,2
71.37,118.14979094353068,13959.373100000004,138.03278596043768,372.0,0.0,372.0,5.5,69837478.0,Moderate_Fault,Moderate_Fault_004_window_010.csv,2
65.06,114.99407115151634,13223.6364,132.12282164713255,424.0,0.0,424.0,5.0,66183703.99999999,Moderate_Fault,Moderate_Fault_004_window_011.csv,2
63.1,103.5906849094068,10731.03,121.29567181066272,424.0,0.0,424.0,5.5,53755501.99999999,Moderate_Fault,Moderate_Fault_004_window_012.csv,2
67.14,103.4013558905298,10691.8404,123.28673894624676,358.0,0.0,358.0,5.5,53460554.0,Moderate_Fault,Moderate_Fault_004_window_013.csv,2
59.95,107.57819249271668,11573.067500000005,123.15465886437264,430.0,0.0,430.0,6.5,58009521.99999999,Moderate_Fault,Moderate_Fault_005_window_001.csv,2
64.07,109.86621455206328,12070.5851,127.1831356745068,347.0,0.0,347.0,6.5,60423237.99999999,Moderate_Fault,Moderate_Fault_005_window_002.csv,2
67.31,115.21212566392482,13273.833900000003,133.43339162293674,417.0,0.0,417.0,6.0,66524293.99999999,Moderate_Fault,Moderate_Fault_005_window_003.csv,2
68.9,117.3677553674773,13775.189999999997,136.09702421434497,417.0,0.0,417.0,6.0,68983598.0,Moderate_Fault,Moderate_Fault_005_window_004.csv,2
67.64,111.20157552840696,12365.790399999996,130.1574431217823,400.0,0.0,400.0,6.0,61866489.99999999,Moderate_Fault,Moderate_Fault_005_window_005.csv,2
72.77,110.70003206864938,12254.4971,132.4762997671659,379.0,0.0,379.0,6.0,61272798.000000015,Moderate_Fault,Moderate_Fault_005_window_006.csv,2
62.53,107.37294398497232,11528.949100000003,124.25357137724453,368.0,0.0,368.0,5.5,57645850.00000001,Moderate_Fault,Moderate_Fault_005_window_007.csv,2
56.38,104.60820044336867,10942.8756,118.83425432088174,428.0,0.0,428.0,5.5,54736428.0,Moderate_Fault,Moderate_Fault_005_window_008.csv,2
54.13,98.2298992160737,9649.1131,112.1568990298858,428.0,0.0,428.0,5.5,48249706.0,Moderate_Fault,Moderate_Fault_005_window_009.csv,2
50.02,94.25136391586068,8883.3196,106.70201497628804,339.0,0.0,339.0,5.5,44432440.0,Moderate_Fault,Moderate_Fault_005_window_010.csv,2
58.53,106.33442104981812,11307.009100000005,121.37862250001028,403.0,0.0,403.0,5.5,56537289.99999999,Moderate_Fault,Moderate_Fault_005_window_011.csv,2
66.69,111.58814408350018,12451.913899999996,129.99796152247927,403.0,0.0,403.0,5.5,62261950.0,Moderate_Fault,Moderate_Fault_005_window_012.csv,2
69.64,111.81945447908426,12503.590399999995,131.73200066802295,424.0,0.0,424.0,5.5,62518080.0,Moderate_Fault,Moderate_Fault_005_window_013.csv,2
69.75,120.53832378127711,14529.4875,139.26431703778252,457.0,0.0,457.0,6.5,72712598.0,Moderate_Fault,Moderate_Fault_006_window_001.csv,2
69.16,122.06807281185364,14900.6144,140.29868139080995,457.0,0.0,457.0,6.0,74503871.99999997,Moderate_Fault,Moderate_Fault_006_window_002.csv,2
70.89,129.4059422901437,16745.897900000004,147.55097424280194,430.0,0.0,430.0,6.0,83753469.99999999,Moderate_Fault,Moderate_Fault_006_window_003.csv,2
84.35,148.33262453014171,22002.5675,170.63847748969164,543.0,0.0,543.0,6.5,110165742.0,Moderate_Fault,Moderate_Fault_006_window_004.csv,2
71.58,136.97825958888512,18763.0436,154.55335648247825,543.0,0.0,543.0,6.5,93882196.0,Moderate_Fault,Moderate_Fault_006_window_005.csv,2
55.35,111.62879332860318,12460.987500000005,124.59779291785227,446.0,0.0,446.0,6.0,62628950.0,Moderate_Fault,Moderate_Fault_006_window_006.csv,2
70.53,127.448692029381,16243.1691,145.6627955244578,515.0,0.0,515.0,6.5,81216530.0,Moderate_Fault,Moderate_Fault_006_window_007.csv,2
69.34,126.3053617230876,15953.0444,144.0870570176239,515.0,0.0,515.0,6.5,80663022.0,Moderate_Fault,Moderate_Fault_006_window_008.csv,2
50.33,104.0149080661037,10819.101100000003,115.55176329247423,411.0,0.0,411.0,6.5,54506830.00000001,Moderate_Fault,Moderate_Fault_006_window_009.csv,2
59.31,121.6122275924588,14789.5339,135.3041388871752,609.0,0.0,609.0,5.5,74567054.00000001,Moderate_Fault,Moderate_Fault_006_window_010.csv,2
64.35,127.14522208875958,16165.907499999998,142.50203507318764,609.0,0.0,609.0,5.5,81752977.99999999,Moderate_Fault,Moderate_Fault_006_window_011.csv,2
63.3,119.40858428103064,14258.409999999996,135.14917683804072,441.0,0.0,441.0,6.0,71372852.0,Moderate_Fault,Moderate_Fault_006_window_012.csv,2
84.14,160.37761813919047,25720.9804,181.1091383668974,715.0,0.0,715.0,6.5,128681734.00000004,Moderate_Fault,Moderate_Fault_007_window_001.csv,2
53.13,94.67699350951106,8963.7331,108.56578650753652,453.0,0.0,453.0,6.0,44852726.00000001,Moderate_Fault,Moderate_Fault_007_window_002.csv,2
63.0,111.17922467799458,12360.82,127.78818411731189,585.0,0.0,585.0,6.0,61828299.99999999,Moderate_Fault,Moderate_Fault_007_window_003.csv,2
79.95,139.60525598988025,19489.6275,160.87768645775586,606.0,0.0,606.0,6.0,97460150.0,Moderate_Fault,Moderate_Fault_007_window_004.csv,2
92.51,160.31384812298654,25700.5299,185.09086957491988,616.0,0.0,616.0,6.0,128532174.0,Moderate_Fault,Moderate_Fault_007_window_005.csv,2
93.89,165.41178283302554,27361.0579,190.20092008189656,616.0,0.0,616.0,5.5,136984690.00000003,Moderate_Fault,Moderate_Fault_007_window_006.csv,2
87.65,152.14475837175596,23148.0275,175.58630356608114,589.0,0.0,589.0,5.5,115750650.0,Moderate_Fault,Moderate_Fault_007_window_007.csv,2
95.04,155.32887175280712,24127.0584,182.0979406802834,629.0,0.0,629.0,10.5,120652964.0,Moderate_Fault,Moderate_Fault_007_window_008.csv,2
92.35,163.01131095724617,26572.6875,187.3531691752237,629.0,0.0,629.0,5.0,133066322.0,Moderate_Fault,Moderate_Fault_007_window_009.csv,2
83.02,147.41465191764354,21731.07960000001,169.18451465781376,582.0,0.0,582.0,5.5,108792686.0,Moderate_Fault,Moderate_Fault_007_window_010.csv,2
92.9,151.7475205728252,23027.31000000001,177.92616446155412,560.0,0.0,560.0,5.5,115443878.0,Moderate_Fault,Moderate_Fault_007_window_011.csv,2
110.26,175.54068588221935,30814.532400000004,207.2964061434737,617.0,0.0,617.0,6.0,154531544.00000003,Moderate_Fault,Moderate_Fault_007_window_012.csv,2
92.9,165.1208345424647,27264.890000000003,189.4605499833673,617.0,0.0,617.0,5.5,136465962.0,Moderate_Fault,Moderate_Fault_007_window_013.csv,2
58.89,103.51791101060724,10715.9579,119.09655746494104,409.0,0.0,409.0,6.0,53593074.0,Moderate_Fault,Moderate_Fault_008_window_001.csv,2
63.04,107.64515037845412,11587.4784,124.74582157330964,337.0,0.0,337.0,6.0,57939842.000000015,Moderate_Fault,Moderate_Fault_008_window_002.csv,2
64.69,107.08442417083825,11467.073900000005,125.10743383188706,347.0,0.0,347.0,6.0,57339330.000000015,Moderate_Fault,Moderate_Fault_008_window_003.csv,2
65.59,100.19322282470009,10038.6819,119.75278702393528,347.0,0.0,347.0,6.0,50235170.0,Moderate_Fault,Moderate_Fault_008_window_004.csv,2
74.77,112.54411179621972,12666.177100000004,135.11746741261842,412.0,0.0,412.0,6.0,63333549.99999999,Moderate_Fault,Moderate_Fault_008_window_005.csv,2
88.81,134.14467525772312,17994.793899999997,160.87886747488,417.0,0.0,417.0,5.5,90064282.0,Moderate_Fault,Moderate_Fault_008_window_006.csv,2
82.63,127.59848392516268,16281.373099999995,152.01674249897607,417.0,0.0,417.0,5.5,81509469.99999999,Moderate_Fault,Moderate_Fault_008_window_007.csv,2
83.63,123.73711286433024,15310.8731,149.34808334893353,429.0,0.0,429.0,5.5,76555469.99999999,Moderate_Fault,Moderate_Fault_008_window_008.csv,2
92.51,139.6795257007984,19510.3699,167.5364736408165,477.0,0.0,477.0,5.5,97765054.0,Moderate_Fault,Moderate_Fault_008_window_009.csv,2
77.82,125.52325521591608,15756.0876,147.68899755905989,477.0,0.0,477.0,5.5,78844520.00000001,Moderate_Fault,Moderate_Fault_008_window_010.csv,2
75.0,111.6525861769444,12466.3,134.50390328908674,391.0,0.0,391.0,5.5,62337772.000000015,Moderate_Fault,Moderate_Fault_008_window_011.csv,2
65.79,106.53133764296776,11348.9259,125.2088255675294,391.0,0.0,391.0,5.0,56747150.0,Moderate_Fault,Moderate_Fault_008_window_012.csv,2
86.59,143.90580912527471,20708.8819,167.9485337834183,620.0,0.0,620.0,6.5,104500754.0,Moderate_Fault,Moderate_Fault_009_window_001.csv,2
74.26,117.6349964933905,13837.992399999996,139.11340697430998,371.0,0.0,371.0,6.0,69534412.0,Moderate_Fault,Moderate_Fault_009_window_002.csv,2
67.61,102.16211577683777,10437.0979,122.50799973879256,351.0,0.0,351.0,6.0,52194070.0,Moderate_Fault,Moderate_Fault_009_window_003.csv,2
69.1,116.06295705348886,13470.61,135.0756084568935,515.0,0.0,515.0,5.5,67365532.0,Moderate_Fault,Moderate_Fault_009_window_004.csv,2
81.71,141.2671437383796,19956.4059,163.19598647025606,547.0,0.0,547.0,5.5,99882830.0,Moderate_Fault,Moderate_Fault_009_window_005.csv,2
79.24,138.85216022806415,19279.922400000003,159.87151090797886,547.0,0.0,547.0,5.5,96407804.0,Moderate_Fault,Moderate_Fault_009_window_006.csv,2
62.53,121.34977997507868,14725.769100000009,136.5128931639792,459.0,0.0,459.0,5.0,73836858.0,Moderate_Fault,Moderate_Fault_009_window_007.csv,2
69.86,130.45888394432933,17019.52039999999,147.98628314813504,465.0,0.0,465.0,5.5,85131923.99999999,Moderate_Fault,Moderate_Fault_009_window_008.csv,2
81.45,135.91838543773244,18473.8075,158.4547569497363,465.0,0.0,465.0,5.5,92369302.0,Moderate_Fault,Moderate_Fault_009_window_009.csv,2
82.77,132.98269473882684,17684.397100000002,156.63738378816214,463.0,0.0,463.0,5.5,88580470.0,Moderate_Fault,Moderate_Fault_009_window_010.csv,2
74.98,126.88774408901752,16100.4996,147.3855488167005,463.0,0.0,463.0,5.0,80615786.0,Moderate_Fault,Moderate_Fault_009_window_011.csv,2
67.89,114.5949296435056,13131.9979,133.1955329581289,393.0,0.0,393.0,5.0,65659990.00000002,Moderate_Fault,Moderate_Fault_009_window_012.csv,2
73.22,116.8249613738434,13648.0716,137.87400044968595,388.0,0.0,388.0,5.0,68242406.0,Moderate_Fault,Moderate_Fault_009_window_013.csv,2
51.88,90.04690777589201,8108.445600000001,103.92295222904322,345.0,0.0,345.0,6.0,40566428.0,Moderate_Fault,Moderate_Fault_010_window_001.csv,2
64.08,109.42912592175816,11974.733600000003,126.81080395612986,421.0,0.0,421.0,6.0,59995686.0,Moderate_Fault,Moderate_Fault_010_window_002.csv,2
81.81,135.3979833675524,18332.6139,158.1944689298586,455.0,0.0,455.0,5.5,91664930.0,Moderate_Fault,Moderate_Fault_010_window_003.csv,2
88.48,145.8417964782387,21269.82960000001,170.5829417028561,455.0,0.0,455.0,5.5,106434020.0,Moderate_Fault,Moderate_Fault_010_window_004.csv,2
97.21,150.4368502063241,22631.2459,179.11178074040802,473.0,0.0,473.0,5.5,113399134.0,Moderate_Fault,Moderate_Fault_010_window_005.csv,2
89.56,144.13981545707625,20776.2864,169.69761341869247,473.0,0.0,473.0,5.5,103996631.99999996,Moderate_Fault,Moderate_Fault_010_window_006.csv,2
74.02,136.01198329559057,18499.259600000005,154.84902324522426,475.0,0.0,475.0,5.5,92514348.00000004,Moderate_Fault,Moderate_Fault_010_window_007.csv,2
79.93,144.83758179422907,20977.9251,165.42892733739163,483.0,0.0,483.0,5.0,104964510.0,Moderate_Fault,Moderate_Fault_010_window_008.csv,2
87.74,146.72229687406067,21527.4324,170.95537429399522,483.0,0.0,483.0,5.5,107637194.0,Moderate_Fault,Moderate_Fault_010_window_009.csv,2
93.6,154.60155238547895,23901.64,180.72797237837867,598.0,0.0,598.0,5.5,119524042.0,Moderate_Fault,Moderate_Fault_010_window_010.csv,2
95.05,160.56658276241666,25781.627499999995,186.5908089912255,598.0,0.0,598.0,5.0,128961602.0,Moderate_Fault,Moderate_Fault_010_window_011.csv,2
86.63,147.27821665134323,21690.8731,170.8672876825755,578.0,0.0,578.0,5.0,108472606.0,Moderate_Fault,Moderate_Fault_010_window_012.csv,2
93.34,151.28358932812242,22886.7244,177.76130062530484,493.0,0.0,493.0,5.0,114456094.0,Moderate_Fault,Moderate_Fault_010_window_013.csv,2
81.68,133.57678540824375,17842.7576,156.5706869116949,431.0,0.0,431.0,6.5,89752510.0,Moderate_Fault,Moderate_Fault_011_window_001.csv,2
78.43,135.58740760114856,18383.9451,156.637192262885,463.0,0.0,463.0,6.0,91979930.0,Moderate_Fault,Moderate_Fault_011_window_002.csv,2
74.38,134.28512799264112,18032.49560000001,153.50856653620346,471.0,0.0,471.0,5.5,90194230.0,Moderate_Fault,Moderate_Fault_011_window_003.csv,2
81.42,136.77596133824102,18707.6636,159.17562627487916,471.0,0.0,471.0,5.5,93629055.99999996,Moderate_Fault,Moderate_Fault_011_window_004.csv,2
83.54,133.39231012318513,17793.5084,157.3926300688822,411.0,0.0,411.0,5.5,89034520.0,Moderate_Fault,Moderate_Fault_011_window_005.csv,2
81.35,137.1801279340415,18818.3875,159.48733492036288,500.0,0.0,500.0,5.5,94103642.0,Moderate_Fault,Moderate_Fault_011_window_006.csv,2
87.56,144.44662128274237,20864.8264,168.91293615351077,500.0,0.0,500.0,5.5,104365604.0,Moderate_Fault,Moderate_Fault_011_window_007.csv,2
73.68,129.1032826848334,16667.657600000002,148.6485788697625,465.0,0.0,465.0,5.5,83572216.00000001,Moderate_Fault,Moderate_Fault_011_window_008.csv,2
56.35,107.25654991654356,11503.9675,121.1581198269435,420.0,0.0,420.0,5.5,57519850.0,Moderate_Fault,Moderate_Fault_011_window_009.csv,2
71.2,122.89320567061468,15102.740000000002,142.02879989635906,422.0,0.0,422.0,5.5,75545452.0,Moderate_Fault,Moderate_Fault_011_window_010.csv,2
69.74,126.20171314209642,15926.872399999997,144.18925063956743,422.0,0.0,422.0,5.5,79635244.00000001,Moderate_Fault,Moderate_Fault_011_window_011.csv,2
70.89,136.40057881108862,18605.1179,153.72218447576134,539.0,0.0,539.0,5.0,93037294.0,Moderate_Fault,Moderate_Fault_011_window_012.csv,2
81.87,146.80093017416476,21550.5131,168.08691204255018,539.0,0.0,539.0,5.0,107834578.0,Moderate_Fault,Moderate_Fault_011_window_013.csv,2
65.09,108.90951244037409,11861.281899999996,126.87785464768862,439.0,0.0,439.0,6.0,59331274.0,Moderate_Fault,Moderate_Fault_012_window_001.csv,2
55.68,99.89963763698046,9979.9376,114.368702012395,387.0,0.0,387.0,6.0,49904688.0,Moderate_Fault,Moderate_Fault_012_window_002.csv,2
68.06,117.98456000680768,13920.3564,136.20763561562913,432.0,0.0,432.0,5.5,69601832.00000001,Moderate_Fault,Moderate_Fault_012_window_003.csv,2
61.7,112.80474280809295,12724.91,128.57604753607882,432.0,0.0,432.0,5.5,63730350.0,Moderate_Fault,Moderate_Fault_012_window_004.csv,2
45.68,95.33025542816932,9087.857600000005,105.70960221285482,321.0,0.0,321.0,5.5,45545087.99999999,Moderate_Fault,Moderate_Fault_012_window_005.csv,2
59.86,105.43917867661906,11117.4204,121.24619581661108,373.0,0.0,373.0,5.0,55588070.0,Moderate_Fault,Moderate_Fault_012_window_006.csv,2
69.04,117.60662566369297,13831.318400000004,136.37389779572922,373.0,0.0,373.0,5.0,69164033.99999999,Moderate_Fault,Moderate_Fault_012_window_007.csv,2
63.0,118.24043301679843,13980.8,133.97686367429264,421.0,0.0,421.0,5.0,69911199.99999999,Moderate_Fault,Moderate_Fault_012_window_008.csv,2
66.64,118.06976920448352,13940.470400000006,135.57787430108203,434.0,0.0,434.0,5.5,69706770.0,Moderate_Fault,Moderate_Fault_012_window_009.csv,2
70.09,120.13618064513288,14432.701900000002,139.087418553944,449.0,0.0,449.0,5.0,72169669.99999999,Moderate_Fault,Moderate_Fault_012_window_010.csv,2
61.4,112.22914060082611,12595.38,127.92708860909796,449.0,0.0,449.0,5.0,62989699.99999999,Moderate_Fault,Moderate_Fault_012_window_011.csv,2
62.99,112.91195640852212,12749.1099,129.29365800378608,451.0,0.0,451.0,5.0,63745589.99999999,Moderate_Fault,Moderate_Fault_012_window_012.csv,2
72.17,119.20730304809348,14210.381099999997,139.35167742083337,451.0,0.0,451.0,5.0,71072105.99999997,Moderate_Fault,Moderate_Fault_012_window_013.csv,2
77.86,132.29550408082653,17502.100399999992,153.50661223543435,522.0,0.0,522.0,6.5,88852023.99999999,Moderate_Fault,Moderate_Fault_013_window_001.csv,2
78.31,116.74585174643254,13629.593900000003,140.57755866424768,464.0,0.0,464.0,6.0,68157353.99999999,Moderate_Fault,Moderate_Fault_013_window_002.csv,2
80.83,124.15732398855896,15415.0411,148.15036280752065,411.0,0.0,411.0,6.0,77081146.00000001,Moderate_Fault,Moderate_Fault_013_window_003.csv,2
85.93,133.72421284120537,17882.1651,158.9532321156132,445.0,0.0,445.0,5.5,89678006.0,Moderate_Fault,Moderate_Fault_013_window_004.csv,2
87.59,139.60251394584554,19488.8619,164.8055520909414,489.0,0.0,489.0,5.5,97468290.0,Moderate_Fault,Moderate_Fault_013_window_005.csv,2
86.86,142.4587673679651,20294.5004,166.85071171559323,489.0,0.0,489.0,5.0,101513974.0,Moderate_Fault,Moderate_Fault_013_window_006.csv,2
87.25,146.3541851126916,21419.5475,170.38811578276227,534.0,0.0,534.0,5.0,107146722.0,Moderate_Fault,Moderate_Fault_013_window_007.csv,2
77.44,131.1620615879455,17203.486400000005,152.31690648119138,534.0,0.0,534.0,5.0,86033273.99999999,Moderate_Fault,Moderate_Fault_013_window_008.csv,2
66.19,118.7838116074745,14109.593899999996,135.98055007978164,599.0,0.0,599.0,5.5,70559673.99999999,Moderate_Fault,Moderate_Fault_013_window_009.csv,2
69.07,129.21139694314894,16695.5851,146.5136512411045,599.0,0.0,599.0,5.0,83636410.00000001,Moderate_Fault,Moderate_Fault_013_window_010.csv,2
77.83,136.81835074287366,18719.2611,157.40638487685308,523.0,0.0,523.0,5.5,93637490.0,Moderate_Fault,Moderate_Fault_013_window_011.csv,2
85.63,146.83559888528396,21560.693100000004,169.9799694081629,583.0,0.0,583.0,5.0,107803578.0,Moderate_Fault,Moderate_Fault_013_window_012.csv,2
78.84,137.37654239352509,18872.3144,158.3921083892755,583.0,0.0,583.0,5.0,94366774.0,Moderate_Fault,Moderate_Fault_013_window_013.csv,2
77.91,140.6197066559307,19773.9019,160.76028738466474,495.0,0.0,495.0,6.0,98989070.0,Moderate_Fault,Moderate_Fault_014_window_001.csv,2
79.72,141.86465944695317,20125.5816,162.72940729935692,561.0,0.0,561.0,6.0,100807908.0,Moderate_Fault,Moderate_Fault_014_window_002.csv,2
78.06,139.48145539819978,19455.0764,159.83879378924254,601.0,0.0,601.0,5.5,97291944.0,Moderate_Fault,Moderate_Fault_014_window_003.csv,2
80.04,134.72059382291928,18149.6384,156.70366938907333,601.0,0.0,601.0,5.5,91013184.0,Moderate_Fault,Moderate_Fault_014_window_004.csv,2
71.18,126.79876813281744,16077.927599999995,145.41155387382395,443.0,0.0,443.0,5.5,80390286.0,Moderate_Fault,Moderate_Fault_014_window_005.csv,2
57.27,110.9684509218724,12313.997100000002,124.87533783738084,443.0,0.0,443.0,5.5,61764049.99999999,Moderate_Fault,Moderate_Fault_014_window_006.csv,2
60.7,109.93921047560784,12086.63,125.5831198847998,414.0,0.0,414.0,5.5,60471792.0,Moderate_Fault,Moderate_Fault_014_window_007.csv,2
62.87,112.72246049479226,12706.353100000002,129.06970984704353,414.0,0.0,414.0,5.0,63531909.99999999,Moderate_Fault,Moderate_Fault_014_window_008.csv,2
57.52,103.61645429177744,10736.369600000004,118.5112652873135,392.0,0.0,392.0,5.0,53698410.0,Moderate_Fault,Moderate_Fault_014_window_009.csv,2
65.68,110.1588743588096,12134.9776,128.25303115326358,422.0,0.0,422.0,5.5,60681849.99999999,Moderate_Fault,Moderate_Fault_014_window_010.csv,2
74.16,120.5052463588204,14521.5144,141.4963603772196,422.0,0.0,422.0,5.0,72633109.99999999,Moderate_Fault,Moderate_Fault_014_window_011.csv,2
63.59,111.25323321144424,12377.281899999996,128.14433268779388,398.0,0.0,398.0,5.0,61922053.99999999,Moderate_Fault,Moderate_Fault_014_window_012.csv,2
57.48,106.12836378650148,11263.2296,120.69457320028934,396.0,0.0,396.0,5.0,56372595.99999999,Moderate_Fault,Moderate_Fault_014_window_013.csv,2
