Time_ms,Microphone
0,396
22,390
43,391
65,349
87,359
108,378
130,513
152,529
173,331
195,371
217,433
238,379
260,374
281,430
303,364
325,362
346,394
368,361
390,396
411,344
433,428
455,410
476,371
498,344
519,361
541,374
563,394
584,342
606,370
628,379
649,369
671,370
692,335
714,367
736,387
757,364
779,372
801,355
822,364
844,377
866,363
887,325
909,372
930,492
952,366
974,364
995,351
1017,378
1039,375
1060,368
1082,361
1104,396
1125,387
1147,374
1168,397
1190,368
1212,368
1233,346
1255,347
1277,374
1298,473
1320,375
1341,364
1363,333
1385,358
1406,331
1428,407
1450,373
1471,499
1493,439
1515,319
1536,331
1558,368
1579,382
1601,379
1623,500
1644,356
1666,405
1688,385
1709,385
1731,343
1753,355
1774,378
1796,334
1817,369
1839,387
1861,538
1882,449
1904,370
1926,530
1947,347
1969,319
1990,478
2012,333
2034,368
2055,380
2077,388
2099,458
2120,371
2142,390
2164,345
2185,374
2207,359
2228,373
2250,363
2272,386
2293,375
2315,350
2337,357
2358,426
2380,374
2402,385
2423,378
2445,354
2466,358
2488,359
2510,508
2531,364
2553,366
2575,365
2596,374
2618,365
2639,365
2661,346
2683,364
2704,394
2726,371
2748,446
2769,362
2791,360
2813,520
2834,498
2856,368
2877,363
2899,422
2921,360
2942,326
2964,351
2986,367
3007,371
3029,499
3051,449
3072,468
3094,510
3115,365
3137,367
3159,350
3180,358
3202,366
3224,375
3245,355
3267,390
3288,350
3310,370
3332,374
3353,466
3375,317
3397,364
3418,360
3440,363
3462,355
3483,439
3505,364
3526,339
3548,388
3570,366
3591,427
3613,381
3635,362
3656,385
3678,362
3700,325
3721,385
3743,340
3764,354
3786,386
3808,358
3829,382
3851,354
3873,423
3894,362
3916,360
3937,371
3959,344
3981,361
4002,384
4024,359
4046,397
4067,395
4089,361
4111,350
4132,370
4154,370
4175,389
4197,353
4219,364
4240,357
4262,360
4284,491
4305,501
4327,372
4349,367
4370,529
4392,366
4413,410
4435,344
4457,378
4478,374
4500,530
4522,523
4543,508
4565,390
4587,347
4608,365
4630,366
4651,405
4673,351
4695,365
4716,370
4738,377
4760,354
4781,376
4803,380
4824,363
4846,345
4868,365
4889,381
4911,375
4933,356
4954,364
4976,360
4998,354
5019,469
5041,381
5062,355
5084,383
5106,488
5127,362
5149,386
5171,364
5192,370
5214,347
5235,370
5257,343
5279,362
5300,387
5322,396
5344,391
5365,376
5387,360
5409,383
5430,370
5452,357
5473,372
5495,363
5517,329
5538,518
5560,375
5582,373
5603,337
5625,328
5647,359
5668,513
5690,353
5711,386
5733,363
5755,375
5776,369
5798,509
5820,367
5841,521
5863,357
5884,373
5906,484
5928,383
5949,469
5971,358
5993,364
6014,361
6036,402
6058,493
6079,357
6101,477
6122,361
6144,376
6166,520
6187,381
6209,370
6231,363
6252,395
6274,365
6296,371
6317,378
6339,420
6360,360
6382,388
6404,377
6425,356
6447,369
6469,373
6490,354
6512,451
6533,373
6555,343
6577,384
6598,375
6620,366
6642,340
6663,376
6685,361
6707,498
6728,506
6750,382
6771,374
6793,401
6815,305
6836,429
6858,497
6880,366
6901,375
6923,392
6945,451
6966,438
6988,374
7009,356
7031,337
7053,363
7074,369
7096,364
7118,362
7139,317
7161,372
7182,385
7204,355
7226,327
7247,375
7269,388
7291,364
7312,362
7334,371
7356,360
7377,363
7399,365
7420,355
7442,341
7464,357
7485,374
7507,336
7529,377
7550,393
7572,524
7594,357
7615,366
7637,347
7658,361
7680,357
7702,377
7723,479
7745,366
7767,440
7788,330
7810,311
7831,363
7853,455
7875,371
7896,377
7918,370
7940,305
7961,372
7983,374
8005,434
8026,490
8048,371
8069,361
8091,491
8113,395
8134,369
8156,372
8178,406
8199,404
8221,323
8243,330
8264,363
8286,346
8307,375
8329,374
8351,365
8372,338
8394,356
8416,368
8437,366
8459,374
8480,378
8502,370
8524,361
8545,335
8567,365
8589,365
8610,322
8632,375
8654,371
8675,466
8697,366
8718,370
8740,359
8762,373
8783,369
8805,387
8827,366
8848,365
8870,345
8892,364
8913,377
8935,392
8956,379
8978,334
9000,359
9021,316
9043,356
9065,356
9086,368
9108,355
9129,357
9151,378
9173,341
9194,343
9216,383
9238,493
9259,366
9281,364
9303,321
9324,406
9346,373
9367,515
9389,380
