Time_ms,Microphone
0,365
22,370
44,375
65,349
87,356
108,376
130,477
152,442
173,360
195,367
217,364
238,452
260,382
282,337
303,388
325,375
346,376
368,376
390,355
411,338
433,310
455,358
476,388
498,375
519,345
541,483
563,375
584,382
606,345
628,382
649,383
671,445
693,336
714,341
736,393
757,368
779,323
801,378
822,347
844,371
866,353
887,368
909,389
931,372
952,370
974,378
995,368
1017,369
1039,521
1060,362
1082,447
1104,353
1125,483
1147,362
1168,372
1190,370
1212,392
1233,531
1255,356
1277,324
1298,348
1320,379
1342,369
1363,367
1385,527
1406,365
1428,334
1450,371
1471,505
1493,368
1515,451
1536,365
1558,339
1580,374
1601,519
1623,379
1644,380
1666,367
1688,362
1709,384
1731,360
1753,344
1774,452
1796,375
1817,462
1839,378
1861,323
1882,505
1904,530
1926,394
1947,373
1969,378
1991,371
2012,393
2034,380
2055,372
2077,428
2099,514
2120,538
2142,369
2164,374
2185,383
2207,322
2229,433
2250,349
2272,388
2293,520
2315,371
2337,383
2358,358
2380,532
2402,348
2423,527
2445,348
2466,372
2488,390
2510,487
2531,451
2553,387
2575,330
2596,338
2618,395
2640,346
2661,346
2683,342
2704,349
2726,328
2748,386
2769,379
2791,363
2813,314
2834,404
2856,373
2878,357
2899,394
2921,528
2942,413
2964,460
2986,369
3007,373
3029,315
3051,358
3072,330
3094,366
3115,349
3137,406
3159,342
3180,368
3202,359
3224,378
3245,341
3267,338
3289,412
3310,445
3332,371
3353,331
3375,351
3397,361
3418,391
3440,387
3462,341
3483,452
3505,363
3527,317
3548,369
3570,378
3591,373
3613,341
3635,386
3656,375
3678,376
3700,361
3721,355
3743,390
3764,355
3786,371
3808,354
3829,360
3851,507
3873,373
3894,363
3916,522
3938,376
3959,358
3981,356
4002,370
4024,389
4046,319
4067,371
4089,329
4111,368
4132,360
4154,428
4176,359
4197,373
4219,378
4240,366
4262,331
4284,404
4305,361
4327,445
4349,469
4370,377
4392,365
4413,392
4435,371
4457,380
4478,427
4500,388
4522,482
4543,358
4565,376
4587,391
4608,449
4630,519
4651,467
4673,381
4695,340
4716,368
4738,362
4760,428
4781,343
4803,379
4825,343
4846,380
4868,373
4889,372
4911,370
4933,366
4954,450
4976,317
4998,313
5019,380
5041,378
5063,370
5084,359
5106,379
5127,355
5149,337
5171,377
5192,350
5214,380
5236,371
5257,497
5279,366
5300,360
5322,365
5344,348
5365,355
5387,359
5409,340
5430,369
5452,373
5474,355
5495,365
5517,353
5538,346
5560,367
5582,354
5603,357
5625,516
5647,367
5668,377
5690,372
5711,346
5733,364
5755,360
5776,340
5798,364
5820,474
5841,341
5863,369
5885,358
5906,387
5928,341
5949,358
5971,387
5993,479
6014,378
6036,375
6058,387
6079,341
6101,396
6123,386
6144,364
6166,353
6187,519
6209,368
6231,379
6252,392
6274,372
6296,392
6317,351
6339,333
6360,427
6382,522
6404,329
6425,367
6447,372
6469,369
6490,536
6512,383
6534,353
6555,370
6577,455
6598,369
6620,335
6642,344
6663,364
6685,366
6707,388
6728,453
6750,363
6772,380
6793,379
6815,514
6836,338
6858,362
6880,377
6901,371
6923,335
6945,360
6966,528
6988,517
7009,363
7031,349
7053,347
7074,361
7096,382
7118,364
7139,380
7161,339
7183,374
7204,376
7226,332
7247,534
7269,376
7291,379
7312,529
7334,374
7356,375
7377,360
7399,362
7421,362
7442,368
7464,362
7485,360
7507,350
7529,372
7550,385
7572,341
7594,327
7615,345
7637,509
7658,522
7680,447
7702,367
7723,419
7745,307
7767,390
7788,321
7810,343
7832,373
7853,393
7875,374
7896,378
7918,380
7940,372
7961,494
7983,490
8005,418
8026,347
8048,390
8070,382
8091,330
8113,443
8134,339
8156,499
8178,391
8199,393
8221,521
8243,377
8264,350
8286,353
8307,372
8329,378
8351,394
8372,495
8394,341
8416,443
8437,362
8459,337
8481,356
8502,389
8524,334
8545,363
8567,428
8589,382
8610,370
8632,355
8654,491
8675,436
8697,373
8719,362
8740,385
8762,376
8783,378
8805,354
8827,529
8848,345
8870,483
8892,459
8913,376
8935,328
8956,456
8978,358
9000,378
9021,434
9043,372
9065,381
9086,503
9108,410
9130,476
9151,371
9173,369
9194,381
9216,384
9238,361
9259,367
9281,373
9303,361
9324,514
9346,364
9368,446
9389,423
9411,385
9432,350
9454,473
9476,350
9497,379
9519,536
9541,358
9562,390
9584,381
9605,319
9627,341
9649,380
9670,347
9692,382
9714,423
9735,357
9757,376
9779,380
9800,350
9822,355
9843,367
9865,389
9887,505
9908,457
9930,361
9952,450
9973,500
9995,364
10017,504
10038,504
10060,471
10081,372
10103,374
10125,375
10146,359
10168,334
10190,345
10211,330
10233,380
10255,423
10276,379
10298,383
10319,326
10341,335
10363,429
10384,364
10406,370
10428,403
10449,354
10471,365
10492,363
10514,375
10536,364
10557,375
10579,380
10601,356
10622,368
10644,369
10666,371
10687,336
10709,378
10730,368
10752,355
10774,372
10795,390
10817,368
10839,496
10860,350
10882,376
10903,500
10925,383
10947,351
10968,354
10990,366
11012,374
11033,358
11055,360
11077,369
11098,360
11120,411
11141,403
11163,400
11185,344
11206,351
11228,357
11250,390
11271,465
11293,348
11315,371
11336,469
11358,386
11379,390
11401,522
11423,367
11444,341
11466,373
11488,385
11509,361
11531,401
11552,361
11574,477
11596,376
11617,363
11639,331
11661,368
11682,353
11704,417
11726,370
11747,342
11769,351
11790,369
11812,350
11834,370
11855,495
11877,433
11899,371
11920,362
11942,397
11964,376
11985,370
12007,376
12028,375
12050,501
12072,358
12093,376
12115,377
12137,356
12158,346
12180,376
12201,461
12223,357
12245,494
12266,493
12288,370
12310,377
12331,367
12353,383
12375,354
12396,375
12418,496
12439,360
12461,368
12483,465
12504,323
12526,483
12548,375
12569,356
12591,349
12613,342
12634,344
12656,357
12677,378
12699,340
12721,362
12742,367
12764,374
12786,354
12807,348
12829,393
12850,365
12872,377
12894,373
12915,386
12937,370
12959,369
12980,404
13002,374
13024,342
13045,370
13067,466
13088,345
13110,365
13132,372
13153,340
13175,358
13197,318
13218,388
13240,367
13262,390
13283,348
13305,432
13326,393
13348,366
13370,341
13391,349
13413,374
13435,364
13456,333
13478,349
13499,350
13521,370
13543,380
13564,468
13586,348
13608,359
13629,357
13651,357
13673,353
13694,359
13716,300
13737,308
13759,362
13781,326
13802,332
13824,357
13846,514
13867,348
13889,363
13911,364
13932,340
13954,516
13975,361
13997,369
14019,361
14040,431
14062,367
14084,336
14105,457
14127,418
14148,322
14170,348
14192,339
14213,359
14235,318
14257,378
14278,394
14300,375
14322,363
14343,350
14365,382
14386,348
14408,367
14430,351
14451,408
14473,365
14495,325
14516,408
14538,388
14560,389
14581,351
14603,490
14624,371
14646,367
14668,405
14689,358
14711,507
14733,363
14754,372
14776,375
14797,385
14819,357
14841,344
14862,367
14884,332
14906,338
14927,491
14949,383
14971,311
14992,328
15014,381
15035,338
15057,379
15079,398
15100,360
15122,513
15144,381
15165,348
15187,370
15209,346
15230,366
15252,340
