Time_ms,Microphone
0,333
22,390
44,348
65,482
87,484
109,375
130,339
152,515
173,373
195,382
217,489
238,363
260,319
282,326
303,363
325,394
346,341
368,316
390,502
411,354
433,354
455,362
476,365
498,339
520,381
541,370
563,363
584,496
606,381
628,360
649,500
671,361
693,388
714,365
736,365
758,375
779,374
801,366
822,318
844,340
866,359
887,360
909,381
931,353
952,348
974,499
995,438
1017,361
1039,325
1060,372
1082,343
1104,353
1125,365
1147,428
1169,365
1190,366
1212,344
1233,412
1255,313
1277,345
1298,376
1320,361
1342,360
1363,354
1385,340
1407,363
1428,332
1450,347
1471,362
1493,319
1515,312
1536,350
1558,399
1580,492
1601,368
1623,324
1644,348
1666,363
1688,511
1709,380
1731,350
1753,374
1774,343
1796,372
1818,363
1839,342
1861,358
1882,382
1904,502
1926,433
1947,339
1969,371
1991,386
2012,334
2034,370
2056,357
2077,347
2099,399
2120,361
2142,364
2164,325
2185,521
2207,344
2229,524
2250,443
2272,350
2293,388
2315,374
2337,497
2358,510
2380,507
2402,515
2423,343
2445,362
2467,355
2488,406
2510,383
2531,382
2553,359
2575,328
2596,329
2618,347
2640,376
2661,332
2683,377
2705,382
2726,369
2748,358
2769,377
2791,383
2813,508
2834,356
2856,360
2878,328
2899,457
2921,365
2942,379
2964,313
2986,379
3007,359
3029,407
3051,437
3072,385
3094,360
3116,386
3137,364
3159,360
3180,505
3202,367
3224,371
3245,317
3267,360
3289,410
3310,450
3332,374
3354,364
3375,466
3397,362
3418,485
3440,368
3462,470
3483,355
3505,376
3527,383
3548,332
3570,367
3591,377
3613,483
3635,323
3656,360
3678,371
3700,355
3721,369
3743,469
3765,389
3786,357
3808,358
3829,366
3851,385
3873,368
3894,363
3916,390
3938,387
3959,382
3981,524
4003,412
4024,355
4046,342
4067,363
4089,390
4111,514
4132,383
4154,337
4176,329
4197,390
4219,351
4240,355
4262,362
4284,486
4305,432
4327,373
4349,361
4370,367
4392,386
4414,367
4435,335
4457,437
4478,410
4500,368
4522,485
4543,427
4565,353
4587,369
4608,374
4630,348
4652,374
4673,391
4695,365
4716,423
4738,392
4760,360
4781,373
4803,375
4825,347
4846,413
4868,353
4889,370
4911,367
4933,363
4954,370
4976,383
4998,456
5019,381
5041,364
5063,510
5084,383
5106,336
5127,383
5149,375
5171,364
5192,420
5214,368
5236,367
5257,333
5279,376
5301,392
5322,459
5344,379
5365,375
5387,400
5409,381
5430,339
5452,396
5474,438
5495,362
5517,346
5538,413
5560,361
5582,413
5603,361
5625,372
5647,395
5668,358
5690,320
5712,363
5733,367
5755,346
5776,380
5798,363
5820,377
5841,364
5863,382
5885,372
5906,419
5928,341
5950,456
5971,410
5993,370
6014,351
6036,344
6058,354
6079,374
6101,377
6123,552
6144,503
6166,374
6187,518
6209,418
6231,326
6252,317
6274,350
6296,368
6317,333
6339,473
6361,381
6382,355
6404,405
6425,374
6447,372
6469,368
6490,372
6512,348
6534,368
6555,371
6577,531
6599,514
6620,387
6642,333
6663,346
6685,385
6707,354
6728,514
6750,464
6772,399
6793,312
6815,389
6836,396
6858,362
6880,365
6901,350
6923,351
6945,376
6966,367
6988,396
7010,346
7031,370
7053,372
7074,380
7096,507
7118,377
7139,499
7161,360
7183,434
7204,380
7226,317
7248,378
7269,358
7291,328
7312,354
7334,365
7356,361
7377,358
7399,368
7421,343
7442,296
7464,372
7485,369
7507,357
7529,523
7550,372
7572,355
7594,321
7615,489
7637,484
7659,486
7680,355
7702,358
7723,365
7745,516
7767,377
7788,369
7810,343
7832,477
7853,348
7875,360
7897,386
7918,377
7940,483
7961,365
7983,363
8005,361
8026,325
8048,357
8070,391
8091,376
8113,358
8134,414
