Time_ms,Microphone
0,501
22,358
43,343
65,370
86,328
108,365
130,369
151,360
173,338
195,356
216,373
238,503
260,448
281,350
303,404
324,520
346,365
368,377
389,360
411,385
433,368
454,501
476,414
497,383
519,366
541,321
562,466
584,412
606,377
627,386
649,335
671,373
692,368
714,344
735,345
757,372
779,372
800,367
822,371
844,524
865,349
887,319
909,347
930,370
952,460
973,377
995,372
1017,374
1038,360
1060,382
1082,453
1103,350
1125,362
1146,330
1168,508
1190,372
1211,379
1233,481
1255,323
1276,369
1298,395
1320,345
1341,358
1363,351
1384,436
1406,358
1428,415
1449,394
1471,368
1493,348
1514,380
1536,342
1558,373
1579,340
1601,372
1622,376
1644,363
1666,337
1687,461
1709,387
1731,379
1752,338
1774,359
1795,454
1817,379
1839,488
1860,364
1882,366
1904,351
1925,377
1947,372
1969,496
1990,347
2012,345
2033,510
2055,330
2077,374
2098,372
2120,354
2142,400
2163,316
2185,465
2207,390
2228,426
2250,333
2271,389
2293,502
2315,363
2336,366
2358,366
2380,333
2401,378
2423,380
2444,390
2466,494
2488,356
2509,372
2531,364
2553,356
2574,382
2596,465
2618,355
2639,385
2661,375
2682,399
2704,359
2726,376
2747,329
2769,366
2791,383
2812,507
2834,372
2856,361
2877,465
2899,365
2920,393
2942,344
2964,358
2985,402
3007,381
3029,522
3050,356
3072,408
3093,371
3115,497
3137,368
3158,361
3180,370
3202,411
3223,373
3245,377
3267,338
3288,516
3310,372
3331,352
3353,371
3375,375
3396,355
3418,373
3440,355
3461,497
3483,367
3505,368
3526,355
3548,372
3569,336
3591,380
3613,331
3634,373
3656,335
3678,381
3699,391
3721,342
3742,405
3764,379
3786,401
3807,360
3829,367
3851,318
3872,381
3894,519
3916,381
3937,368
3959,356
3980,392
4002,356
4024,360
4045,337
4067,386
4089,388
4110,502
4132,363
4154,309
4175,411
4197,351
4218,340
4240,373
4262,392
4283,355
4305,376
4327,354
4348,358
4370,432
4391,364
4413,382
4435,362
4456,370
4478,358
4500,414
4521,383
4543,388
4565,406
4586,361
4608,354
4629,375
4651,463
4673,336
4694,372
4716,341
4738,328
4759,357
4781,372
4803,326
4824,353
4846,409
4867,348
4889,336
4911,384
4932,349
4954,341
4976,357
4997,329
5019,355
5040,387
5062,327
5084,381
5105,363
5127,464
5149,506
5170,331
5192,383
5214,331
5235,316
5257,366
5278,369
5300,373
5322,362
5343,373
5365,331
5387,380
5408,387
5430,348
5452,473
5473,434
5495,366
5516,403
5538,365
5560,351
5581,359
5603,365
5625,527
5646,369
5668,341
5689,381
5711,370
5733,350
5754,371
5776,377
5798,360
5819,498
5841,311
5863,371
5884,371
5906,379
5927,369
5949,376
5971,341
5992,387
6014,342
6036,362
6057,412
6079,351
6101,400
6122,524
6144,377
6165,524
6187,363
6209,454
6230,364
6252,365
6274,377
6295,346
6317,513
6338,427
6360,394
6382,535
6403,331
6425,368
6447,330
6468,357
6490,413
6512,324
6533,395
6555,373
6576,327
6598,478
6620,389
6641,386
6663,353
6685,391
6706,476
6728,361
6750,386
6771,378
6793,363
6814,340
6836,353
6858,348
6879,363
6901,341
6923,367
6944,486
6966,394
6987,525
7009,369
7031,521
7052,372
7074,381
7096,363
7117,375
7139,364
7161,368
7182,374
7204,384
7225,373
7247,372
7269,469
7290,518
7312,463
7334,383
7355,372
7377,394
7399,377
7420,368
7442,377
7463,362
7485,358
7507,519
7528,364
7550,375
7572,384
7593,370
7615,429
7636,347
7658,362
7680,381
7701,383
7723,391
7745,360
7766,388
7788,359
7810,363
7831,401
7853,474
7874,392
7896,351
7918,386
7939,339
7961,529
7983,455
8004,374
8026,341
8048,351
8069,343
8091,493
8112,348
8134,448
8156,393
8177,369
8199,349
8221,379
8242,356
8264,430
8285,356
8307,370
8329,357
8350,372
8372,394
8394,382
8415,362
8437,388
8459,423
8480,375
8502,379
8523,465
8545,362
8567,372
8588,526
8610,412
8632,367
8653,371
8675,371
8697,497
8718,408
8740,387
8761,333
8783,366
8805,364
8826,335
8848,507
8870,367
8891,425
8913,356
8934,380
8956,371
8978,346
8999,361
9021,328
9043,376
9064,362
9086,446
9108,370
9129,387
9151,380
9172,369
9194,494
9216,375
9237,428
9259,386
9281,365
9302,387
9324,330
9346,325
9367,380
9389,372
9410,444
9432,378
9454,383
9475,359
9497,368
9519,372
9540,389
9562,360
9583,527
9605,319
9627,372
9648,373
9670,468
9692,381
9713,377
9735,375
9757,390
9778,358
9800,326
9821,518
9843,364
9865,433
9886,356
9908,380
9930,464
9951,374
9973,336
9995,331
10016,372
10038,333
10059,360
10081,419
10103,367
10124,385
10146,363
10168,358
10189,351
10211,358
10232,359
10254,371
10276,369
10297,392
10319,367
10341,415
10362,358
10384,495
10406,373
10427,387
10449,370
10470,392
10492,379
10514,360
10535,363
10557,402
10579,345
10600,322
10622,326
10644,503
10665,376
10687,372
10708,412
10730,362
10752,342
10773,382
10795,327
10817,380
10838,344
10860,301
10881,373
10903,346
10925,342
10946,363
10968,518
10990,371
11011,426
11033,368
11055,337
11076,385
11098,328
11119,396
11141,370
11163,366
11184,515
11206,468
11228,328
11249,351
11271,315
11293,331
11314,378
11336,370
11357,358
11379,422
11401,380
11422,346
11444,361
11466,359
11487,503
11509,428
11530,385
11552,357
11574,326
11595,513
11617,357
11639,340
11660,356
11682,356
11704,378
11725,335
11747,376
11768,329
11790,359
11812,326
11833,411
11855,379
11877,365
11898,470
11920,375
11942,360
11963,378
11985,414
12006,369
12028,361
12050,387
12071,361
12093,363
12115,358
12136,538
12158,370
12179,372
12201,358
12223,397
12244,322
12266,436
12288,420
