Time_ms,Microphone
0,373
22,351
43,366
65,367
86,361
108,317
130,364
151,369
173,367
195,309
216,384
238,373
260,514
281,361
303,364
324,365
346,375
368,377
389,381
411,361
433,373
454,345
476,349
497,379
519,330
541,328
562,383
584,340
606,497
627,325
649,318
671,485
692,500
714,359
735,367
757,314
779,363
800,372
822,361
844,348
865,355
887,374
909,330
930,428
952,377
973,308
995,361
1017,323
1038,483
1060,414
1082,380
1103,385
1125,449
1146,365
1168,348
1190,318
1211,337
1233,387
1255,383
1276,386
1298,351
1320,378
1341,359
1363,370
1384,375
1406,486
1428,361
1449,529
1471,379
1493,492
1514,385
1536,521
1558,390
1579,371
1601,363
1622,339
1644,340
1666,522
1687,487
1709,417
1731,389
1752,371
1774,357
1795,505
1817,388
1839,354
1860,359
1882,377
1904,368
1925,338
1947,379
1969,362
1990,326
2012,363
2033,477
2055,456
2077,374
2098,350
2120,359
2142,522
2163,356
2185,484
2207,339
2228,362
2250,511
2271,319
2293,355
2315,304
2336,386
2358,519
2380,343
2401,374
2423,314
2444,441
2466,383
2488,443
2509,496
2531,385
2553,493
2574,469
2596,357
2618,373
2639,520
2661,514
2682,518
2704,471
2726,459
2747,360
2769,449
2791,357
2812,363
2834,367
2856,333
2877,406
2899,468
2920,369
2942,353
2964,494
2985,381
3007,375
3029,390
3050,475
3072,339
3093,390
3115,349
3137,330
3158,355
3180,366
3202,374
3223,455
3245,383
3267,382
3288,361
3310,349
3331,362
3353,486
3375,328
3396,388
3418,364
3440,356
3461,369
3483,403
3505,329
3526,341
3548,387
3569,341
3591,368
3613,364
3634,505
3656,497
3678,376
3699,355
3721,358
3742,382
3764,379
3786,383
3807,435
3829,373
3851,384
3872,447
3894,489
3916,460
3937,383
3959,360
3980,375
4002,432
4024,359
4045,370
4067,464
4089,355
4110,354
4132,360
4154,317
4175,376
4197,428
4218,291
4240,379
4262,358
4283,365
4305,373
4327,355
4348,368
4370,370
4391,351
4413,385
4435,289
4456,314
4478,373
4500,335
4521,349
4543,525
4565,358
4586,340
4608,350
4629,349
4651,485
4673,368
4694,383
4716,362
4738,349
4759,299
4781,364
4803,391
4824,463
4846,427
4867,388
4889,377
4911,381
4932,380
4954,385
4976,346
4997,369
5019,407
5041,536
5062,347
5084,363
5105,354
5127,378
5149,375
5170,360
5192,365
5214,507
5235,362
5257,357
5278,369
5300,475
5322,426
5343,444
5365,421
5387,381
5408,521
5430,378
5452,364
5473,366
5495,525
5516,471
5538,500
5560,375
5581,350
5603,317
5625,364
5646,364
5668,359
5689,362
5711,370
5733,362
5754,354
5776,373
5798,380
5819,329
5841,362
5863,325
5884,357
5906,374
5927,358
5949,361
5971,374
5992,387
6014,383
6036,382
6057,377
6079,503
6101,348
6122,351
6144,358
6165,363
6187,391
6209,373
6230,382
6252,365
6274,471
6295,391
6317,327
6338,504
6360,359
6382,463
6403,363
6425,366
6447,359
6468,376
6490,397
6512,371
6533,369
6555,373
6576,386
6598,461
6620,361
6641,441
6663,389
6685,364
6706,358
6728,368
6750,358
6771,360
6793,517
6814,516
6836,514
6858,371
6879,382
6901,391
6923,341
6944,377
6966,369
6987,357
7009,378
7031,382
7052,358
7074,412
7096,346
7117,369
7139,376
7161,426
7182,454
7204,322
7225,375
7247,500
7269,325
7290,457
7312,357
7334,310
7355,360
7377,390
7399,383
7420,322
7442,388
7463,368
7485,373
7507,375
7528,357
7550,316
7572,373
7593,401
7615,347
7636,371
7658,354
7680,367
7701,453
7723,375
7745,371
7766,351
7788,360
7810,429
7831,361
7853,339
7874,350
7896,361
7918,532
7939,382
7961,368
7983,383
8004,395
8026,429
8048,411
8069,374
8091,328
8112,369
