Mean,Std,Variance,RMS,Maximum,Minimum,Peak_to_Peak,Dominant_Frequency,Spectral_Energy
13.92,23.570184555917248,555.5536,27.3737100152683,86.0,0.0,86.0,5.5,2778415.9999999995
0.85,1.306713434537198,1.7075,1.5588457268119895,8.0,0.0,8.0,25.0,9378.0
20.04,31.7114868777861,1005.6184,37.51293110382072,109.0,0.0,109.0,5.0,5043934.0
0.8,1.296148139681572,1.6799999999999995,1.5231546211727816,9.0,0.0,9.0,1.0,8561.999999999998
23.51,34.005733340129574,1156.3899,41.3413836246442,122.0,0.0,122.0,5.0,5782790.000000001
60.14,117.52965753374762,13813.2204,132.02287680549912,466.0,0.0,466.0,5.0,69085310.00000001
69.04,117.60662566369297,13831.318400000004,136.37389779572922,373.0,0.0,373.0,5.0,69164033.99999999
23.89,143.5864823024786,20617.0779,145.56033113455052,1023.0,0.0,1023.0,22.0,103142850.0
8.1,13.1190700889964,172.11,15.418171097766429,49.0,0.0,49.0,5.5,861431.9999999999
66.3,118.22136016811852,13976.289999999995,135.5432772217051,506.0,0.0,506.0,5.5,69894249.99999999
66.67,219.6253653383416,48235.3011,229.5216547517903,895.0,0.0,895.0,5.5,241176926.0
0.72,1.312097557348538,1.7216,1.4966629547095769,8.0,0.0,8.0,1.0,8639.999999999998
80.7,219.9610192738704,48382.85,234.29754586849603,918.0,0.0,918.0,7.0,241924050.0
55.53,196.59142682222944,38648.18909999999,204.28355293561933,962.0,0.0,962.0,6.5,198848846.00000003
96.12,254.4954726512832,64767.9456,272.0422761263403,1023.0,0.0,1023.0,6.0,331823736.0
78.43,135.58740760114856,18383.9451,156.637192262885,463.0,0.0,463.0,6.0,91979930.0
67.23,115.63302772132192,13370.9971,133.7567568386734,457.0,0.0,457.0,5.0,66869266.0
1.0,1.2409673645990855,1.54,1.5937377450509227,5.0,0.0,5.0,1.0,7700.0
68.3,198.7834751683349,39514.87,210.18981897323192,1001.0,0.0,1001.0,5.5,199834288.00000003
56.35,107.25654991654356,11503.9675,121.1581198269435,420.0,0.0,420.0,5.5,57519850.0
27.23,43.54511568476997,1896.1771,51.35805681682281,159.0,0.0,159.0,5.5,9481250.0
85.47,227.92259453595207,51948.70910000001,243.42109604551533,957.0,0.0,957.0,5.5,259798326.0
1.27,1.5865371095565337,2.5171,2.0322401432901573,9.0,0.0,9.0,1.5,12730.0
55.92,104.58180338854363,10937.3536,118.593423089141,397.0,0.0,397.0,5.0,54689079.99999999
60.8,188.2570051817462,35440.70000000001,197.83159504993128,863.0,0.0,863.0,11.5,177431988.0
61.22,111.69365067003584,12475.4716,127.37095430277658,465.0,0.0,465.0,5.0,62408110.0
106.28,288.8998816199135,83463.14160000003,307.82881606503315,1003.0,0.0,1003.0,6.5,417358340.0
95.0,154.49090588122007,23867.44,181.36273046025747,560.0,0.0,560.0,6.0,119389042.0
20.8,32.730719515464365,1071.3,38.7806652856807,133.0,0.0,133.0,5.5,5376901.999999999
26.37,42.07152362346769,1770.0131,49.65269378392274,174.0,0.0,174.0,5.5,8850069.999999998
61.4,207.4583331659637,43038.95999999999,216.3536919028654,909.0,0.0,909.0,5.5,215416578.00000003
74.61,216.2669597973763,46771.39789999998,228.7751079116782,852.0,0.0,852.0,25.0,261126102.0
0.91,1.990452209926177,3.9619000000000018,2.188606862823929,15.0,0.0,15.0,10.0,19810.0
67.89,114.5949296435056,13131.9979,133.1955329581289,393.0,0.0,393.0,5.0,65659990.00000002
82.05,140.47678633852638,19733.7275,162.68352713166752,513.0,0.0,513.0,4.5,98675022.0
83.63,123.73711286433024,15310.8731,149.34808334893353,429.0,0.0,429.0,5.5,76555469.99999999
0.81,1.3542156401400776,1.8339,1.57797338380595,9.0,0.0,9.0,11.5,9314.0
1.4,2.2715633383201093,5.16,2.6683328128252666,15.0,0.0,15.0,1.5,25928.0
16.66,23.286141801509327,542.2444,28.63214976211182,76.0,0.0,76.0,5.5,2711230.0
82.35,235.25039319839613,55342.7475,249.2474072081794,996.0,0.0,996.0,5.0,276907801.99999994
53.36,173.24211497208174,30012.83039999999,181.27360535941244,764.0,0.0,764.0,6.0,150411929.99999997
0.57,0.8972736483370053,0.8050999999999999,1.0630145812734648,5.0,0.0,5.0,20.5,4086.0
0.88,1.3948476619330157,1.9456,1.6492422502470645,9.0,0.0,9.0,10.5,9799.999999999998
4.61,21.827457479056047,476.43789999999984,22.30896680709351,179.0,0.0,179.0,0.5,2382194.0
85.83,242.75403415803413,58929.521100000005,257.4806983057177,1003.0,0.0,1003.0,6.5,294677618.0
65.78,116.28470062738262,13522.1316,133.60067365099624,434.0,0.0,434.0,5.5,67676906.0
59.39,105.37683758777354,11104.277900000005,120.96053075280383,374.0,0.0,374.0,5.0,55526902.000000015
78.26,130.467591378089,17021.792400000002,152.1394754822035,487.0,0.0,487.0,6.0,85163412.0
52.63,197.42004229560885,38974.67309999999,204.31492848052,939.0,0.0,939.0,5.5,196309878.0
71.49,115.25827475717306,13284.469899999996,135.62923726099768,531.0,0.0,531.0,5.5,66429913.99999999
27.19,43.31505396510549,1876.1939000000004,51.14186152263134,146.0,0.0,146.0,5.0,9382954.0
0.95,1.329473580030833,1.7674999999999996,1.6340134638368191,8.0,0.0,8.0,1.0,8897.999999999998
0.78,1.127652428720836,1.2716,1.3711309200802089,4.0,0.0,4.0,3.0,6408.0
0.97,1.7289013852733184,2.9891,1.982422760159901,9.0,0.0,9.0,10.5,15089.999999999998
26.77,38.73754122295322,1500.5971000000002,47.08747179452301,131.0,0.0,131.0,5.5,7503826.000000001
105.35,269.0457721280897,72385.62749999999,288.9364116894927,996.0,0.0,996.0,5.5,363307598.0
65.99,122.90927507718852,15106.689899999998,139.50401427915972,465.0,0.0,465.0,5.0,75542294.0
41.59,79.473152070369,6315.981899999997,89.69788180330681,407.0,0.0,407.0,6.5,31984010.0
0.73,1.2397983707038818,1.5370999999999997,1.4387494569938155,8.0,0.0,8.0,15.0,7698.0
0.91,1.2813664581219533,1.6418999999999997,1.5716233645501712,5.0,0.0,5.0,1.0,8213.999999999998
86.97,259.18554955861254,67177.1491,273.3878746396775,1023.0,0.0,1023.0,12.0,348221290.0
0.82,1.3067516979135707,1.7076000000000002,1.5427248620541512,8.0,0.0,8.0,1.0,8666.0
94.97,256.8081951573976,65950.4491,273.8060444913516,884.0,0.0,884.0,6.0,330247258.0
19.29,29.02664121113568,842.5459,34.85182922028627,111.0,0.0,111.0,5.0,4229842.0
12.87,19.898067745386737,395.9331,23.69746821920013,73.0,0.0,73.0,5.5,1980146.0000000007
78.19,237.153945571226,56241.99390000001,249.7111731581108,996.0,0.0,996.0,5.0,285671053.99999994
82.33,138.4786665880344,19176.3411,161.1042209254618,460.0,0.0,460.0,5.5,95941910.0
81.42,136.77596133824102,18707.6636,159.17562627487916,471.0,0.0,471.0,5.5,93629055.99999996
10.08,18.00648771970814,324.2336,20.635891063872187,76.0,0.0,76.0,5.0,1621239.9999999995
1.1,1.824828759089466,3.330000000000001,2.130727575266252,9.0,0.0,9.0,1.0,16682.000000000004
91.28,240.8979900289747,58031.8416,257.6118786081108,927.0,0.0,927.0,11.5,292013946.00000006
82.82,230.23207335208537,53006.807600000015,244.675213293051,931.0,0.0,931.0,5.5,267628680.0000001
0.83,1.3195074838741914,1.7410999999999996,1.5588457268119895,8.0,0.0,8.0,1.0,8817.999999999998
