Time_ms,Ax,Ay,Az,Gx,Gy,Gz
0,0.48,-2.27,9.49,-0.05,0.31,0.15
62,-1.56,0.48,5.09,0.02,0.33,0.07
123,-0.09,1.43,10.48,0.04,0.56,-0.27
185,-0.35,-0.23,10.67,0.76,0.53,0.12
247,-1.6,3.27,8.08,0.32,0.57,-0.04
309,1.9,1.67,12.14,-0.02,0.37,-0.04
371,1.54,-0.23,12.38,-0.33,0.09,-0.03
434,-2.7,0.56,6.77,-0.47,-0.36,-0.17
499,-1.77,-0.39,-1.22,-2.7,-2.75,-2.88
566,0.96,-1.0,10.18,1.97,-0.37,-0.43
630,1.07,6.23,9.08,0.05,-0.25,-0.16
692,-0.88,5.73,8.22,-3.94,-0.27,-0.46
756,-0.48,-5.77,8.67,-1.5,0.14,0.64
820,-0.5,-4.21,9.65,0.33,0.05,0.41
882,4.01,0.99,14.27,3.53,0.48,0.23
941,-0.57,4.0,8.89,2.08,-0.28,0.16
1003,0.13,5.73,9.23,-0.66,-0.02,-0.34
1066,-0.17,-1.15,9.36,-3.67,-0.13,-0.34
1132,-0.51,0.56,9.56,-0.33,0.06,0.19
1194,-0.33,0.43,10.01,-0.12,0.0,0.13
1256,-0.57,-1.68,9.48,-1.8,-0.19,0.38
1321,-0.0,-4.86,9.0,-1.05,-0.01,0.28
1385,-0.39,-0.95,8.94,-1.62,0.37,0.34
1449,0.22,-6.34,10.21,-0.46,-0.03,-0.06
1514,-1.61,-2.65,5.95,0.16,-0.02,-0.07
1578,-1.14,-2.93,9.42,0.26,0.09,-0.06
1641,-0.67,-2.5,9.31,0.5,-0.0,0.18
1705,-0.88,-0.91,7.26,0.07,-0.03,-0.15
1769,-0.78,-2.11,13.35,-0.24,-0.59,-0.41
1835,-1.41,-1.38,5.15,0.31,-0.25,-0.26
1900,0.64,-2.88,13.26,-0.12,-0.51,0.19
1964,-0.06,-5.54,11.34,1.5,-0.71,-0.15
