Time_ms,Ax,Ay,Az,Gx,Gy,Gz
0,-7.81,-1.29,6.62,-0.55,-0.95,0.01
64,-4.18,1.37,8.55,0.18,0.85,-0.06
126,-3.99,0.25,8.35,-0.39,0.06,-0.05
189,2.54,0.31,10.31,-0.14,0.7,0.03
250,1.4,0.47,9.42,0.22,0.4,0.14
309,-0.47,-0.2,11.16,-0.58,-0.56,-0.13
375,-1.49,-0.05,9.99,0.25,0.19,0.02
437,-3.88,1.92,6.76,-0.34,0.12,0.0
499,13.26,6.42,10.65,-0.1,0.44,-0.34
561,2.11,0.62,9.62,-0.16,0.01,0.05
622,-0.45,-0.86,9.45,0.16,-0.49,0.07
685,-1.87,-0.93,9.74,-0.03,0.15,-0.01
749,-1.84,1.53,8.93,0.0,0.38,0.07
810,-2.15,-3.02,11.23,-0.07,-0.77,-0.03
876,-4.04,0.22,8.6,0.08,0.07,-0.06
938,-2.53,0.58,8.68,0.01,0.02,0.1
998,4.3,-4.12,10.93,-0.21,-0.21,-0.05
1063,0.22,-0.18,8.84,-0.1,0.14,0.16
1125,-0.79,0.05,10.61,-0.14,-0.63,-0.04
1189,-1.59,0.93,9.52,-0.17,-0.15,0.04
1253,-1.47,1.79,9.46,-0.05,0.61,-0.01
1316,-3.35,-3.75,8.56,-0.19,-1.53,0.02
1380,-3.02,0.93,7.41,-0.1,-0.67,-0.04
1445,-1.54,1.97,9.26,0.01,0.24,-0.05
1507,1.99,0.64,11.87,0.31,-0.59,-0.03
1569,1.62,2.26,10.62,-0.22,0.46,0.0
1629,-2.72,-1.57,6.49,-0.15,-0.64,-0.03
1695,-4.16,0.7,7.33,-0.15,0.42,-0.07
1759,-2.55,1.14,9.63,-0.02,0.38,-0.1
1822,0.6,7.17,19.61,-0.01,-0.77,-0.06
1885,-0.11,-0.75,10.65,-0.06,-0.17,0.01
1950,-2.43,1.4,7.2,-0.2,-0.04,0.0
2013,5.21,0.94,14.48,-0.24,0.29,0.07
2074,1.98,1.37,9.81,-0.12,0.4,0.04
2134,-1.32,0.04,7.74,-0.23,-0.38,-0.04
2199,-1.95,-2.54,9.11,-0.0,0.62,0.08
2262,-2.15,1.79,8.87,-0.26,0.68,-0.01
2325,-1.99,-4.09,9.75,0.14,-1.0,-0.01
2390,-1.66,0.73,10.1,-0.01,-0.23,-0.01
2454,-2.83,0.8,7.72,-0.18,-0.02,-0.06
2519,10.67,4.73,3.69,0.13,0.23,-0.17
2579,3.49,1.54,10.55,-0.2,0.6,0.1
2640,-2.72,-0.43,6.11,-0.24,-0.7,-0.1
2706,-4.7,-0.68,9.51,0.04,0.49,0.03
2768,-3.04,1.11,9.25,-0.06,0.48,-0.03
2831,2.62,8.76,19.58,0.12,-0.96,-0.12
2893,1.54,-1.75,13.28,0.06,0.12,0.16
2954,-3.25,3.29,5.82,-0.49,0.85,0.09
3016,-7.96,-5.25,7.96,0.39,-2.34,-0.07
3080,-3.19,3.21,13.41,-0.46,1.38,0.06
3142,-1.62,-1.63,8.59,-0.03,-0.12,-0.18
3208,5.33,13.95,19.61,-0.24,0.12,-0.07
3270,1.42,-0.62,12.25,0.01,0.41,0.18
3331,-3.38,0.27,6.51,-0.46,0.28,-0.08
3394,1.37,4.5,19.61,1.12,-1.81,0.63
3455,0.44,0.57,9.37,0.09,-0.24,-0.0
3517,-0.59,1.04,8.96,-0.07,0.22,-0.02
3580,3.23,3.5,16.96,-0.02,-0.66,-0.0
3643,1.95,0.69,10.6,0.02,0.01,-0.01
3704,-1.97,-0.27,7.6,-0.26,-0.18,-0.05
3769,-0.19,-3.72,9.36,-0.03,0.45,0.03
3833,0.85,-0.11,11.31,0.38,0.74,0.13
3893,-5.12,3.04,5.6,-0.63,-0.71,-0.09
3958,-3.41,0.42,11.84,0.19,0.95,0.12
4018,0.19,1.14,9.1,-0.11,0.61,-0.07
4080,-0.29,-3.01,9.23,0.18,-0.88,-0.0
4145,-1.25,0.81,10.07,0.08,-0.04,-0.02
4208,-3.04,0.6,7.52,-0.21,-0.22,-0.05
4273,1.24,-3.58,10.38,0.01,0.53,0.06
4333,1.65,0.56,10.68,-0.01,0.68,0.05
4394,-3.07,-1.12,6.53,-0.23,-0.6,-0.07
4460,-4.4,-0.84,8.97,0.16,0.45,-0.02
4523,-2.62,1.74,9.16,-0.1,0.37,-0.06
4586,2.26,4.42,10.86,-0.01,-0.37,-0.06
4649,2.21,-0.8,11.0,0.09,-0.09,-0.05
4713,-1.92,2.55,6.61,-0.54,0.29,-0.06
4776,7.69,3.79,14.79,-0.06,0.53,-0.45
4838,4.76,1.21,10.67,0.01,0.26,-0.0
4898,-2.4,-1.12,6.41,-0.28,-0.42,-0.05
4964,1.98,2.17,11.42,-0.47,0.57,0.05
5025,0.92,1.16,9.25,-0.13,0.45,0.03
5086,5.34,6.76,1.86,0.17,-1.19,-0.16
5147,-0.52,-1.44,11.42,-0.17,-0.41,0.09
5212,-3.96,2.57,6.32,-0.17,0.16,0.09
5274,11.89,-4.86,2.34,-0.05,0.06,-0.13
5337,2.97,0.64,9.51,-0.41,0.45,0.17
5398,-1.42,1.06,7.24,0.13,-0.73,0.06
5459,-3.46,0.92,10.54,0.16,0.44,0.02
5520,-2.14,1.16,9.92,0.12,0.33,-0.05
5582,-4.29,-0.5,8.17,-0.36,-0.47,-0.23
5648,-3.33,1.2,10.32,0.25,0.39,0.07
5708,-2.1,1.77,7.3,-0.18,0.24,-0.12
5771,9.39,4.56,9.12,-0.05,0.28,-0.11
5833,2.38,0.58,9.55,0.14,0.29,0.0
5892,-4.29,0.66,7.43,-0.45,-0.59,-0.19
5957,-4.16,0.43,8.44,0.11,0.52,-0.01
6019,-0.54,1.36,9.29,0.09,0.62,0.01
6079,-2.51,-2.9,8.72,-0.14,-1.08,-0.03
6145,-0.64,0.36,13.05,0.14,0.14,0.11
6206,-2.78,2.84,4.71,-0.56,0.55,-0.01
6269,17.66,15.61,-8.67,0.43,-1.46,-0.04
6332,1.97,-0.51,10.02,-0.26,0.14,0.16
6394,-6.2,-0.09,6.12,-0.26,-0.07,0.06
