Time_ms,Ax,Ay,Az,Gx,Gy,Gz
0,-0.51,-1.0,10.3,-0.14,-0.32,-0.06
66,-0.99,0.41,9.58,-0.03,-0.01,0.03
129,-0.18,0.54,10.0,-0.05,0.23,0.07
191,-2.16,0.78,7.88,-0.17,-0.3,0.01
255,0.38,-1.54,10.1,0.25,0.62,0.2
315,-1.49,2.61,8.27,0.07,0.3,0.09
376,4.9,-3.11,8.19,-0.39,-0.56,-0.02
440,-1.71,0.73,10.02,0.35,0.21,-0.01
502,-0.17,2.21,6.95,-0.2,0.46,-0.08
566,1.32,3.78,16.51,0.15,-1.72,0.08
626,-4.67,1.37,8.95,-0.01,0.27,0.14
688,-1.75,1.08,9.37,-0.22,0.35,0.08
750,2.34,2.09,13.67,0.12,-0.92,-0.02
812,-0.44,0.74,10.35,-0.02,0.7,0.1
874,-4.56,0.13,6.41,-0.27,-0.33,-0.04
938,1.63,-1.21,12.82,0.3,-0.39,-0.03
1002,-0.8,1.2,9.15,-0.2,0.21,0.09
1063,-0.38,0.55,8.69,-0.05,-0.13,0.01
1127,1.86,-0.74,11.32,0.01,0.05,-0.01
1189,-0.98,0.94,9.29,0.01,0.21,0.07
1249,-1.08,0.56,7.98,-0.4,-0.3,-0.05
1314,0.79,1.67,10.12,0.05,-0.04,0.02
1374,0.01,-0.33,10.05,0.3,0.15,0.03
1435,-0.14,3.34,9.77,-0.25,-0.1,-0.09
1500,0.85,-1.34,9.73,0.17,0.25,0.0
1560,-0.81,1.3,8.22,0.08,0.08,0.01
1621,-1.23,-3.84,16.45,-0.63,-0.34,-0.06
1687,-0.37,0.39,9.9,0.16,0.06,0.04
1747,-0.61,1.66,8.37,-0.1,-0.01,0.08
1811,0.3,-0.43,11.29,0.1,0.05,0.06
1871,-0.4,0.63,9.49,-0.11,0.25,0.15
1933,-5.51,-2.02,19.61,-0.12,-1.32,-0.03
1999,-0.23,0.28,9.93,-0.02,0.44,0.01
2061,-0.19,0.91,8.75,-0.09,0.03,-0.0
2124,3.85,2.11,9.02,-0.11,-0.02,0.03
2186,-1.71,0.52,9.69,0.01,0.27,0.07
2247,5.41,4.3,8.97,-0.7,0.24,-0.21
2308,-0.97,-1.15,8.92,0.15,0.32,0.01
2370,-0.06,1.33,9.3,0.08,0.19,0.07
2431,-1.23,-1.13,8.12,-0.53,-0.23,-0.01
2497,-0.1,0.6,10.41,0.29,0.28,-0.01
2559,-0.83,1.39,8.37,-0.18,-0.0,-0.02
2623,1.49,-1.79,10.29,0.03,-0.03,-0.18
2686,-0.02,0.13,10.61,0.07,0.28,-0.11
2748,-0.97,-0.09,8.18,0.01,0.1,-0.0
2812,-0.33,0.79,11.24,1.0,-0.51,-0.05
2875,-0.08,2.78,8.32,-0.22,0.42,-0.12
2938,0.04,2.99,8.69,-0.57,0.01,-0.02
3000,1.07,0.16,11.45,-1.47,0.21,-0.17
3062,-2.67,-1.97,8.29,-0.24,0.18,-0.11
3126,0.47,-1.36,10.04,0.87,0.13,0.09
3187,2.3,1.27,10.07,0.39,-0.15,0.04
3248,-0.08,1.51,9.38,-0.09,0.06,-0.08
3311,-0.72,-2.22,11.03,-0.84,0.11,-0.14
3376,-0.04,-1.27,9.46,-0.07,0.09,-0.05
3440,-2.33,1.77,14.6,0.19,-0.37,0.14
3502,-0.09,0.48,9.87,0.63,0.05,0.19
3563,-0.68,3.6,8.82,-0.49,-0.05,-0.04
3627,-1.24,-4.46,13.84,-0.67,0.13,-0.01
3692,-0.98,-2.28,8.91,0.45,-0.2,0.04
3755,0.47,-2.11,9.82,0.94,-0.06,0.16
3817,-0.1,3.62,8.96,0.12,0.18,0.03
3878,2.99,1.02,3.35,-1.36,-0.13,-0.31
3941,1.64,-0.16,8.63,-0.35,0.14,-0.04
4004,0.93,-1.31,9.91,0.42,0.0,0.11
4065,2.35,-0.22,10.49,0.89,-0.11,0.16
4127,-0.35,3.58,8.54,-0.45,-0.02,-0.16
4191,-2.4,-2.44,11.37,-1.02,0.01,0.02
4255,-2.65,-3.29,8.36,-0.0,0.02,-0.07
4319,-0.14,-2.0,7.15,1.42,0.05,0.31
4381,-0.05,4.34,12.34,0.33,0.23,-0.08
4443,1.1,0.37,9.69,-1.06,0.12,-0.18
4505,2.32,-2.05,8.98,-0.34,0.02,-0.17
4568,-4.32,19.61,19.61,0.38,-0.82,0.05
4630,-0.74,1.3,9.58,0.44,-0.01,0.13
4692,-0.28,2.85,9.08,-0.49,0.04,0.01
4754,-1.08,-3.09,15.6,-0.72,0.03,-0.01
4818,-1.93,-2.16,9.41,-0.08,-0.09,-0.02
4884,-0.49,-1.1,8.7,0.93,0.16,0.16
4946,2.09,1.04,9.86,0.11,0.34,-0.03
5007,1.11,0.58,10.29,-0.64,0.22,-0.03
5069,1.2,-0.59,9.04,-0.24,-0.09,-0.04
5133,0.51,0.28,10.53,0.45,-0.08,0.07
5194,0.02,0.17,9.92,-0.01,-0.05,0.01
5256,0.06,0.84,9.84,0.06,0.02,0.01
5315,-0.51,1.15,9.82,-0.48,-0.08,-0.06
5380,-0.29,-0.16,10.06,-0.22,0.09,-0.04
5444,-0.57,-0.29,9.42,-0.03,0.03,0.01
5507,0.12,-1.22,9.49,0.67,0.2,0.12
5568,-0.11,2.4,9.49,0.69,0.28,0.25
5629,0.04,2.99,9.54,-0.8,0.02,0.01
5689,-4.3,-1.59,10.41,-1.07,-0.28,-0.1
5755,-3.48,-2.97,9.65,0.05,0.24,-0.03
5818,0.01,-1.4,8.58,0.83,0.21,0.38
5879,3.0,1.31,10.56,0.51,0.07,0.36
5938,0.85,3.06,9.3,-0.46,0.16,-0.0
6000,-4.72,-2.81,10.02,-1.05,-0.36,-0.13
6066,0.92,-1.26,10.26,0.17,0.56,-0.34
6128,-0.49,1.68,9.69,0.21,0.11,0.07
6189,-1.01,-0.57,10.35,-0.24,-0.21,0.0
6253,-1.62,-0.27,9.12,-0.23,-0.04,-0.02
6319,-0.76,0.45,9.98,0.01,0.1,0.07
6380,-0.89,0.15,9.26,-0.09,0.19,0.05
6442,-0.44,-0.88,10.0,0.44,-0.41,0.03
6505,0.57,-0.41,10.46,0.06,0.3,-0.02
6567,-0.98,1.33,8.22,-0.11,0.1,-0.05
6630,-0.39,-1.17,11.98,-0.3,-0.03,0.0
6695,0.2,0.79,10.1,0.1,0.47,0.1
6754,-0.99,1.03,8.25,-0.24,-0.13,-0.03
6819,1.99,0.07,10.83,-0.06,0.19,-0.02
6881,0.45,0.94,9.55,0.06,0.24,-0.03
6941,-1.71,0.55,8.07,-0.26,-0.44,-0.07
7006,1.58,0.46,10.16,-0.07,0.52,-0.08
7068,0.84,0.52,10.02,-0.27,0.32,0.04
7128,-1.21,0.28,8.11,-0.18,-0.31,-0.02
7193,-1.19,0.28,8.32,0.06,0.48,-0.01
7255,0.67,1.42,9.71,-0.1,0.51,-0.06
7317,-1.39,0.25,7.82,-0.25,-0.61,-0.09
7381,0.74,1.02,9.47,-0.03,0.72,-0.12
7443,0.91,0.97,9.9,-0.14,0.2,-0.01
7505,-0.54,-2.96,18.86,-0.15,-0.35,-0.0
7571,-0.52,-0.41,9.77,0.04,-0.08,-0.02
7635,0.51,0.96,10.89,0.04,0.26,-0.01
7696,-2.04,1.04,7.65,-0.27,0.1,0.03
7758,5.28,-1.53,7.15,0.24,-0.03,0.2
7820,-1.12,0.01,9.98,0.07,-0.03,0.02
7881,-1.23,1.0,9.26,-0.02,0.29,-0.01
7945,2.11,-4.27,-5.31,0.09,-0.42,0.18
8008,-3.19,-1.13,10.31,0.18,0.14,0.05
8070,-1.41,1.03,8.22,-0.1,0.16,0.06
8132,3.11,-0.53,9.28,-0.16,0.15,-0.06
8195,1.01,0.35,10.24,0.15,0.23,0.07
8254,-0.39,1.25,8.83,-0.19,0.13,-0.12
8318,0.52,-0.61,10.68,-0.2,-0.64,-0.17
8382,-2.89,-0.12,9.03,-0.04,-0.01,-0.07
8448,-0.86,0.04,9.58,-0.13,0.21,-0.07
8511,0.4,0.18,10.58,-0.31,-0.23,0.01
8573,0.08,-0.81,10.12,0.23,0.43,0.15
8634,-2.62,0.17,9.58,0.49,0.02,0.12
8695,0.02,0.97,9.92,0.34,-0.33,0.05
8755,0.5,1.64,9.99,-0.13,-0.19,-0.09
8818,-0.01,-0.05,9.56,-0.25,0.08,-0.05
8883,0.63,0.41,10.3,0.13,0.06,0.05
8942,-0.02,2.55,9.19,-0.71,0.2,-0.08
9006,-0.98,-2.42,10.79,-1.07,0.09,-0.08
9070,-0.9,-2.85,9.23,0.1,0.06,-0.05
9134,0.62,-0.56,10.01,0.9,0.06,-0.05
9196,1.61,1.74,10.58,0.19,-0.15,-0.04
9258,0.69,1.26,10.15,-0.61,0.24,-0.17
9320,0.2,0.14,9.2,-0.45,-0.06,-0.09
9383,0.03,-3.0,10.76,0.2,-0.48,-0.06
9446,-3.92,2.43,10.31,0.18,0.13,0.04
9507,-1.21,0.3,10.25,0.39,0.15,0.05
9567,-1.26,1.64,9.52,0.67,-0.09,-0.08
9631,0.09,1.38,9.96,-0.46,0.06,-0.07
9692,0.62,2.58,10.02,-0.94,0.25,-0.19
9754,1.73,0.96,9.59,-1.25,-0.36,-0.25
9818,-0.75,-2.73,8.73,0.37,-0.06,0.07
9881,-0.13,-0.32,10.04,1.25,0.07,0.19
9943,2.71,1.49,10.11,0.59,0.08,0.09
10002,0.92,2.31,9.76,-0.59,0.29,-0.21
10064,-6.39,-1.43,9.06,-1.32,-0.68,-0.03
10130,-0.48,-2.53,9.72,0.53,0.53,0.12
10192,-2.48,0.9,8.14,0.85,0.18,0.06
10253,1.55,1.36,10.4,0.51,-0.03,0.07
10313,0.46,1.11,9.89,-0.22,0.13,-0.11
10375,-0.17,-0.42,10.13,-0.05,0.12,-0.04
10440,0.06,1.63,10.49,-0.05,0.22,-0.09
10502,-0.82,2.25,8.39,-1.05,0.22,-0.1
10565,-1.28,-2.37,9.04,0.0,-0.75,-0.1
10629,2.88,5.69,10.77,0.43,0.49,0.13
10689,-0.16,1.65,10.1,0.06,0.28,0.04
10749,-1.15,1.16,7.81,-0.17,0.16,-0.02
10813,-1.85,0.35,9.39,-0.44,-0.99,-0.11
10877,0.64,-1.25,10.04,0.29,0.58,0.1
10938,0.37,1.13,8.56,0.02,0.0,0.01
10997,-1.5,0.76,9.12,-0.25,-0.67,-0.04
11061,-0.87,-1.72,9.45,0.14,0.39,-0.03
11124,-0.56,1.13,8.83,-0.09,0.23,-0.01
11188,-1.7,-10.28,19.61,-0.24,-0.79,0.1
11252,-3.04,-1.14,9.59,-0.14,0.15,0.08
11316,-2.61,0.48,8.69,-0.23,-0.02,0.01
11379,3.0,-0.21,11.26,0.1,0.11,0.01
11440,1.01,0.47,10.29,0.03,0.41,0.05
11499,-3.44,0.88,7.32,-0.16,-0.33,-0.07
11563,3.04,1.23,8.16,0.04,0.32,0.0
11623,1.7,0.64,9.91,0.08,0.27,0.03
11682,-2.67,-0.98,6.68,-0.11,0.15,0.02
11745,5.78,-3.8,14.61,0.13,0.27,-0.08
11807,0.4,1.08,9.37,-0.06,0.17,0.04
11868,-1.28,0.5,7.86,0.02,-0.64,-0.02
11931,-1.77,-0.2,5.98,0.03,0.54,-0.04
11994,-0.58,-1.12,8.19,-0.05,0.3,0.03
12057,2.83,0.5,11.69,-0.11,0.06,-0.09
12119,1.75,-0.36,10.84,0.04,-0.02,-0.02
12182,-0.64,1.37,9.13,-0.07,0.2,0.03
12244,1.36,-7.56,19.61,-0.18,-0.41,0.22
12308,-4.31,-0.86,8.97,-0.0,0.06,0.0
12371,-0.86,1.22,9.78,0.07,0.31,-0.02
12433,0.24,-0.92,7.6,-0.12,-0.24,0.02
12496,0.21,-0.54,10.7,0.05,-0.01,-0.07
12559,-0.89,1.02,8.86,0.08,0.45,0.05
12620,-1.71,0.3,8.41,-0.18,-0.62,-0.06
12684,1.23,-1.27,11.42,-0.09,0.68,-0.04
12747,-0.74,1.28,8.67,0.02,0.31,-0.0
12809,-1.29,0.34,8.39,-0.18,-1.01,-0.05
12874,0.89,-2.16,8.16,-0.1,0.66,-0.15
12937,0.63,1.26,9.92,-0.1,0.22,-0.02
12999,-0.34,0.77,8.63,-0.21,-0.36,-0.05
13063,-2.28,-1.17,10.33,-0.01,0.19,-0.05
13128,-2.1,0.52,9.39,0.0,0.21,-0.01
13190,-1.2,-0.16,9.53,-0.09,-0.46,-0.01
13256,-1.62,-0.19,10.32,0.09,0.28,-0.02
13319,-2.14,1.47,7.1,-0.15,0.26,-0.0
13382,-2.72,-5.48,19.61,-0.12,-1.27,-0.08
13448,-3.69,-0.86,8.97,0.05,0.15,0.05
13510,-0.91,-0.36,8.47,-0.07,0.39,-0.02
13574,-3.22,-9.42,19.61,-0.23,-0.75,0.09
13639,-2.15,-0.15,9.78,0.13,0.13,0.01
13701,-3.64,0.45,8.37,-0.16,0.14,-0.03
13764,6.28,1.04,10.11,-0.01,0.17,-0.26
13826,0.93,1.06,10.83,0.14,-0.03,-0.02
13888,-3.98,0.26,8.13,-0.11,-0.13,-0.02
13953,2.17,0.8,11.95,-0.1,0.01,-0.03
14015,2.07,0.26,10.49,0.13,-0.18,0.02
14075,-1.71,1.55,8.53,-0.15,0.06,-0.02
14138,2.57,1.05,10.21,-0.13,0.02,0.01
