Time_ms,Ax,Ay,Az,Gx,Gy,Gz
0,1.95,-9.55,10.54,3.12,-0.08,1.2
26,-0.72,-9.62,2.05,4.37,0.92,2.28
52,-9.6,-6.63,-5.77,4.37,2.29,2.73
77,0.07,8.88,9.81,3.28,0.66,1.51
103,-0.09,6.39,8.95,1.84,0.06,0.38
128,2.46,5.62,7.52,0.36,-0.02,-0.12
153,-1.62,19.61,14.48,-4.37,1.41,-2.12
180,6.24,15.43,-2.25,-4.37,-1.06,-4.37
204,2.74,-7.81,4.2,-4.37,-0.46,-2.77
230,4.31,-13.15,10.47,-3.34,-1.79,1.06
255,0.28,-4.67,10.31,0.29,-0.59,0.93
281,2.61,-9.76,9.76,3.74,0.02,1.41
306,-0.68,-10.56,1.88,4.37,0.32,3.0
332,0.02,5.0,2.05,4.37,4.37,3.8
358,2.63,8.62,5.98,4.37,0.45,2.6
383,1.1,8.27,6.45,4.08,0.4,1.47
409,-7.13,19.61,10.21,-0.7,1.09,-0.36
434,-1.77,15.73,5.38,-4.37,-1.07,-3.04
460,8.09,12.66,-6.67,-4.37,-0.78,-4.37
486,13.04,-9.74,6.85,-4.37,0.19,-4.0
510,4.26,-16.29,7.47,-2.54,-1.1,0.75
536,-0.67,-10.09,9.71,3.41,-0.37,1.47
561,1.45,-10.1,5.1,4.37,0.13,3.9
587,-2.12,7.77,14.88,4.37,-0.16,4.37
613,3.0,10.72,7.18,3.12,0.09,0.33
638,0.97,8.14,8.64,-0.04,-0.22,-0.97
664,1.02,-1.32,10.26,-0.4,-0.06,-1.14
689,0.45,-0.72,10.17,-0.01,-0.09,-0.91
715,-19.61,19.61,2.72,-4.37,0.63,-1.71
741,19.08,-2.23,11.34,-4.37,4.37,-4.37
766,-0.71,-19.61,6.53,-4.37,-1.55,-2.19
792,2.67,-14.47,8.93,0.23,-1.81,1.13
817,0.79,-6.88,9.92,2.9,-0.68,1.41
843,-0.41,-3.6,5.97,4.37,0.12,1.59
869,-1.31,-4.39,3.96,4.37,-0.12,2.15
893,2.81,0.29,10.07,4.37,0.21,2.21
919,0.23,2.56,8.58,4.37,1.53,2.74
944,0.87,6.81,8.55,3.98,0.7,1.7
970,0.58,8.64,9.66,0.59,0.11,-0.1
996,1.99,19.61,13.17,-2.43,1.33,-3.06
1021,8.34,12.78,5.46,-4.37,-0.02,-4.37
1047,9.62,1.19,-2.08,-4.37,-1.84,-2.46
1072,-2.78,-11.34,7.41,-4.37,-0.86,-1.06
1098,0.58,-11.49,10.5,-0.27,-1.3,-0.08
1124,1.15,-1.22,8.83,1.9,-0.49,1.06
1149,0.17,-3.88,10.41,1.52,0.13,0.65
1175,-0.47,-4.64,8.96,1.32,0.22,0.38
1200,-0.37,-3.03,7.96,1.35,0.27,0.37
1226,-0.03,-2.44,9.18,0.99,0.29,0.45
1252,0.43,-2.63,9.56,0.66,0.17,0.38
1277,0.33,-1.86,9.51,0.63,0.06,0.36
1303,0.65,-0.56,9.88,0.43,0.07,0.29
1328,0.48,-0.75,9.94,0.01,0.16,0.06
1354,0.16,-1.51,9.68,-0.25,0.15,-0.11
1379,0.08,-1.95,9.69,-0.27,0.19,-0.13
1404,-0.01,-3.04,9.54,-0.14,0.15,-0.06
1430,-0.16,-2.3,9.45,0.04,0.1,-0.0
1455,0.04,-1.36,9.64,-0.03,0.01,-0.01
1481,-0.4,-2.02,9.57,-0.06,0.04,-0.02
1507,0.04,-2.15,9.56,-0.04,0.05,-0.08
1532,0.03,-2.14,9.62,0.03,0.05,-0.01
1558,-0.18,-1.71,9.61,-0.01,0.02,-0.02
1583,0.13,-1.75,9.78,-0.05,0.03,-0.01
1609,-0.02,-2.16,9.66,-0.07,0.04,-0.01
1634,-0.09,-2.05,9.71,-0.02,0.02,-0.01
1659,-0.07,-2.13,9.63,-0.03,0.03,-0.01
1685,-0.45,-2.91,9.23,0.14,-0.09,-0.08
1710,0.27,-3.05,9.3,0.6,0.01,0.08
1736,0.52,-3.84,9.11,1.62,-0.09,0.59
1762,-0.76,-1.17,9.49,3.1,-0.17,1.16
1787,-0.86,1.26,10.61,3.4,0.02,1.26
1813,-0.5,3.83,9.21,1.53,0.09,0.05
1838,-0.36,2.1,9.87,0.11,-0.12,-0.88
1864,-0.37,-0.15,9.82,-0.36,0.02,-0.02
1889,-0.01,0.06,9.93,-0.29,0.09,-0.01
1914,4.46,-1.05,12.64,-3.4,-0.35,-2.01
1940,1.57,-0.82,8.92,-1.9,0.15,-0.59
1965,-0.15,-1.48,9.06,-0.88,0.09,-0.42
1991,0.21,-1.48,9.9,-0.04,0.03,-0.01
2017,0.01,-1.16,9.81,-0.23,0.04,-0.01
2042,-0.07,-1.43,9.73,-0.15,0.03,-0.01
2068,0.01,-1.51,9.72,-0.04,0.03,-0.01
2093,0.01,-1.29,9.87,0.01,0.03,-0.01
2119,-0.0,-1.03,9.82,-0.0,0.03,-0.0
2145,-0.02,-1.09,9.89,0.01,0.03,-0.01
2169,0.11,-0.91,9.84,-0.06,0.02,-0.01
2195,-0.01,-0.91,9.84,-0.11,0.03,-0.01
2220,0.05,-1.17,9.78,-0.15,0.03,-0.01
2246,0.07,-1.1,9.74,-0.16,0.03,-0.01
2272,0.02,-1.26,9.89,-0.12,0.03,-0.02
2297,0.1,-1.38,9.73,-0.08,0.03,-0.01
2323,-0.02,-1.16,9.73,-0.07,0.03,-0.01
2348,0.01,-1.17,9.7,-0.08,0.03,-0.0
2374,0.07,-1.39,9.73,-0.04,0.03,0.01
2399,0.0,-1.19,9.87,0.02,0.03,0.04
2424,0.03,-1.25,9.88,-0.0,0.03,0.03
2450,0.01,-1.33,9.76,-0.0,0.03,0.03
2475,-0.01,-1.26,9.78,0.03,0.03,-0.0
2501,-0.04,-1.2,9.77,0.04,0.02,0.04
2527,-0.02,-1.54,9.76,0.09,0.02,0.09
2552,-0.18,-3.1,9.31,0.59,0.01,0.09
2578,0.88,-5.05,7.09,2.99,-0.1,1.15
2602,3.56,7.76,13.28,2.27,0.22,0.44
2628,-0.38,3.55,9.97,0.48,0.17,-0.13
2653,-1.34,3.08,9.43,0.3,0.0,-0.85
2679,-0.33,1.28,9.93,-0.17,-0.02,-1.02
2705,-1.59,-2.43,10.16,1.11,-0.06,-0.71
2730,-1.86,1.76,9.45,1.59,-0.27,-1.28
2756,19.61,-6.96,19.61,-4.37,0.49,-4.37
2781,2.09,6.05,-6.14,-4.37,0.99,-4.37
2807,4.6,-18.61,1.48,-4.37,-1.37,-1.29
2833,4.2,-15.74,10.59,2.04,-0.32,0.99
2858,3.26,-12.61,4.62,4.37,0.53,4.37
2884,-2.1,5.15,6.93,2.88,-0.35,1.08
2909,-1.67,-12.86,6.95,4.37,-0.87,2.95
2935,7.92,12.45,17.93,4.37,-0.95,4.37
2961,-0.23,8.54,7.8,3.84,0.3,2.54
2986,-2.38,7.19,9.21,1.25,0.16,1.02
3012,-1.5,3.59,9.38,-0.39,-0.06,-0.61
3037,0.49,-0.71,10.37,-0.57,0.01,-0.31
3063,0.19,-0.38,10.06,0.09,0.04,0.11
3089,5.49,9.67,6.82,-4.37,-0.67,-4.37
3114,8.42,-2.33,15.11,-4.37,-0.26,-4.37
3140,0.36,-6.87,9.15,-1.04,0.22,-1.31
3165,0.69,-1.85,9.84,1.05,0.08,-1.99
3191,0.34,-1.18,8.7,3.67,-0.54,-1.2
3216,-5.98,13.43,10.4,1.0,-0.3,-0.9
3241,-3.47,-2.07,9.4,-0.34,-0.02,0.62
3267,-1.64,-6.42,10.14,2.05,0.11,0.34
3292,-0.01,-0.52,10.48,1.27,0.08,1.57
3318,0.3,-1.91,10.25,0.24,-0.13,-0.11
3344,0.92,1.28,9.89,0.51,-0.06,-0.03
3369,-3.79,19.61,17.18,-4.37,1.35,2.29
3395,11.13,17.34,1.05,-4.37,3.92,-4.37
3420,3.8,-17.88,10.74,-3.71,-1.31,-0.47
3446,-1.14,-5.84,10.69,1.02,-0.13,-1.17
3472,0.97,-7.0,8.92,2.8,0.44,0.27
3497,0.32,-10.28,5.05,4.37,0.88,2.32
3523,1.75,-4.5,1.28,4.37,0.04,4.37
3548,1.65,7.75,6.64,2.97,0.13,1.3
3574,2.05,2.41,9.92,1.88,0.28,1.38
3600,0.69,0.28,7.64,2.69,0.34,1.37
3625,3.24,0.05,9.58,4.37,0.77,2.67
3651,4.43,16.54,11.71,-3.06,-0.07,-0.68
3676,4.62,13.64,2.34,-4.37,-0.63,-3.49
3702,0.12,-11.18,3.6,-4.37,-0.34,-2.63
3728,-1.09,-1.11,9.89,-4.37,-1.12,-2.77
3753,2.34,-12.68,10.39,-2.21,-0.09,-1.46
3779,-2.2,-9.72,5.96,4.04,0.19,0.63
3804,0.87,-10.37,3.43,4.37,1.0,2.91
3830,-12.88,3.77,-2.41,4.37,2.15,3.24
3856,5.03,-2.65,8.09,4.37,0.44,2.89
3881,4.93,2.34,7.24,4.37,1.14,4.37
3906,3.0,7.99,6.1,4.37,0.94,4.01
3931,-1.56,15.32,8.65,-2.5,0.98,-1.52
3957,-1.1,14.58,7.26,-4.37,0.04,-0.24
3983,-0.87,17.78,-4.45,-4.37,-0.89,-3.11
4008,3.4,-5.78,-1.01,-4.37,-0.11,-4.37
4034,0.25,-10.87,8.03,-4.37,-0.54,-1.64
4059,0.72,-14.04,8.65,-1.89,0.19,-1.55
4085,-4.03,-9.7,6.55,3.03,0.68,-0.33
4111,1.18,-13.39,4.4,4.37,0.39,0.89
4136,-1.46,-4.73,-2.65,4.37,-1.08,4.12
4162,0.66,10.55,6.64,3.86,0.1,2.78
4187,3.37,4.09,8.23,3.7,1.02,2.8
4213,0.74,4.93,7.57,3.14,0.86,2.06
4239,-16.46,19.61,4.19,-1.13,0.8,0.63
4264,2.64,19.61,2.77,-4.37,-1.12,-4.37
4290,-1.23,-1.58,-1.76,-4.37,0.55,-4.37
4315,4.3,-19.61,9.6,-4.37,-0.08,-4.34
4341,-0.9,-16.19,5.78,3.85,0.26,-0.42
4367,1.95,-9.9,3.6,4.37,1.07,2.38
4392,-0.43,-0.66,11.47,4.37,-0.2,2.79
4418,1.55,2.52,9.15,2.25,0.12,0.95
4443,1.63,1.75,9.28,1.76,0.29,1.0
4469,4.6,0.63,10.67,1.69,0.41,2.35
4494,-2.15,18.63,1.95,-4.37,-0.37,-1.92
4519,2.96,-8.15,19.17,-4.37,0.09,-1.44
4545,-2.25,7.97,11.75,-2.74,-0.91,-2.23
4571,4.73,-13.15,12.31,-0.3,-0.54,-1.87
4597,-0.77,-10.3,6.83,4.37,0.82,-0.03
4623,3.19,-8.49,9.66,4.37,0.96,2.55
4647,4.07,5.88,8.81,3.57,0.04,2.19
4673,3.24,0.65,8.81,2.88,0.56,2.21
4698,1.59,1.71,9.65,2.63,0.78,2.29
4724,2.73,14.56,12.14,1.46,1.05,2.45
4750,2.64,17.8,6.12,-4.37,-0.68,-3.15
4775,-0.17,1.22,3.32,-4.37,0.51,-3.54
4801,1.71,0.63,13.61,-0.56,-0.5,-1.17
4826,-1.38,-10.45,6.52,3.24,-0.64,-0.47
4852,-5.3,9.57,2.03,3.53,1.67,0.32
4878,0.88,-5.51,10.76,-0.45,-0.16,-0.81
4903,0.31,-3.44,10.29,0.95,0.21,0.7
4929,1.64,-1.81,10.16,1.2,0.28,1.38
4954,0.83,-1.09,11.42,1.1,0.44,2.31
4980,0.57,4.21,2.37,-4.37,-0.46,-2.61
5006,0.15,-11.78,6.95,-1.9,-0.3,0.52
5031,3.51,4.45,10.85,0.5,-0.06,0.0
5057,-0.83,-5.3,7.27,0.94,-0.03,-0.07
5082,-2.23,-7.19,7.09,4.37,-0.18,0.45
5108,8.96,19.61,19.61,2.19,0.53,0.79
5134,-2.03,-5.58,10.27,0.93,-0.06,-1.13
5159,-0.63,-5.78,10.3,1.72,-0.18,0.77
5185,0.87,3.32,9.42,1.44,0.33,1.08
5209,1.91,2.97,10.35,0.29,0.09,0.41
5235,1.68,1.07,10.05,0.01,0.18,0.51
5261,2.62,3.45,9.99,-3.46,-0.28,-1.33
5286,1.37,-2.19,11.1,-0.28,0.1,0.46
5312,0.82,5.68,9.22,-0.26,-0.0,-0.11
5337,0.34,3.7,9.45,-1.02,0.01,-0.59
5363,0.5,2.86,9.65,-0.8,-0.09,-1.14
5389,0.35,0.62,10.76,0.85,-0.01,-1.16
5414,-2.49,-1.82,9.94,0.59,-0.07,-1.68
5440,-3.23,-0.94,10.15,0.72,-0.08,-0.13
5465,-1.65,-3.33,10.24,0.64,-0.01,0.19
5491,-0.29,-1.61,10.1,0.08,0.09,0.18
5517,0.97,-1.22,9.68,-1.24,0.14,-0.02
5542,-1.34,1.31,15.09,-4.37,-0.19,-1.14
5568,2.37,-3.5,6.93,-1.84,-0.12,1.17
5593,4.13,7.38,11.62,0.31,-0.15,1.29
5619,-0.82,-3.91,8.76,1.76,-0.13,1.11
5645,-1.43,-1.54,10.45,4.37,-0.14,2.7
5670,-1.13,-2.62,7.6,3.5,0.32,2.34
5695,-1.42,-1.67,7.24,3.96,0.35,1.92
5720,1.36,3.46,8.66,4.37,0.81,3.17
5746,-1.86,8.4,6.98,3.35,0.57,1.77
5772,-1.77,13.13,7.99,0.85,-0.74,-0.69
5797,3.84,19.61,-3.92,-4.37,-1.14,-4.37
5823,19.61,12.42,-19.61,-4.37,0.54,-4.37
5848,19.61,-19.61,19.61,-4.37,0.7,-3.05
5874,0.76,-19.61,9.93,3.35,-0.03,1.61
5900,6.24,-7.91,3.69,4.37,0.69,4.37
5925,2.13,-1.4,0.79,4.37,-2.05,3.0
5951,-4.44,17.27,19.61,4.37,0.96,4.37
5976,3.01,0.45,8.07,1.41,0.12,-0.25
6002,-1.13,-2.06,10.41,3.77,-0.27,-1.44
6028,-2.15,0.61,7.42,4.37,-0.23,-0.62
6053,-0.43,7.43,6.91,4.37,-0.39,-0.5
6079,-7.47,14.87,7.05,-1.07,0.16,0.16
6104,-2.83,15.87,7.46,-4.37,-2.1,-4.37
6130,10.69,3.47,2.27,-4.37,-0.76,-3.46
6156,-14.83,-1.73,8.94,-2.49,0.26,1.31
6181,2.24,0.76,10.55,-0.78,-0.19,1.07
6207,0.83,3.18,9.64,-0.58,-0.09,2.15
6232,-2.83,6.44,13.28,-0.49,0.39,0.08
6258,-4.52,0.83,9.68,0.26,0.02,-0.75
6284,-1.73,-4.45,10.27,-0.3,0.01,-0.41
