Time_ms,Ax,Ay,Az,Gx,Gy,Gz
0,1.07,1.04,10.93,0.04,0.0,0.0
59,0.67,-1.46,5.92,0.26,-0.0,-0.03
122,1.87,-3.29,13.46,0.09,0.09,-0.08
185,0.02,-1.48,9.95,-0.27,0.11,-0.01
248,0.04,-0.51,9.0,-0.27,0.12,0.0
310,2.73,-0.65,12.55,0.26,0.17,-0.12
372,1.73,2.17,12.34,-0.17,0.05,0.02
433,0.9,2.07,10.22,0.1,-0.02,0.0
494,-0.59,0.78,0.82,0.27,-0.12,0.04
556,0.54,-2.41,11.03,0.3,0.01,-0.03
618,1.17,-3.43,9.67,-0.05,0.03,-0.02
681,0.12,-2.55,7.65,0.0,0.07,-0.05
743,1.18,-0.0,19.61,-0.27,0.28,-0.12
806,-1.08,0.88,9.73,-0.49,0.24,0.02
868,2.39,2.21,10.11,-0.42,0.23,-0.03
930,4.15,4.27,15.02,-0.11,0.4,-0.1
992,-0.6,2.21,12.67,-0.08,-0.08,0.02
1056,-0.84,1.41,8.98,0.21,-0.09,-0.01
1119,-3.97,0.4,9.82,-0.27,-0.07,0.07
1182,-0.84,-0.64,4.64,0.1,0.06,0.01
1244,-0.02,-2.18,9.29,-0.08,0.05,-0.04
1309,1.06,0.34,12.19,-0.25,0.11,-0.06
1371,-1.47,1.08,5.52,-0.09,0.07,-0.03
1434,1.24,0.19,11.56,-0.46,0.23,0.01
1495,2.56,2.61,10.93,-0.29,0.12,-0.0
1557,1.82,5.18,8.98,-0.64,0.03,0.05
1618,0.17,5.11,7.42,0.3,-0.18,-0.02
1680,-1.75,1.7,9.8,0.33,-0.14,-0.02
1743,-4.26,2.92,11.62,-0.07,-0.02,0.08
1807,0.09,-0.29,7.25,0.34,0.0,-0.07
1869,-0.39,-3.4,10.2,-0.07,-0.05,-0.06
1935,0.87,-1.74,16.57,0.04,0.13,-0.04
1997,1.09,-3.21,12.44,-0.34,0.12,-0.07
2060,-1.98,-0.08,8.89,-0.4,0.17,0.0
2123,0.33,0.64,9.15,-0.29,0.25,0.01
2184,3.04,0.57,14.13,-0.46,0.11,0.0
2245,2.52,3.62,11.28,-0.2,0.0,0.01
2306,0.94,3.23,10.07,0.11,-0.12,-0.02
2368,2.7,2.25,13.92,0.8,0.08,-0.12
2428,0.81,-1.7,12.8,0.22,-0.06,-0.01
2492,-0.81,-0.25,9.08,0.14,-0.0,-0.0
2556,-2.5,-0.28,9.35,-0.13,0.03,0.06
2620,-0.38,-0.72,7.4,0.07,0.03,-0.01
2683,-0.52,-1.86,9.66,-0.1,0.01,-0.03
2748,-1.26,-0.63,9.11,-0.21,0.05,-0.01
2812,2.49,-1.62,11.7,0.25,0.16,-0.08
2874,2.03,1.13,12.1,-0.19,0.05,0.0
2935,0.69,2.34,10.37,0.05,0.01,0.0
2995,0.83,0.79,9.8,0.1,-0.01,-0.0
3057,-2.71,1.59,10.41,0.32,-0.23,0.04
3119,0.14,-0.84,11.47,-0.26,0.09,0.02
3181,0.21,0.3,9.32,-0.19,0.06,-0.0
3243,1.39,4.47,6.16,0.04,-0.02,-0.01
3305,0.9,0.88,11.14,0.12,0.01,-0.02
3365,0.78,0.56,10.59,0.11,-0.0,-0.0
3427,1.34,-1.21,14.01,0.15,0.06,0.0
3488,1.37,-2.99,11.91,-0.17,0.05,-0.06
3552,-2.56,-1.19,8.76,-0.32,0.09,-0.0
3616,-0.31,-0.55,9.64,-0.32,0.22,0.01
3680,5.38,-3.86,15.87,-0.29,0.2,-0.01
3743,0.36,6.06,9.22,-0.33,-0.04,0.04
3805,-1.73,5.88,10.24,0.23,-0.07,0.01
3867,-1.36,0.88,11.14,0.05,-0.04,0.09
3929,0.78,-1.49,8.17,0.05,0.0,0.01
3990,-2.7,-1.65,8.86,-0.07,-0.03,-0.04
4056,-1.72,-2.57,9.5,-0.21,0.07,-0.02
4120,-0.77,-0.41,12.4,-0.09,0.26,-0.0
4185,2.57,0.29,8.91,-0.59,0.24,-0.01
4247,2.56,4.61,10.47,-0.36,0.08,-0.03
4309,-0.25,4.78,4.15,0.08,-0.13,0.1
4371,2.46,-0.75,11.46,0.43,-0.01,-0.02
4435,2.02,-2.04,9.25,0.27,-0.1,-0.04
4498,-1.16,-1.87,8.79,0.14,-0.06,-0.02
4562,3.42,-4.23,14.17,0.11,0.13,-0.1
4624,-1.1,-1.42,5.93,-0.35,-0.05,-0.0
