Time_ms,Ax,Ay,Az,Gx,Gy,Gz
0,0.64,-12.32,9.19,2.55,0.08,0.21
60,0.48,-7.04,6.13,4.37,0.91,2.52
121,-2.28,7.09,-0.67,4.37,-1.86,1.99
184,4.44,11.44,12.59,0.84,-0.57,0.64
245,1.92,9.03,10.96,-4.37,1.68,-0.62
307,1.36,7.97,1.95,-4.37,2.01,-1.98
369,-2.75,-19.61,2.81,-3.57,-1.5,-2.17
435,-0.3,-7.24,6.47,-0.99,-0.53,-0.45
501,2.55,-10.23,11.25,2.16,0.63,0.67
561,-0.41,-7.34,4.41,4.37,1.19,2.1
623,-1.83,0.16,3.29,4.37,0.56,2.19
684,1.24,11.79,7.89,4.2,-1.06,0.91
744,0.42,12.95,10.02,-2.4,0.2,-0.61
807,1.39,8.13,1.55,-4.37,0.91,-2.82
868,-6.28,-19.61,0.76,-4.37,-0.56,-1.97
934,0.01,-9.96,8.92,1.55,0.43,-0.01
996,-4.78,-5.03,12.64,4.37,0.75,1.59
1058,-0.98,2.46,2.87,4.37,1.02,1.9
1119,-0.82,9.51,10.79,-0.25,-0.05,0.26
1182,-0.95,9.68,0.68,-4.37,-0.45,-3.02
1247,-3.5,-16.72,2.86,-4.37,-0.97,-2.49
1313,1.68,-9.11,8.8,-2.46,-1.48,-1.57
1377,0.03,-11.08,8.28,1.24,1.34,0.9
1438,-2.01,-12.92,3.95,4.37,2.25,3.34
1500,-1.61,4.38,4.92,4.37,-0.42,2.41
1561,-0.99,1.91,9.79,2.05,-0.47,0.95
1623,1.28,5.96,10.38,1.08,-0.22,1.39
1684,0.04,7.66,12.59,-4.27,1.37,-1.58
1746,-0.19,-5.63,-6.06,-4.37,1.2,-4.37
1812,1.02,-10.94,6.48,-0.21,-0.53,-1.08
1877,-1.03,-10.1,8.25,2.3,0.43,0.96
1939,-1.88,-6.03,8.91,4.37,0.76,3.12
2000,-2.18,3.13,6.97,4.37,0.12,1.59
2061,-2.12,4.39,10.68,1.64,-0.33,0.33
2123,-1.44,6.62,10.69,-2.38,0.67,-1.25
2186,-0.68,-1.91,3.76,-4.37,-0.19,-4.37
2252,-0.6,-10.43,8.13,-1.67,-1.41,-0.82
2318,-0.39,-8.75,9.78,0.16,0.34,0.36
2380,-1.93,-8.67,7.9,4.07,1.94,1.33
2442,-3.21,-1.89,4.6,4.37,1.21,2.63
2504,-2.63,4.41,8.97,2.51,-0.32,1.69
2566,-1.96,10.09,10.58,-3.65,0.76,-1.71
2629,-1.19,-3.09,-0.17,-4.37,-1.26,-4.37
2696,2.6,-11.7,10.57,-3.44,-3.06,-1.54
2761,-0.42,-11.14,4.13,1.66,1.13,0.83
2823,-1.69,-10.84,4.8,4.37,0.79,2.85
2885,0.35,-1.31,3.87,4.37,0.8,4.03
2946,-0.1,-0.07,11.27,4.03,-1.21,1.85
3009,-0.67,4.28,7.44,4.07,-0.79,1.1
3071,5.79,12.29,6.56,-3.11,0.11,-1.12
3133,-0.96,-5.86,5.85,-4.37,0.38,-1.07
3198,-0.15,-11.07,4.65,-2.88,-4.37,-0.6
3263,2.17,-7.9,10.07,2.56,-1.42,-1.31
3327,2.99,0.64,8.61,2.86,-1.49,-0.55
3389,6.39,1.24,13.37,2.43,1.02,-2.35
3449,3.24,0.62,8.24,0.11,1.93,0.97
3508,1.98,-0.64,7.98,0.92,2.06,-0.22
3570,0.82,-2.24,9.28,0.5,1.34,0.52
3631,2.86,4.28,10.78,0.26,3.69,0.99
3690,-2.88,-3.43,8.26,0.4,3.92,-0.24
3753,-3.33,0.45,8.6,1.87,1.4,0.22
3814,-5.1,2.2,8.49,0.58,0.79,0.15
3875,-5.56,3.08,8.29,-1.38,-0.22,0.02
3938,-5.08,5.15,5.76,-4.2,-2.54,-3.03
4002,-0.8,-9.03,4.32,-4.37,-3.93,-4.27
4068,2.63,-7.45,10.95,0.61,-1.06,0.17
4130,-0.68,-3.35,9.61,3.5,0.5,3.42
4192,-2.3,-1.62,7.83,4.37,1.13,1.84
4254,-2.09,4.46,8.15,3.52,1.36,-0.85
4316,-2.28,6.35,8.78,-0.23,0.08,0.22
4378,-0.75,11.11,3.59,-4.37,-0.51,-4.35
4443,-1.15,-18.56,4.08,-4.37,-4.37,-3.47
4509,2.88,-11.31,10.96,-0.71,-0.08,-0.42
4573,1.73,-11.76,8.89,4.03,2.4,1.89
4634,-0.55,-5.64,3.38,4.37,2.34,3.74
4696,-2.27,7.65,3.96,4.37,-0.39,2.79
4758,-1.37,5.48,6.99,-1.42,-0.35,-0.71
4822,0.84,7.94,7.5,-4.37,0.57,-3.75
4884,-2.31,-13.52,2.93,-4.37,-1.72,-3.68
4950,-1.01,-7.47,8.2,-1.21,0.37,-0.92
5014,0.38,-10.23,10.09,3.04,1.99,1.15
5075,-1.34,-2.42,2.78,4.37,3.71,3.6
5137,-3.93,5.39,6.95,4.03,0.06,1.94
5198,-3.84,3.86,6.9,2.8,0.07,1.27
5258,-3.77,7.8,7.5,-0.0,-1.02,1.27
5321,-1.28,13.85,3.52,-4.37,-1.11,-4.15
5386,-1.16,-12.56,0.43,-4.37,-2.86,-3.92
5452,3.91,-12.25,11.32,-1.98,-2.22,-1.51
5517,1.32,-7.89,7.61,1.88,1.56,1.57
5577,0.1,-7.75,7.56,3.99,2.52,3.06
5638,-2.23,-0.35,4.64,4.37,2.39,2.9
5700,-3.45,1.59,7.14,3.62,-0.34,3.07
5762,-1.19,8.93,10.29,0.93,-0.0,1.24
5824,-1.58,8.25,6.46,-4.37,0.18,-2.94
5887,-3.0,-12.02,2.64,-4.37,-1.66,-4.26
5953,0.28,-7.1,9.6,-0.94,-1.16,-1.94
6017,2.39,-9.63,11.87,4.37,2.32,2.25
6078,-0.73,1.17,5.32,4.37,1.17,4.17
6139,-1.6,5.48,8.56,1.93,0.1,1.5
6199,-1.13,9.39,9.66,-3.2,0.09,-1.43
6263,-1.18,-5.87,3.14,-4.37,-0.56,-4.37
6329,0.71,-6.96,12.45,1.24,0.59,-0.11
6391,-1.19,-7.19,4.73,4.37,2.04,4.01
6452,-1.53,10.68,8.28,2.38,-0.33,1.24
6514,-2.07,3.75,5.19,-4.37,0.2,-3.74
6578,-0.68,-11.97,8.12,-3.13,-2.42,-3.08
6644,0.58,-11.23,9.94,4.37,1.85,2.32
6704,-2.22,4.2,4.72,4.37,1.01,3.43
6765,-2.5,4.41,9.51,0.24,-0.19,0.1
6827,-1.63,6.66,8.54,-4.37,-0.66,-2.9
6891,-0.59,-6.17,9.42,-1.83,-1.68,-1.77
6957,-0.43,-9.46,8.7,4.37,1.64,1.58
7019,-0.63,9.96,3.03,4.37,0.27,4.31
7080,-0.64,12.8,7.57,-1.98,-0.91,-0.81
7144,2.61,0.45,7.43,-4.37,-2.12,-2.85
7208,-0.11,-2.9,9.22,-1.78,-0.52,-0.44
7273,0.87,-8.24,10.18,4.37,0.75,0.74
7334,0.2,6.07,5.78,4.37,1.32,2.06
7393,1.29,7.51,5.7,4.37,-0.53,1.91
7454,2.21,11.17,7.55,-0.26,-1.67,0.61
7516,1.63,10.66,7.5,-4.37,-0.87,-1.15
7579,0.67,-2.93,5.77,-4.37,-0.01,1.55
7642,-0.53,-3.39,5.64,4.37,0.73,-0.38
7706,1.84,9.12,8.53,3.99,0.01,0.53
7765,1.24,7.77,5.41,3.36,0.36,0.28
7824,1.7,9.5,8.41,-1.04,-0.44,0.07
