Time_ms,Ax,Ay,Az,Gx,Gy,Gz
0,0.02,-1.07,9.84,-0.07,0.81,0.09
62,-0.31,1.16,8.92,0.07,0.23,-0.06
123,1.98,-2.4,13.72,-0.1,-0.49,0.05
187,-2.68,0.98,9.61,0.18,0.05,-0.08
248,-0.53,2.21,6.82,-1.1,-0.1,-0.08
313,0.6,0.91,11.34,0.21,0.41,-0.03
374,-2.48,1.61,6.84,-0.2,-0.0,0.03
437,3.7,0.36,10.88,0.22,0.52,-0.13
497,-0.53,0.51,9.27,0.07,0.32,0.05
558,-4.17,-0.04,7.18,-0.3,-1.0,0.07
623,-4.95,2.66,10.64,0.16,0.48,-0.04
685,-1.88,1.3,6.81,-0.3,0.41,0.04
746,12.65,-1.92,7.34,-0.27,0.57,-0.76
810,1.44,0.24,9.75,0.19,-0.19,0.03
870,-0.28,-4.75,4.6,-0.4,-0.58,0.01
935,-1.24,0.14,11.23,0.17,0.23,0.01
995,-5.68,2.74,4.93,-0.4,0.05,0.08
1057,10.45,-7.24,8.29,-0.08,0.08,-0.17
1120,1.7,0.18,11.19,0.24,-0.2,-0.02
1182,-8.21,4.58,6.14,-0.43,0.05,0.13
1244,8.69,-5.85,8.04,-0.06,0.02,-0.06
1307,-0.79,0.66,9.15,-0.03,-0.12,0.03
1371,-5.37,-1.02,6.9,-0.36,-0.93,0.09
1435,1.53,-0.99,12.22,0.15,1.06,-0.05
1497,-2.89,2.6,6.21,-0.26,0.08,0.05
1559,6.97,-1.3,11.48,-0.03,0.07,0.03
1621,1.55,0.03,9.24,-0.08,-0.03,-0.04
1684,0.67,-1.78,11.16,0.01,-0.96,0.08
1746,-4.53,1.31,10.06,0.24,0.35,-0.02
1809,-5.24,0.62,7.29,-0.44,-0.53,-0.02
1873,2.77,-1.11,11.16,0.03,0.91,-0.05
1935,-3.01,1.73,6.57,-0.33,0.4,0.17
1997,2.75,-2.34,5.7,-0.06,-0.12,0.12
2060,-0.94,1.19,8.85,0.0,-0.27,-0.02
2123,5.22,13.14,18.57,-0.02,-1.19,-0.25
2187,-6.31,1.54,9.66,-0.02,-0.17,-0.05
2251,-0.91,-0.28,10.08,-0.01,0.04,0.06
2315,-2.75,0.67,7.81,-0.23,-0.25,0.05
2378,-3.51,-1.03,10.71,0.15,0.39,0.07
2440,-4.84,2.23,6.63,-0.22,-0.53,0.04
2503,-1.63,-1.52,9.21,0.22,0.71,0.09
2565,-4.27,0.98,8.09,-0.28,0.12,-0.09
2628,2.2,0.65,11.0,-0.09,0.62,0.03
2689,0.72,1.06,10.4,-0.08,0.4,-0.08
2751,-0.29,0.87,9.99,0.31,-0.9,-0.09
2814,-1.36,0.55,9.06,0.01,0.03,-0.24
2876,-0.53,1.67,8.99,0.1,-0.02,0.06
2938,-1.13,-4.19,6.02,-0.29,-0.2,-0.04
3004,0.91,1.43,11.25,0.11,0.4,-0.11
3064,-5.12,-1.09,5.97,-0.36,-0.53,-0.04
3130,5.56,-0.66,11.57,-0.09,0.74,-0.19
3193,2.43,-0.06,9.35,0.02,0.7,0.3
3254,-0.73,-1.37,7.15,-0.14,-0.99,0.06
3319,-4.13,-0.53,10.78,0.34,0.6,-0.05
3382,-6.6,1.02,6.09,-0.36,-0.34,-0.1
3446,4.7,1.4,8.36,-0.18,0.47,-0.04
3508,3.1,-0.32,9.44,0.16,0.21,0.25
3569,2.9,-4.36,8.16,-0.24,-0.21,0.04
3632,2.07,-0.51,10.75,0.16,0.13,-0.0
3694,-1.75,1.06,7.02,-0.34,-0.26,-0.02
3758,3.25,0.57,13.17,-0.04,0.58,-0.08
3820,-0.11,1.75,8.02,-0.05,0.49,0.07
3882,-1.88,-1.7,8.94,-0.11,-0.96,-0.01
3948,-4.62,0.42,9.84,0.29,0.21,-0.01
4010,-4.17,1.02,8.61,-0.25,-0.28,0.01
4073,-1.72,1.56,9.23,0.03,0.42,0.05
4134,-0.09,0.13,11.08,0.22,0.6,0.15
4194,-3.67,1.47,7.02,-0.38,-0.19,0.02
4258,3.4,1.41,12.15,-0.1,0.48,-0.04
4320,1.71,0.59,8.51,0.01,0.53,0.16
4379,-0.28,-1.44,8.31,-0.11,-0.78,-0.05
4445,-4.1,1.28,9.78,0.25,-0.0,-0.02
4508,-3.1,0.34,8.31,-0.3,-0.03,-0.08
4573,4.22,-2.95,11.7,-0.01,0.07,0.02
4635,3.35,-0.15,10.43,0.14,0.45,-0.04
4697,-1.85,0.28,7.31,-0.41,-0.65,-0.08
4761,-5.8,-1.68,9.01,0.28,0.42,0.03
4823,-3.64,1.69,8.95,-0.2,0.19,-0.04
4886,4.94,-0.97,10.86,-0.08,-0.07,-0.02
4951,2.23,0.19,10.7,0.09,0.45,-0.06
5011,-2.18,-0.36,7.45,-0.24,-0.25,-0.05
5077,2.25,-4.86,9.69,0.1,0.63,0.02
5138,0.05,1.45,9.53,-0.02,0.42,-0.03
5200,-1.66,-3.14,12.1,-0.28,-0.48,-0.04
5266,-1.45,0.1,10.23,-0.14,-0.12,0.08
5329,-2.0,2.54,8.51,-0.34,0.71,0.07
5391,-0.43,-2.33,10.31,-0.57,-1.35,-0.21
5456,-6.74,-1.11,10.71,-0.77,0.42,-0.01
5521,-4.22,-2.35,7.46,-0.89,0.03,-0.07
5586,2.9,-5.14,12.04,0.69,-0.6,0.09
5648,-1.03,0.21,9.72,1.06,-0.19,0.29
