Time_ms,Ax,Ay,Az,Gx,Gy,Gz
0,-2.01,1.6,5.98,-0.44,-0.27,-0.27
65,-13.67,5.62,19.61,-0.4,-0.57,0.18
128,-0.64,-2.63,9.11,-0.1,-0.29,-0.31
194,-3.2,1.1,5.71,-0.88,-1.03,-0.94
259,-0.05,-1.93,11.77,0.27,-0.91,0.76
322,-0.29,-0.71,11.63,0.13,-0.6,-0.04
387,-0.29,2.95,7.32,-0.57,-0.67,-0.4
451,0.07,1.63,11.49,-0.23,0.76,0.32
512,-0.44,-2.86,8.45,1.05,1.36,0.2
574,-1.49,3.14,8.81,-0.39,1.0,-0.26
637,-2.82,1.94,10.25,-0.2,0.34,0.06
699,-2.74,-0.74,8.49,0.18,0.48,0.31
761,-1.23,0.7,9.11,-0.15,-0.69,-0.09
826,0.37,-1.08,10.36,0.06,-0.16,-0.01
889,0.2,-1.23,7.83,0.03,-0.34,0.6
951,1.31,2.73,10.59,0.1,-0.82,-0.33
1013,1.08,0.85,12.08,0.41,-0.39,-0.14
1075,0.89,1.01,8.84,-0.32,0.91,-0.6
1138,0.89,0.93,11.73,-0.78,-0.46,-0.0
1201,1.28,1.63,11.27,0.42,0.25,-0.28
1262,-1.82,0.96,7.57,0.06,0.51,0.08
1323,-0.09,1.92,9.88,-0.66,-0.18,0.15
1386,1.14,-2.13,11.53,0.26,0.13,0.11
1447,-0.49,3.76,9.38,0.19,-0.23,-0.03
1510,-1.13,0.13,6.15,3.06,-0.36,0.5
1572,2.28,3.55,12.19,0.46,0.03,-0.24
1633,0.31,2.77,9.16,0.06,0.1,-0.11
1693,-0.78,3.74,7.7,-3.97,0.06,-0.95
1756,-0.69,-4.04,7.69,-3.41,-0.13,-1.52
1822,0.06,-0.29,9.91,-0.17,0.5,0.11
1884,-0.43,-5.05,9.76,1.18,0.06,0.79
1946,1.63,2.91,6.72,3.01,0.89,1.09
2006,1.45,1.37,10.33,-0.25,-0.35,0.3
2068,-0.4,0.87,9.59,0.08,0.13,-0.15
2130,-1.23,4.55,8.77,-3.22,-0.02,-0.65
2194,0.29,-6.29,8.52,-0.49,-0.03,-0.37
2259,-0.2,-1.44,10.46,0.83,-0.06,0.37
2323,0.38,1.99,9.6,2.26,0.37,1.11
2382,-1.32,4.67,9.46,-0.61,-0.18,0.11
2445,-0.29,1.67,9.6,-0.21,0.29,-0.26
2508,-0.1,4.57,9.75,-2.75,0.07,-1.1
2572,0.37,-6.94,8.43,-0.58,-0.25,-0.28
2636,-0.54,0.53,10.8,0.01,-0.07,0.09
2698,0.14,-2.44,10.73,1.78,0.2,0.64
2759,-0.38,2.66,8.01,1.6,0.29,0.45
2820,1.87,-0.35,11.84,-0.23,-0.1,-0.05
2884,0.19,1.09,9.79,-2.22,-0.15,-0.48
2947,-0.69,0.61,7.8,0.06,-0.07,0.1
3009,0.67,2.05,9.84,-0.15,1.0,-0.07
3071,1.02,-0.32,11.92,0.66,0.28,0.48
3132,-0.53,-1.21,7.6,2.39,0.28,1.44
3194,-0.62,0.59,9.23,-0.22,0.1,0.01
3256,-2.31,4.75,9.32,-1.07,0.03,-0.73
3319,0.85,-4.93,9.21,-1.53,-0.88,-0.82
3384,-0.03,-0.41,10.12,0.16,0.12,-0.06
3448,0.99,-0.57,11.81,0.91,-0.5,0.05
3510,-2.24,0.87,6.53,0.52,-1.03,-0.23
3573,0.08,0.73,9.96,-0.12,-0.32,0.08
3635,1.31,2.4,10.01,0.6,-0.97,0.26
3696,0.0,1.28,7.2,-0.15,0.19,-0.15
3758,-0.55,0.62,13.24,-0.87,1.16,-0.41
3821,-2.25,1.53,7.5,-1.31,1.41,0.5
3883,0.14,-0.03,10.1,0.08,0.76,0.88
3944,-0.08,-1.25,10.4,-0.01,-0.19,-0.28
4010,-2.03,1.37,8.36,0.18,-0.01,0.06
4072,-0.5,0.2,9.08,-0.3,-0.43,-0.0
4137,0.34,0.63,13.56,0.09,-0.57,0.22
4198,0.28,0.06,8.93,0.27,0.6,0.29
4257,-0.54,2.46,7.64,-0.15,0.41,-0.13
