Time_ms,Ax,Ay,Az,Gx,Gy,Gz
0,0.53,-0.05,9.88,-0.06,0.03,-0.01
64,0.61,0.01,9.93,-0.05,0.03,-0.0
125,0.49,-0.05,9.78,-0.05,0.03,-0.01
189,0.52,-0.06,9.94,-0.05,0.04,-0.01
252,0.55,-0.09,9.89,-0.06,0.03,-0.01
315,0.5,-0.09,9.87,-0.05,0.03,-0.01
378,0.56,-0.09,9.84,-0.06,0.03,-0.01
441,0.56,-0.11,9.88,-0.05,0.04,-0.01
505,0.56,-0.13,9.92,-0.05,0.03,-0.01
568,0.59,-0.14,9.84,-0.06,0.03,-0.01
631,0.52,-0.11,9.88,-0.05,0.03,-0.01
694,0.57,-0.09,9.89,-0.05,0.03,-0.01
758,0.56,-0.15,9.96,-0.06,0.03,-0.01
821,0.51,-0.05,9.79,-0.05,0.03,-0.01
884,0.58,-0.06,9.85,-0.05,0.03,-0.01
947,0.57,-0.11,9.89,-0.06,0.03,-0.01
1011,0.55,-0.05,9.8,-0.05,0.03,-0.01
1074,0.55,-0.12,9.9,-0.06,0.03,-0.01
1137,0.51,-0.09,9.87,-0.06,0.03,-0.01
1200,0.47,-0.09,9.9,-0.06,0.03,-0.01
1264,0.49,-0.04,9.82,-0.06,0.03,-0.01
1327,0.57,-0.09,9.91,-0.05,0.02,-0.01
1390,0.68,-0.15,9.95,-0.06,0.03,-0.01
1453,0.64,-0.13,9.98,-0.05,0.04,-0.0
1517,0.45,-0.1,9.84,-0.05,0.04,-0.01
1580,0.42,-0.01,9.83,-0.05,0.03,-0.01
1643,0.53,-0.04,9.86,-0.06,0.03,-0.01
1706,0.5,-0.06,9.91,-0.06,0.02,-0.01
1770,0.59,-0.15,9.85,-0.06,0.03,-0.01
1833,0.59,-0.16,9.93,-0.06,0.03,-0.01
1896,0.6,-0.14,9.92,-0.05,0.04,-0.01
1959,0.58,-0.0,9.89,-0.05,0.04,-0.01
2023,0.5,-0.07,9.83,-0.05,0.04,-0.01
2086,0.51,-0.09,9.9,-0.06,0.03,-0.01
2149,0.57,-0.04,9.85,-0.06,0.03,-0.01
2212,0.55,-0.07,9.95,-0.05,0.04,-0.01
2276,0.56,-0.05,9.93,-0.05,0.03,-0.01
2339,0.55,-0.11,9.84,-0.05,0.04,-0.01
2402,0.47,-0.06,9.84,-0.05,0.03,-0.01
2465,0.56,-0.06,9.85,-0.05,0.03,-0.01
2529,0.58,-0.07,9.96,-0.05,0.03,-0.01
2592,0.52,-0.11,9.9,-0.06,0.04,-0.01
2655,0.65,-0.11,9.97,-0.06,0.04,-0.01
2718,0.66,-0.14,9.96,-0.05,0.03,-0.01
2782,0.55,-0.06,9.87,-0.05,0.04,-0.01
2845,0.38,-0.03,9.86,-0.05,0.02,-0.0
2908,0.39,-0.08,9.84,-0.08,0.06,-0.01
2971,0.48,-0.16,9.8,-0.08,0.07,-0.01
3035,0.48,-0.05,9.89,-0.03,-0.0,-0.01
3099,0.57,-0.06,9.81,-0.03,-0.02,-0.01
3164,0.47,-0.16,9.91,0.03,-0.14,0.01
3225,0.84,0.06,9.81,-0.02,0.03,-0.01
3287,0.8,0.07,9.88,-0.06,-0.01,-0.0
3351,0.66,0.09,9.79,-0.02,-0.25,0.04
3412,0.87,0.13,9.99,-0.06,-0.04,0.01
3474,0.75,0.0,9.87,-0.09,0.03,-0.0
3536,1.11,-0.07,9.94,-0.03,0.02,-0.01
3599,1.08,-0.09,9.79,-0.07,0.08,-0.01
3662,0.87,-0.11,9.8,-0.09,0.09,-0.01
3726,0.84,0.04,9.8,-0.04,-0.04,0.0
3787,0.9,-0.04,9.83,-0.04,-0.01,-0.01
3852,0.95,-0.1,9.9,-0.06,0.03,-0.01
3915,0.86,-0.1,9.89,-0.06,0.04,-0.01
3978,0.93,-0.08,9.93,-0.06,0.04,-0.01
4042,0.89,-0.08,9.84,-0.05,0.03,-0.01
4105,0.95,-0.07,9.91,-0.04,0.02,-0.01
4168,0.99,-0.09,9.87,-0.06,0.06,-0.01
4231,0.86,-0.11,9.88,-0.06,0.06,-0.01
4295,0.92,-0.05,9.77,-0.06,0.06,-0.01
4358,0.92,-0.06,9.79,-0.07,0.08,-0.01
4421,0.85,-0.07,9.84,-0.06,0.03,-0.01
4484,0.87,-0.11,9.9,-0.05,0.03,-0.01
4548,0.93,-0.1,9.84,-0.06,0.04,-0.01
4611,0.87,-0.1,9.88,-0.05,0.04,-0.01
4674,0.86,-0.01,9.88,-0.06,0.04,-0.01
4737,0.85,-0.1,9.78,-0.06,0.04,-0.01
4801,0.87,-0.11,9.88,-0.06,0.04,-0.01
4864,0.89,-0.08,9.83,-0.06,0.03,-0.01
4927,0.87,-0.15,9.81,-0.06,0.03,-0.01
4990,0.85,-0.09,9.9,-0.06,0.04,-0.01
5054,0.85,-0.07,9.86,-0.06,0.04,-0.01
