Time_ms,Ax,Ay,Az,Gx,Gy,Gz
0,-1.15,-2.12,12.49,-0.11,0.25,0.09
63,2.87,-2.3,7.83,-0.14,0.04,-0.11
126,-2.23,-0.14,9.22,-0.14,-0.16,-0.09
192,-3.9,-1.95,10.4,-0.25,0.2,0.07
255,3.17,-2.7,8.45,-0.35,0.13,-0.08
318,0.33,-0.68,9.66,-0.33,-0.03,-0.1
383,-2.74,-0.49,5.35,-0.36,0.15,0.07
446,2.48,-1.5,10.99,-0.19,0.33,-0.05
509,5.98,-0.13,10.53,-0.2,0.08,-0.08
573,-4.04,4.72,7.06,0.0,-0.22,0.1
634,2.48,-0.46,9.67,-0.07,0.26,0.0
696,5.75,-1.44,8.66,-0.12,-0.04,-0.06
761,-4.35,3.04,8.66,0.06,-0.42,0.01
823,1.93,-1.8,8.43,0.22,0.29,0.04
883,3.28,-2.91,9.5,-0.11,-0.03,-0.04
948,-5.62,-4.22,9.46,0.78,-0.16,0.7
1011,-11.43,-6.93,3.35,0.04,-0.65,0.09
1074,-5.43,2.53,8.15,-0.45,0.08,-0.03
1137,-3.41,2.98,8.48,-0.58,-0.03,-0.07
1202,-0.3,3.61,10.91,-0.25,0.11,0.01
1264,0.78,2.86,11.0,-0.03,0.02,-0.01
1326,0.02,1.75,10.27,0.07,-0.02,-0.0
1388,0.35,0.61,10.06,0.05,-0.03,-0.01
1450,0.06,0.37,9.8,0.04,-0.02,-0.02
1512,0.74,1.28,8.1,-0.12,0.1,0.02
1572,1.32,1.0,8.9,0.05,-0.05,-0.03
1634,-0.99,0.82,9.79,0.07,-0.05,-0.02
1697,3.12,-1.6,11.86,0.25,0.07,-0.03
1759,1.26,-0.82,10.88,0.08,-0.13,-0.04
1823,-2.79,0.48,9.5,0.11,-0.06,-0.01
1886,2.43,-1.66,9.23,0.05,0.02,0.01
1947,-0.02,-1.12,8.68,0.05,-0.04,-0.02
2011,-0.09,-1.86,9.5,0.06,0.01,-0.0
2074,2.11,-1.87,6.87,0.06,-0.08,0.03
2136,-2.17,0.07,11.13,-0.1,-0.09,-0.06
2201,-1.92,1.25,9.78,-0.12,0.09,0.03
2263,2.03,1.16,7.82,-0.06,-0.02,-0.01
2326,-0.44,1.86,10.08,0.14,-0.1,-0.05
2389,-0.94,0.65,10.12,0.13,-0.01,0.0
2451,2.03,-0.64,9.05,0.07,0.06,0.01
2512,-0.98,0.19,8.84,0.08,-0.16,-0.06
2575,-3.41,-0.08,9.39,0.09,0.04,0.01
2637,2.84,-2.05,9.01,-0.02,0.16,0.04
2699,3.1,-0.18,15.4,-0.13,-0.08,-0.1
2763,-5.5,1.74,10.31,-0.03,-0.07,-0.03
2828,-0.58,0.18,9.19,-0.03,0.05,-0.0
2891,-1.57,0.63,8.84,0.1,0.05,0.03
2952,1.36,-1.5,9.26,0.1,0.06,0.0
3012,-2.0,-2.12,6.96,-0.03,-0.03,-0.05
3078,-3.83,-0.35,8.21,0.0,0.03,0.02
3140,1.8,-2.65,8.93,-0.07,0.1,0.0
3202,-4.23,-0.34,7.0,-0.28,-0.1,-0.06
3268,-3.57,0.06,9.61,-0.1,0.15,0.04
3330,2.34,-2.22,9.26,-0.13,0.17,-0.0
3393,0.96,-1.17,9.56,-0.2,-0.05,-0.05
3458,-3.3,0.46,9.46,-0.07,0.02,-0.02
3521,0.22,-0.75,9.68,-0.05,0.13,0.02
3583,1.3,-1.8,10.97,-0.03,-0.04,-0.06
3647,-1.46,-0.09,9.57,-0.06,-0.01,-0.01
3713,-0.13,-0.61,9.72,0.03,0.03,-0.01
3776,0.24,-3.24,9.24,0.06,-0.06,-0.07
3840,-1.41,-0.99,9.39,-0.05,0.01,0.01
3903,0.81,-1.95,9.05,-0.03,0.04,-0.0
3966,0.39,-1.0,8.35,-0.04,-0.08,-0.07
4031,-3.67,-0.47,10.05,-0.06,-0.01,-0.02
4096,-1.34,-0.58,9.28,-0.04,0.11,0.03
4160,3.55,-0.06,14.41,-0.06,0.09,-0.03
4223,-2.39,-0.17,10.31,-0.25,-0.08,-0.06
4289,-4.38,0.82,8.84,-0.2,0.11,-0.03
