Time_ms,Ax,Ay,Az,Gx,Gy,Gz
0,0.15,-0.1,10.14,0.08,-0.03,-0.02
63,0.37,-0.44,9.89,0.04,-0.02,-0.01
126,0.15,-0.28,8.86,0.03,0.0,-0.02
188,0.35,-0.86,9.42,0.0,0.05,-0.02
250,-0.32,-0.93,9.96,-0.07,0.06,-0.01
314,-0.13,-0.53,9.52,-0.11,0.05,-0.0
379,0.53,-0.85,10.64,-0.23,0.06,-0.02
442,0.11,-0.19,8.93,-0.11,0.07,0.0
504,0.54,-0.26,9.8,-0.09,0.06,-0.0
567,1.05,0.16,8.88,-0.03,0.05,-0.01
629,0.09,0.24,10.31,-0.01,0.05,-0.01
691,0.21,0.24,10.01,-0.05,0.04,0.0
752,-2.34,2.05,4.68,0.02,-0.12,-0.04
815,0.93,-1.23,11.23,0.01,-0.04,-0.02
878,0.85,-0.46,9.81,-0.02,0.02,-0.01
941,-0.06,-0.15,8.1,-0.0,0.02,-0.01
1006,0.2,0.19,8.34,0.02,0.04,-0.01
1066,0.08,-0.39,9.21,-0.06,0.09,0.01
1128,0.65,-0.79,10.25,-0.11,0.07,-0.0
1192,0.54,-0.5,10.3,-0.09,0.07,0.0
1254,-0.36,0.41,9.63,-0.06,0.02,-0.01
1317,0.28,0.23,10.02,-0.04,0.02,-0.01
1379,1.82,-0.06,10.6,0.15,0.05,-0.01
1441,0.25,0.1,11.04,-0.0,0.05,-0.01
1503,-0.36,0.62,9.94,-0.06,0.03,0.01
1565,-0.36,0.13,9.57,0.1,-0.07,-0.08
1628,1.02,-0.77,10.52,-0.06,0.01,-0.02
1691,0.39,0.0,9.24,-0.01,0.03,0.0
1752,0.37,0.13,7.68,-0.06,0.04,-0.01
1814,-1.17,1.46,6.08,0.12,-0.08,-0.07
1877,-0.13,-1.21,10.6,-0.07,0.07,-0.0
1941,0.29,-0.68,9.6,-0.13,0.08,0.01
2003,-0.35,0.78,3.5,-0.17,-0.06,0.05
2067,-0.38,0.41,10.35,0.01,0.03,-0.02
2129,0.8,0.28,10.94,-0.07,0.08,0.01
2189,1.98,0.89,10.5,-0.01,0.03,-0.02
2251,0.41,-0.61,10.35,0.06,0.02,-0.03
2314,-1.14,-0.63,10.5,-0.05,0.06,0.0
2377,0.26,-0.61,9.5,-0.08,0.06,0.01
2439,0.78,-1.13,12.03,-0.13,0.1,0.01
2501,-1.39,1.25,9.34,-0.14,0.01,-0.02
2564,-0.23,0.71,9.94,-0.1,0.03,-0.01
2627,4.56,-3.78,16.54,-0.32,0.17,0.08
2689,0.85,2.0,8.6,-0.09,0.01,-0.02
2751,-0.23,1.44,9.7,0.0,0.0,-0.01
2813,-0.18,1.1,9.66,0.09,-0.04,-0.05
2876,1.75,0.25,10.84,-0.03,0.01,-0.01
2938,0.67,1.03,9.66,0.02,0.0,-0.01
2999,-1.78,0.97,8.81,-0.08,-0.0,0.02
3062,-0.0,-0.01,9.62,0.07,-0.02,-0.02
3127,0.84,-0.81,10.14,0.03,-0.01,-0.02
3190,-0.45,-0.48,9.39,0.02,-0.0,-0.02
3254,-0.95,0.17,9.79,-0.09,0.09,0.04
