Time_ms,Ax,Ay,Az,Gx,Gy,Gz
0,1.12,2.42,5.17,-4.37,1.76,-4.37
26,-0.49,-5.58,3.18,-4.37,-0.57,-4.37
52,-0.84,-7.07,7.65,-4.37,-1.48,-2.88
77,1.17,-4.72,7.24,-3.04,-1.17,-0.7
103,-2.25,-5.89,6.95,-1.71,-1.16,-0.06
128,-0.53,-8.67,9.29,0.55,-0.77,0.82
154,-1.67,-4.53,9.57,2.34,0.59,1.28
178,0.29,-4.58,10.31,3.66,2.19,1.23
204,-0.74,-6.38,8.39,4.37,3.93,2.73
230,-8.37,-5.17,3.7,4.37,2.28,2.62
255,-3.28,0.58,5.02,4.37,0.85,3.93
281,-7.49,12.77,6.9,2.81,-0.68,4.21
306,0.96,6.46,12.08,0.98,0.25,2.44
332,-3.12,5.44,7.17,1.96,1.72,0.2
358,-6.17,9.14,6.13,0.83,0.91,-0.15
383,-3.0,9.19,9.45,-0.65,0.24,-0.45
409,-5.2,15.9,8.45,-3.72,-0.09,-2.94
433,-6.41,9.56,3.52,-4.37,-2.09,-4.37
459,-2.92,-7.1,2.05,-4.37,-4.37,-4.37
485,0.92,-5.14,4.67,-4.37,-4.37,-2.98
510,0.05,-2.58,5.34,-3.73,-4.37,-2.01
536,6.35,-8.28,8.52,-3.45,-4.37,-1.62
561,6.88,-9.86,13.77,-0.09,-0.69,-0.93
587,-0.4,-4.09,6.3,2.45,0.11,-0.01
613,1.68,-5.25,7.89,3.43,-0.74,0.57
638,2.81,-1.67,9.9,4.32,-0.7,0.77
664,1.91,-3.3,5.75,4.37,-0.16,0.84
688,2.21,0.47,7.92,4.37,-0.58,1.31
714,3.56,3.88,10.45,4.37,-0.6,1.32
740,3.41,9.27,7.75,3.44,-0.48,-0.97
765,2.01,1.64,6.93,3.83,0.36,-2.84
791,2.56,0.56,6.37,4.37,0.3,-0.48
816,2.82,8.86,4.62,4.37,-0.34,0.75
842,2.07,7.87,3.55,4.37,-0.61,0.68
868,1.79,10.21,5.12,-1.53,-0.4,0.66
893,5.5,13.54,10.4,-4.2,0.51,0.86
