Time_ms,Ax,Ay,Az,Gx,Gy,Gz
0,-0.35,-0.34,9.85,-0.04,0.0,-0.01
64,-0.31,0.2,9.87,-0.07,0.03,-0.01
128,-0.33,0.43,9.68,1.04,0.14,-0.02
190,-0.05,-0.12,10.05,-0.36,0.08,0.04
253,-0.27,-0.24,9.93,0.11,0.03,-0.01
316,-0.71,-0.06,10.12,0.05,0.13,0.04
378,2.48,0.68,9.8,-0.16,0.22,-0.06
440,-0.13,-0.7,9.82,-0.15,0.03,0.01
504,8.49,-2.68,5.62,-0.23,0.89,-0.46
567,4.03,0.68,10.3,-0.05,-0.05,-0.1
630,0.02,-0.47,10.08,-0.03,0.05,-0.0
694,-0.25,0.22,9.83,-0.1,0.05,-0.01
757,-0.37,4.46,10.81,0.72,-0.22,-0.08
820,0.15,-1.24,9.95,-0.07,0.19,0.01
882,-0.28,0.45,9.79,0.02,0.04,-0.01
944,11.87,11.99,8.62,-0.62,0.54,1.04
1005,-2.63,-0.58,9.58,-0.55,0.09,0.08
1069,-0.48,0.21,9.88,0.24,0.02,-0.02
1131,-0.24,0.14,9.93,-0.2,0.05,-0.01
1194,-0.04,1.16,11.27,0.09,-0.26,-0.0
1257,0.39,-0.53,9.94,-0.11,0.02,0.0
1319,-0.4,0.22,9.85,-0.08,0.02,-0.0
1383,-0.84,-13.4,12.0,0.29,-0.07,0.04
1446,-3.52,0.32,9.08,-0.57,-0.0,0.0
1509,-0.41,-0.52,9.59,0.21,0.0,-0.02
1572,-0.15,0.49,9.93,-0.22,0.3,-0.05
1636,-0.01,1.81,12.05,0.96,0.04,-0.02
1698,0.18,-0.33,10.27,0.14,-0.01,-0.02
1761,-0.26,-0.07,9.98,-0.14,0.06,-0.0
1826,6.57,-11.39,5.85,-0.61,-0.14,-0.07
1890,2.96,-0.71,9.97,-0.17,0.91,-0.16
1954,-0.29,-0.05,9.97,0.15,0.11,-0.02
2017,-0.2,-0.14,9.89,-0.08,0.02,-0.01
2082,-0.03,0.15,12.68,-0.01,0.12,-0.07
2145,-0.34,0.21,9.99,0.02,-0.03,-0.02
2208,-0.29,-0.08,9.92,-0.1,0.03,-0.0
2273,0.71,-1.73,10.01,0.11,-0.08,0.01
2335,-0.27,0.27,9.65,-0.17,-0.05,-0.0
2400,-0.08,-0.13,9.89,0.0,0.03,-0.01
2463,-5.82,0.29,12.62,0.95,0.21,0.08
2524,-1.08,-0.02,9.96,-0.12,0.09,-0.01
2589,-0.2,-0.24,9.91,0.06,0.01,-0.01
2652,-0.26,-0.05,9.85,-0.11,0.03,-0.01
2717,-0.67,-0.83,8.56,0.41,0.2,0.12
2779,0.68,-0.5,10.07,-0.18,0.03,0.01
2841,-0.14,0.03,9.88,-0.01,0.01,-0.01
2904,-19.61,-3.05,0.16,-0.63,-2.48,-0.94
2970,1.37,-0.08,10.35,0.09,0.13,-0.06
3032,0.09,0.14,9.99,-0.1,0.05,-0.01
3094,-0.27,-0.12,9.85,-0.02,0.03,-0.01
3159,0.54,0.25,11.19,0.17,0.12,0.13
3218,-0.48,-1.16,9.69,-0.33,-0.01,0.04
3283,-0.23,0.46,9.9,0.06,-0.0,-0.02
3346,5.68,-14.73,5.2,-0.8,0.06,0.32
3408,2.39,0.94,9.7,-0.28,0.37,-0.43
3470,-0.08,-0.7,9.8,-0.15,0.07,0.02
