Time_ms,Microphone
0,343
22,357
43,384
65,381
87,330
108,362
130,355
152,392
173,368
195,360
217,336
238,375
260,356
281,373
303,380
325,382
346,378
368,355
390,392
411,369
433,359
455,372
476,374
498,341
519,330
541,355
563,482
584,492
606,387
628,353
649,417
671,359
692,357
714,367
736,364
757,386
779,359
801,366
822,379
844,361
866,490
887,365
909,343
930,355
952,353
974,370
995,457
1017,348
1039,399
1060,373
1082,392
1104,384
1125,366
1147,528
1168,493
1190,366
1212,361
1233,347
1255,378
1277,387
1298,366
1320,470
1341,369
1363,370
1385,339
1406,358
1428,504
1450,378
1471,350
1493,425
1515,364
1536,413
1558,365
1579,505
1601,325
1623,367
1644,372
1666,351
1688,351
1709,328
1731,356
1753,378
1774,330
1796,494
1817,423
1839,374
1861,370
1882,338
1904,468
1926,367
1947,421
1969,356
1990,355
2012,431
2034,363
2055,356
2077,477
2099,330
2120,366
2142,509
2164,355
2185,360
2207,374
2228,381
2250,373
2272,343
2293,388
2315,445
2337,424
2358,361
2380,373
2402,363
2423,370
2445,337
2466,518
2488,374
2510,377
2531,325
2553,372
2575,368
2596,353
2618,367
2640,380
2661,366
2683,383
2704,371
2726,371
2748,346
2769,379
2791,522
2813,336
2834,363
2856,364
2877,355
2899,349
2921,338
2942,353
2964,473
2986,404
3007,349
3029,360
3051,367
3072,367
3094,378
3115,384
3137,338
3159,373
3180,344
3202,398
3224,375
3245,493
3267,365
3288,378
3310,501
3332,355
3353,444
3375,359
3397,363
3418,396
3440,348
3462,359
3483,389
3505,341
3526,368
3548,383
3570,431
3591,398
3613,338
3635,361
3656,377
3678,334
3700,374
3721,361
3743,354
3764,375
3786,335
3808,374
3829,377
3851,351
3873,334
3894,496
3916,378
3937,361
3959,375
3981,363
4002,514
4024,525
4046,359
4067,336
4089,372
4111,371
4132,375
4154,438
4175,354
4197,341
4219,521
4240,358
4262,370
4284,425
4305,387
4327,379
4349,371
4370,366
4392,374
4413,349
4435,479
4457,362
4478,339
4500,381
4522,482
4543,388
4565,306
4586,467
4608,375
4630,371
4651,355
4673,368
4695,363
4716,340
4738,380
4760,385
4781,359
4803,361
4824,356
4846,519
4868,516
4889,514
4911,362
4933,392
4954,372
4976,362
4998,373
5019,331
5041,376
5062,451
5084,334
5106,361
5127,361
5149,387
5171,363
5192,388
5214,366
5235,359
5257,371
5279,361
5300,404
5322,370
5344,520
5365,366
5387,362
5409,365
5430,349
5452,361
5473,375
5495,356
5517,366
5538,388
5560,387
5582,358
5603,389
5625,336
5647,356
5668,441
5690,343
5711,374
5733,357
5755,371
5776,389
5798,489
5820,357
5841,376
5863,346
5884,371
5906,374
5928,368
5949,456
5971,354
5993,345
6014,371
6036,404
6058,396
6079,469
6101,375
6122,388
6144,336
6166,366
6187,419
6209,355
6231,366
6252,367
6274,375
6296,345
6317,388
6339,369
6360,361
6382,368
6404,361
6425,340
6447,365
6469,396
6490,357
6512,467
6533,361
6555,451
6577,371
6598,427
6620,345
6642,364
6663,415
6685,374
6707,413
6728,424
6750,370
6771,452
6793,404
6815,338
6836,387
6858,335
6880,328
6901,432
6923,328
6945,317
6966,362
6988,419
7009,347
7031,351
7053,400
7074,361
7096,393
7118,417
7139,386
7161,373
7182,364
7204,388
7226,339
7247,345
7269,456
7291,354
7312,328
7334,371
7356,351
7377,409
7399,374
7420,369
7442,431
7464,382
7485,456
7507,523
7529,345
7550,363
7572,373
7594,397
7615,477
7637,417
7658,481
7680,369
7702,370
7723,383
7745,326
7767,360
7788,484
7810,412
7832,381
7853,373
7875,336
7896,531
7918,354
7940,492
7961,385
7983,350
8005,389
8026,330
8048,482
8069,397
8091,377
8113,345
8134,442
8156,370
8178,421
8199,363
8221,354
8243,514
8264,376
8286,333
8307,300
8329,353
8351,387
8372,362
8394,376
8416,505
8437,377
8459,347
8480,436
8502,367
8524,366
8545,346
8567,326
8589,514
8610,391
8632,337
8654,365
8675,331
8697,377
8718,326
8740,371
8762,354
8783,396
8805,375
8827,324
8848,360
8870,530
8892,350
8913,365
8935,328
8956,349
8978,523
9000,522
9021,466
9043,366
9065,388
9086,362
9108,431
9129,358
9151,372
9173,394
9194,425
9216,359
9238,365
9259,445
9281,359
9303,505
9324,353
9346,373
9367,340
9389,339
9411,351
9432,354
9454,379
9476,350
9497,383
9519,374
9541,361
9562,357
9584,335
9605,492
9627,426
9649,372
9670,356
9692,524
9714,365
9735,326
9757,426
9778,397
9800,366
9822,493
9843,381
9865,346
9887,380
9908,490
9930,393
9952,495
9973,411
9995,371
10016,370
10038,330
10060,498
10081,380
10103,396
10125,353
10146,355
10168,395
10190,402
10211,377
10233,368
10254,359
10276,328
