Time_ms,Microphone
0,362
22,461
43,379
65,358
87,363
108,445
130,371
152,366
173,469
195,400
216,364
238,387
260,380
281,377
303,307
325,383
346,370
368,332
389,456
411,353
433,389
454,355
476,383
498,478
519,368
541,462
563,381
584,492
606,390
627,442
649,361
671,441
692,376
714,441
736,331
757,369
779,385
801,492
822,329
844,367
865,342
887,358
909,367
930,383
952,365
974,356
995,342
1017,373
1038,382
1060,402
1082,362
1103,380
1125,337
1147,470
1168,377
1190,517
1212,362
1233,481
1255,351
1276,508
1298,515
1320,418
1341,371
1363,355
1385,356
1406,367
1428,380
1450,353
1471,376
1493,374
1514,378
1536,331
1558,362
1579,386
1601,373
1623,369
1644,370
1666,345
1688,351
1709,332
1731,376
1752,355
1774,367
1796,376
1817,359
1839,350
1861,332
1882,359
1904,346
1925,358
1947,376
1969,388
1990,494
2012,369
2034,351
2055,362
2077,347
2099,378
2120,334
2142,379
2163,392
2185,373
2207,383
2228,367
2250,375
2272,384
2293,359
2315,439
2336,360
2358,380
2380,380
2401,377
2423,389
2445,385
2466,334
2488,359
2510,333
2531,351
2553,350
2574,362
2596,361
2618,379
2639,414
2661,427
2683,421
2704,367
2726,350
2748,514
2769,358
2791,370
2812,382
2834,333
2856,379
2877,353
2899,328
2921,361
2942,350
2964,363
2985,519
3007,351
3029,399
3050,395
3072,364
3094,324
3115,419
3137,463
3159,382
3180,353
3202,503
3223,365
3245,365
3267,383
3288,378
3310,497
3332,370
3353,515
3375,378
3397,376
3418,503
3440,370
3461,361
3483,362
3505,396
3526,364
3548,332
3570,499
3591,395
3613,396
3634,303
3656,364
3678,342
3699,372
3721,374
3743,402
3764,391
3786,385
3808,397
3829,355
3851,337
3872,356
3894,368
3916,374
3937,365
3959,353
3981,341
4002,471
4024,353
4046,335
4067,376
4089,380
4110,343
4132,341
4154,358
4175,342
4197,383
4219,408
4240,391
4262,384
4283,318
4305,390
4327,514
4348,379
4370,383
4392,363
4413,353
4435,380
4457,370
4478,458
4500,315
4521,319
4543,358
4565,367
4586,371
4608,389
4630,374
4651,343
4673,375
4695,366
4716,378
4738,368
4759,380
4781,369
4803,399
4824,371
4846,372
4868,329
4889,358
4911,333
4932,377
4954,375
4976,476
4997,356
5019,379
5041,373
5062,350
5084,360
5106,394
5127,358
5149,334
5170,386
5192,377
5214,361
5235,381
5257,376
5279,365
5300,449
5322,378
5344,358
5365,367
5387,367
5408,345
5430,387
5452,444
5473,387
5495,366
5517,355
5538,357
5560,347
5581,348
5603,365
5625,368
5646,372
5668,347
5690,366
5711,358
5733,365
5755,351
5776,348
5798,364
5819,361
5841,359
5863,330
5884,428
5906,456
5928,346
5949,366
5971,372
5993,363
6014,369
6036,442
6057,346
6079,449
6101,381
6122,354
6144,370
6166,368
6187,361
6209,362
6230,357
6252,339
6274,370
6295,339
6317,383
6339,376
6360,385
6382,365
6404,513
6425,361
6447,365
6468,372
6490,396
6512,366
6533,387
6555,378
6577,424
6598,372
6620,527
6642,412
6663,314
6685,388
6706,368
6728,368
6750,376
6771,377
6793,354
6815,341
6836,377
6858,428
6880,508
6901,329
6923,365
6944,389
6966,401
6988,348
7009,369
7031,371
7053,323
7074,346
7096,436
7117,386
7139,372
7161,366
7182,359
7204,362
7226,388
7247,465
7269,387
7291,381
7312,366
7334,521
7355,382
7377,376
7399,436
7420,342
7442,364
7464,464
7485,360
7507,519
7528,322
7550,349
7572,379
7593,387
7615,358
7637,364
7658,373
7680,340
7702,328
7723,370
7745,358
7766,356
7788,398
7810,351
7831,297
7853,340
7875,343
7896,483
7918,375
7940,388
7961,515
7983,322
8004,362
8026,350
8048,357
8069,358
8091,370
8113,442
8134,407
8156,357
8177,376
8199,342
8221,378
8242,433
8264,387
8286,366
8307,334
8329,331
8351,493
8372,334
8394,400
8415,361
8437,367
8459,361
8480,372
8502,389
8524,359
8545,438
8567,393
8589,316
8610,367
8632,390
8653,392
8675,348
8697,351
8718,361
8740,366
8762,363
8783,388
8805,471
8826,410
8848,333
8870,380
8891,373
8913,349
8935,358
8956,337
8978,379
9000,389
9021,402
9043,349
9064,355
9086,378
9108,492
9129,481
9151,367
9173,363
9194,342
9216,381
9238,345
9259,342
9281,362
9302,379
9324,350
9346,359
9367,356
9389,363
9411,372
9432,369
9454,328
9475,346
9497,374
9519,345
9540,344
9562,348
9584,379
9605,443
9627,476
9649,383
9670,358
9692,455
9713,421
9735,401
9757,361
9778,360
9800,371
9822,352
9843,377
9865,376
9887,394
9908,498
9930,376
9951,410
9973,501
9995,467
10016,402
10038,330
10060,382
10081,342
10103,360
10124,394
10146,351
10168,371
10189,355
10211,471
10233,355
10254,377
10276,505
10298,359
10319,344
10341,365
10362,380
10384,373
10406,368
10427,318
10449,377
10471,377
10492,363
10514,366
10536,432
10557,360
10579,371
10600,368
10622,394
10644,444
10665,380
10687,406
10709,494
10730,390
10752,363
10773,359
10795,367
10817,385
10838,333
10860,354
10882,372
10903,411
10925,360
10947,395
10968,345
10990,345
11011,502
11033,379
11055,373
11076,321
11098,360
11120,339
11141,333
11163,361
11185,366
11206,361
11228,328
11249,384
11271,390
11293,510
11314,350
11336,354
11358,372
11379,350
11401,450
11422,327
11444,363
11466,361
11487,404
11509,504
11531,358
11552,311
11574,370
11596,370
11617,374
11639,462
11660,412
11682,371
11704,518
11725,379
11747,387
11769,374
11790,321
11812,486
11834,364
11855,386
11877,367
11898,383
11920,357
11942,380
11963,374
11985,361
12007,353
12028,340
12050,373
12072,418
12093,419
12115,374
12136,362
12158,469
12180,367
12201,400
12223,356
12245,365
12266,375
12288,365
12309,368
12331,360
12353,365
12374,354
12396,387
12418,349
12439,374
12461,349
12483,369
12504,357
12526,389
12547,374
12569,348
12591,493
12612,362
12634,385
12656,341
12677,366
12699,521
12720,504
12742,429
12764,379
12785,418
12807,518
12829,363
12850,354
12872,342
12894,412
12915,381
12937,369
12958,459
12980,367
13002,386
13023,334
13045,371
13067,387
13088,418
13110,363
13132,379
13153,361
13175,375
13196,458
13218,350
13240,444
13261,371
13283,369
13305,332
13326,355
13348,357
13369,302
13391,357
13413,455
13434,340
13456,336
13478,373
13499,370
13521,371
13543,485
13564,386
13586,377
13607,374
13629,368
13651,514
13672,353
13694,361
13716,383
13737,323
13759,528
13781,362
13802,332
13824,368
13845,345
13867,355
13889,390
13910,354
13932,337
13954,358
13975,377
13997,341
14018,347
14040,445
14062,504
14083,378
14105,420
14127,358
14148,382
14170,358
14192,387
14213,367
14235,341
14256,445
14278,466
14300,358
14321,359
14343,356
14365,540
14386,380
14408,370
14430,388
14451,441
14473,402
14494,365
14516,372
14538,359
14559,347
14581,360
14603,374
14624,351
14646,412
14667,369
14689,474
14711,529
14732,379
14754,357
14776,372
14797,368
14819,382
14841,374
14862,393
14884,364
14905,385
14927,350
14949,333
14970,348
14992,381
15014,367
15035,421
15057,492
15079,375
15100,374
15122,347
15143,346
15165,381
15187,362
15208,330
15230,382
15252,357
15273,338
