Time_ms,Microphone
0,371
21,377
43,338
65,380
86,363
108,333
130,408
151,326
173,355
195,490
216,386
238,380
259,379
281,451
303,367
324,370
346,396
368,483
389,530
411,385
433,373
454,355
476,342
497,358
519,377
541,329
562,362
584,366
606,375
627,377
649,389
670,373
692,376
714,383
735,375
757,386
779,377
800,372
822,425
844,374
865,375
887,367
908,379
930,417
952,359
973,380
995,456
1017,345
1038,356
1060,453
1082,357
1103,489
1125,362
1146,379
1168,394
1190,367
1211,350
1233,343
1255,357
1276,333
1298,381
1320,319
1341,493
1363,383
1384,363
1406,393
1428,376
1449,379
1471,340
1493,386
1514,357
1536,380
1557,351
1579,392
1601,326
1622,347
1644,370
1666,401
1687,357
1709,366
1731,379
1752,373
1774,375
1795,374
1817,366
1839,496
1860,363
1882,355
1904,390
1925,366
1947,375
1968,515
1990,366
2012,366
2033,371
2055,452
2077,384
2098,369
2120,376
2142,368
2163,387
2185,383
2206,368
2228,376
2250,387
2271,438
2293,402
2315,447
2336,400
2358,390
2380,369
2401,368
2423,395
2444,473
2466,351
2488,459
2509,389
2531,370
2553,327
2574,397
2596,498
2617,333
2639,335
2661,373
2682,377
2704,387
2726,367
2747,366
2769,375
2791,375
2812,360
2834,354
2855,375
2877,375
2899,427
2920,419
2942,421
2964,385
2985,447
3007,377
3029,515
3050,350
3072,526
3093,393
3115,408
3137,347
3158,379
3180,378
3202,345
3223,365
3245,349
3266,382
3288,355
3310,379
3331,350
3353,368
3375,321
3396,383
3418,366
3440,330
3461,476
3483,470
3504,374
3526,382
3548,371
3569,419
3591,457
3613,382
3634,449
3656,507
3678,340
3699,357
3721,397
3742,376
3764,503
3786,362
3807,332
3829,370
3851,442
3872,360
3894,365
3915,365
3937,350
3959,343
3980,351
4002,335
4024,357
4045,370
4067,325
4089,350
4110,374
4132,343
4153,377
4175,371
4197,344
4218,359
4240,376
4262,372
4283,364
4305,494
4327,515
4348,378
4370,360
4391,364
4413,354
4435,433
4456,426
4478,382
4500,360
4521,331
4543,365
4564,367
4586,498
4608,322
4629,371
4651,371
4673,360
4694,370
4716,466
4738,370
4759,312
4781,365
4802,325
4824,376
4846,436
4867,370
4889,349
4911,374
4932,504
4954,360
4976,368
4997,365
5019,377
5040,375
5062,359
5084,388
5105,342
5127,364
5149,325
5170,401
5192,353
5213,491
5235,366
5257,361
5278,343
5300,369
5322,427
5343,461
5365,391
5387,393
5408,380
5430,368
5451,356
5473,378
5495,370
5516,382
5538,375
5560,367
5581,350
5603,379
5625,367
5646,381
5668,362
5689,363
5711,376
5733,326
5754,389
5776,368
5798,342
5819,388
5841,380
5862,471
5884,357
5906,388
5927,372
5949,358
5971,367
5992,453
6014,348
6036,350
6057,383
6079,322
6100,324
6122,378
6144,334
6165,401
6187,431
6209,377
6230,474
6252,369
6274,372
6295,367
6317,353
6338,389
6360,460
6382,511
6403,362
6425,372
6447,345
6468,361
6490,366
6512,374
6533,369
6555,334
6576,347
6598,380
6620,393
6641,373
6663,369
6685,341
6706,380
6728,370
6749,355
6771,370
6793,388
6814,437
6836,348
6858,442
6879,410
6901,363
6923,499
6944,330
6966,349
6987,461
7009,343
7031,318
7052,380
7074,359
7096,323
7117,359
7139,513
7160,360
7182,323
7204,355
7225,393
7247,390
7269,369
7290,367
7312,427
7334,367
7355,393
7377,331
7398,362
7420,375
7442,343
7463,381
7485,361
7507,408
7528,441
7550,344
7572,391
7593,380
7615,323
7636,392
7658,361
7680,361
7701,327
7723,376
7745,372
7766,363
7788,364
7809,398
7831,373
7853,379
7874,380
7896,519
7918,350
7939,368
7961,368
7983,407
8004,463
8026,484
8047,381
8069,343
8091,442
8112,369
8134,369
8156,478
8177,358
8199,387
8221,365
8242,363
8264,409
8285,345
8307,530
8329,366
8350,373
8372,368
8394,360
8415,353
8437,318
8458,326
8480,499
8502,387
8523,374
8545,332
8567,372
8588,376
8610,363
8632,369
8653,361
8675,355
8696,329
8718,382
8740,361
8761,491
8783,366
8805,359
8826,365
8848,392
8870,470
8891,411
8913,518
8934,388
8956,357
8978,374
8999,369
9021,372
9043,390
9064,385
9086,361
9107,472
9129,506
9151,339
9172,372
9194,360
9216,430
9237,387
9259,395
9281,362
9302,403
9324,383
9345,374
9367,394
9389,376
9410,492
9432,349
9454,379
9475,387
9497,358
9519,348
9540,355
9562,382
9583,376
9605,363
9627,366
9648,351
9670,354
9692,509
9713,380
9735,493
9756,366
9778,445
9800,429
9821,367
9843,325
9865,376
9886,379
9908,325
9930,507
9951,382
9973,388
9994,500
10016,366
10038,377
10059,370
10081,492
10103,373
10124,353
10146,457
10168,327
10189,369
10211,372
10232,359
10254,363
10276,486
10297,370
10319,380
10341,418
10362,326
10384,350
10405,392
10427,347
10449,385
10470,388
10492,353
10514,506
10535,368
10557,365
10579,515
10600,405
10622,455
10643,372
10665,369
10687,363
10708,359
10730,365
10752,343
10773,369
10795,362
10817,326
10838,350
10860,324
10881,384
10903,363
10925,335
10946,350
10968,386
10990,373
11011,507
11033,368
11054,373
11076,328
11098,365
11119,461
11141,473
11163,329
11184,451
11206,355
11228,380
11249,365
11271,371
11292,368
11314,373
11336,346
11357,490
11379,360
11401,375
11422,398
11444,431
11466,367
11487,370
11509,371
11530,410
11552,360
11574,487
11595,361
11617,368
11639,340
11660,490
11682,368
11704,382
11725,483
11747,362
11768,347
11790,373
11812,369
11833,345
11855,350
11877,356
11898,366
11920,369
11941,337
11963,359
11985,374
12006,364
12028,322
12050,327
12071,350
12093,341
12115,339
12136,396
12158,340
12179,365
12201,492
12223,385
12244,362
12266,370
12288,532
12309,401
12331,369
12352,385
12374,483
12396,389
12417,372
12439,373
12461,380
12482,365
12504,521
12526,379
12547,351
12569,356
12590,454
12612,381
12634,473
