Time_ms,Microphone
0,379
21,378
43,368
64,356
86,479
108,366
129,359
151,371
173,338
194,367
216,339
238,332
259,350
281,490
302,367
324,387
346,373
367,328
389,504
411,499
432,393
454,458
475,358
497,360
519,353
540,482
562,353
584,374
605,366
627,379
649,491
670,496
692,424
713,367
735,510
757,353
778,439
800,385
822,399
843,487
865,386
887,365
908,407
930,382
951,450
973,379
995,375
1016,370
1038,368
1060,466
1081,514
1103,349
1124,473
1146,372
1168,375
1189,365
1211,358
1233,383
1254,382
1276,375
1298,366
1319,346
1341,375
1362,378
1384,366
1406,383
1427,354
1449,378
1471,383
1492,388
1514,364
1536,372
1557,373
1579,332
1600,378
1622,367
1644,351
1665,366
1687,392
1709,379
1730,368
1752,357
1773,347
1795,375
1817,364
1838,359
1860,351
1882,358
1903,412
1925,442
1947,379
1968,529
1990,450
2011,377
2033,370
2055,348
2076,339
2098,368
2120,368
2141,498
2163,387
2185,375
2206,358
2228,371
2249,382
2271,376
2293,368
2314,364
2336,318
2358,503
2379,408
2401,376
2422,334
2444,486
2466,360
2487,359
2509,379
2531,334
2552,356
2574,461
2596,360
2617,348
2639,319
2660,379
2682,342
2704,396
2725,483
2747,353
2769,399
2790,519
2812,389
2834,344
2855,329
2877,345
2898,360
2920,363
2942,418
2963,415
2985,395
3007,354
3028,362
3050,343
3071,345
3093,516
3115,418
3136,391
3158,476
3180,369
3201,346
3223,339
3245,377
3266,365
3288,378
3309,319
3331,498
3353,378
3374,359
3396,375
3418,392
3439,469
3461,375
3483,335
3504,321
3526,373
3547,452
3569,367
3591,326
3612,368
3634,398
3656,549
3677,370
3699,375
3720,366
3742,359
3764,495
3785,354
3807,375
3829,382
3850,377
3872,356
3894,393
3915,366
3937,363
3958,322
3980,398
4002,366
4023,367
4045,513
4067,497
4088,515
4110,378
4132,369
4153,372
4175,367
4196,391
4218,366
4240,340
4261,388
4283,374
4305,377
4326,347
4348,369
4369,396
4391,368
4413,367
4434,456
4456,353
4478,381
4499,319
4521,376
4543,385
4564,316
4586,478
4607,358
4629,354
4651,379
4672,508
4694,369
4716,367
4737,429
4759,376
4781,500
4802,361
4824,347
4845,355
4867,481
4889,362
4910,325
4932,356
4954,356
4975,330
4997,375
5019,459
5040,389
5062,373
5083,388
5105,323
5127,335
5148,388
5170,380
5192,367
5213,374
5235,436
5256,370
5278,348
5300,361
5321,341
5343,375
5365,377
5386,504
5408,466
5430,446
5451,501
5473,343
5494,392
5516,336
5538,345
5559,372
5581,381
5603,348
5624,370
5646,521
5667,385
5689,336
5711,456
5732,349
5754,375
5776,376
5797,368
5819,466
5841,370
5862,360
5884,371
5905,365
5927,353
5949,515
5970,349
5992,378
6014,450
6035,379
6057,503
6079,355
6100,359
6122,432
6143,384
6165,396
6187,371
6208,371
6230,382
6252,414
6273,381
6295,506
6316,495
6338,350
6360,337
6381,360
6403,370
6425,363
6446,364
6468,350
6490,360
6511,345
6533,361
6554,353
6576,364
6598,380
6619,363
6641,392
6663,362
6684,363
6706,393
6728,376
6749,380
6771,362
6792,379
6814,366
6836,365
6857,369
6879,373
6901,358
6922,374
6944,372
6965,368
6987,347
7009,350
7030,375
7052,499
7074,385
7095,381
7117,323
7139,353
7160,336
7182,360
7203,496
7225,370
7247,365
7268,345
7290,374
7312,369
7333,342
7355,500
7377,383
7398,365
7420,326
7441,358
7463,363
7485,526
7506,403
7528,359
7550,372
7571,373
7593,343
7614,379
7636,380
7658,368
7679,365
7701,367
7723,378
7744,382
7766,466
7788,379
7809,377
7831,371
7852,377
7874,335
7896,362
7917,342
7939,489
7961,387
7982,329
8004,479
8026,362
8047,372
8069,515
8090,361
8112,496
8134,378
8155,445
8177,553
8199,349
8220,366
8242,356
8263,342
8285,386
8307,388
8328,361
8350,373
8372,348
8393,518
8415,358
8437,344
8458,332
8480,431
8501,347
8523,356
8545,351
8566,389
8588,380
8610,346
8631,354
8653,390
8675,388
8696,463
8718,406
8739,338
8761,493
8783,498
8804,379
8826,339
8848,422
8869,367
8891,370
8912,383
8934,450
8956,364
8977,383
8999,384
9021,387
9042,353
9064,360
9086,406
9107,353
9129,499
9150,357
9172,418
9194,381
9215,474
9237,533
9259,364
9280,357
9302,384
9324,343
9345,369
9367,339
9388,369
9410,389
9432,466
9453,478
9475,374
9497,368
9518,490
9540,365
9561,350
9583,321
9605,383
9626,386
9648,395
9670,368
9691,387
9713,374
9735,363
9756,458
9778,376
9799,419
9821,370
9843,391
9864,482
9886,344
9908,370
9929,450
9951,364
9973,359
9994,397
10016,478
10037,367
10059,358
10081,309
10102,410
10124,426
10146,362
10167,331
10189,362
10211,343
10232,403
10254,354
10275,520
10297,508
10319,349
10340,390
10362,356
10384,326
10405,379
10427,362
10448,489
10470,370
10492,351
10513,358
10535,318
10557,329
10578,367
10600,489
10622,370
10643,477
10665,345
10686,360
10708,343
10730,530
10751,319
10773,358
10795,391
10816,388
10838,366
10859,427
10881,370
10903,348
10924,353
10946,375
10968,519
10989,348
11011,377
11033,337
11054,514
11076,368
11097,353
11119,380
11141,363
11162,358
11184,504
11206,493
11227,390
11249,343
11271,364
11292,342
11314,359
11335,327
11357,381
11379,356
11400,369
11422,330
11444,368
11465,339
11487,374
11508,390
11530,366
11552,372
11573,362
11595,369
11617,380
11638,378
11660,362
11682,372
11703,366
11725,366
11746,410
11768,377
11790,385
11811,324
11833,497
11855,442
11876,395
11898,336
11920,517
11941,505
11963,368
11984,309
12006,388
12028,365
12049,326
12071,414
12093,371
12114,348
12136,382
12157,373
12179,380
12201,359
12222,351
12244,424
12266,376
12287,388
12309,386
12331,342
12352,399
12374,368
12395,335
12417,397
12439,367
12460,398
12482,366
12504,385
12525,368
12547,437
12569,440
12590,327
12612,489
12633,361
12655,360
12677,360
12698,375
12720,350
12742,369
12763,346
12785,373
12806,371
12828,375
12850,482
12871,360
12893,367
12915,449
12936,368
12958,372
12980,511
13001,528
13023,388
13044,325
13066,374
13088,390
13109,386
13131,358
13153,349
13174,355
13196,414
13218,395
13239,386
13261,346
13282,524
13304,382
13326,385
13347,358
13369,345
13391,375
13412,418
13434,338
13455,515
13477,355
13499,365
13520,390
13542,362
13564,374
13585,359
13607,377
13629,374
13650,494
