Time_ms,Microphone
0,351
22,341
43,324
65,315
87,357
108,297
130,359
152,521
173,359
195,366
217,347
238,360
260,361
281,447
303,509
325,388
346,321
368,518
390,329
411,375
433,362
455,366
476,344
498,412
519,329
541,375
563,365
584,339
606,371
628,530
649,365
671,382
692,341
714,508
736,398
757,323
779,351
801,405
822,385
844,334
866,366
887,344
909,508
930,389
952,378
974,365
995,403
1017,377
1039,364
1060,349
1082,372
1104,355
1125,346
1147,374
1168,445
1190,364
1212,367
1233,391
1255,356
1277,334
1298,337
1320,452
1341,354
1363,373
1385,432
1406,449
1428,334
1450,370
1471,368
1493,331
1515,356
1536,366
1558,358
1579,389
1601,364
1623,365
1644,355
1666,321
1688,361
1709,355
1731,359
1753,382
1774,375
1796,369
1817,342
1839,343
1861,331
1882,378
1904,368
1926,372
1947,350
1969,327
1990,386
2012,342
2034,371
2055,370
2077,365
2099,422
2120,356
2142,376
2164,370
2185,340
2207,454
2228,364
2250,366
2272,319
2293,363
2315,367
2337,326
2358,343
2380,385
2402,347
2423,478
2445,367
2466,362
2488,495
2510,310
2531,358
2553,430
2575,369
2596,467
2618,360
2639,369
2661,346
2683,322
2704,382
2726,419
2748,357
2769,357
2791,329
2813,376
2834,338
2856,322
2877,407
2899,426
2921,365
2942,366
2964,372
2986,377
3007,368
3029,361
3051,524
3072,365
3094,328
3115,524
3137,347
3159,378
3180,345
3202,382
3224,363
3245,365
3267,315
3289,364
3310,510
3332,368
3353,365
3375,363
3397,360
3418,466
3440,319
3462,357
3483,355
3505,364
3526,376
3548,366
3570,379
3591,415
3613,331
3635,390
3656,347
3678,364
3700,365
3721,490
3743,421
3764,359
3786,355
3808,338
3829,397
3851,338
3873,364
3894,388
3916,371
3937,348
3959,391
3981,501
4002,383
4024,394
4046,370
4067,359
4089,369
4111,347
4132,504
4154,345
4175,350
4197,518
4219,489
4240,371
4262,367
4284,314
4305,380
4327,369
4349,361
4370,357
4392,439
4413,370
4435,307
4457,313
4478,367
4500,366
4522,391
4543,469
4565,362
4586,346
4608,366
4630,387
4651,361
4673,321
4695,526
4716,467
4738,349
4760,383
4781,516
4803,351
4824,482
4846,516
4868,371
4889,422
4911,356
4933,479
4954,383
4976,391
4998,357
5019,517
5041,379
5062,371
5084,354
5106,405
5127,364
5149,359
5171,348
5192,354
5214,378
5235,367
5257,524
5279,351
5300,513
5322,437
5344,390
5365,357
5387,378
5409,510
5430,525
5452,371
5473,378
5495,363
5517,377
5538,374
5560,349
5582,334
5603,419
5625,367
5647,445
5668,373
5690,396
5711,374
5733,365
5755,370
5776,386
5798,358
5820,366
5841,336
5863,364
5884,497
5906,355
5928,381
5949,420
5971,355
5993,472
6014,370
6036,369
6058,394
6079,359
6101,380
6122,351
6144,347
6166,359
6187,353
6209,516
6231,335
6252,353
6274,326
6296,397
6317,498
6339,341
6360,468
6382,355
6404,360
6425,368
6447,377
6469,330
6490,340
6512,348
